Finnish;English;Hungarian
italialainen (pasta, muusikko, jäätelö);Italian (pasta, musician, gelato);olasz (tészta, zenész, fagylalt)
(rauhan, refleksin) omainen (reaktio);(peace, reflex) -like (reaction);(béke, reflex) jellegű (reakció)
erikoinen (ihminen, tapaus, ulkonäkö);special, peculiar (person, case, appearance);különleges (személy, eset, kinézet)
kiva (kirja, paikka, päivä);nice (book, place, day);szép (könyv, hely, nap)
moderni (koti, tiede, nainen);modern (home, science, woman);modern (otthon, tudomány, nő)
tarpeellinen (korjaus, taito, työkalu);necessary (repair, skill, tool);szükséges (javítás, készség, eszköz)
ajankohtainen (kysymys, tilanne);topical, current (question, situation);aktuális (kérdés, helyzet)
ammatillinen (koulutus, osaaminen);professional, vocational (training, competency);szakmai (képzés, kompetencia)
mittava (määrä, tarve, kiertue);massive, large (number, need, tour);óriási (mennyiség, igény, turné)
luonnollinen (selitys, vaisto, kuolema);natural (explanation, instinct, death);természetes (magyarázat, ösztön, halál)
viisas (vaari, lähestymistapa, päätös);wise (grandpa, approach, decision);bölcs (nagypapa, megközelítés, döntés)
läntinen (tuuli, taivaanranta, naapuri);western (wind, horizon, neighbor);nyugati (szél, horizont, szomszéd)
kirjallinen (koe, pyyntö, selvitys);written (exam, request, report);írott (vizsga, kérés, jelentés)
(tutun, tylsän, nuoren) näköinen (nainen);(familiar, boring, young) -looking (woman);(ismerős, unalmas, fiatal) kinézetű (nő)
läheinen (ystävä, side, yhteys);close (friend, bond, connection);közeli (barát, kötelék, kapcsolat)
herkkä (lapsi, iho, vaihe);sensitive (child, skin, stage);érzékeny (gyerek, bőr, szakasz)
laiton (päätös, kokous, puunkorjuu);illegal (decision, meeting, logging);illegális (döntés, gyűlés, fakitermelés)
fyysinen (terveys, esine, ilmiö);physical (health, object, phenomenon);fizikai (egészség, tárgy, jelenség)
kohtuullinen (hinta, käyttö, epäily);reasonable, fair (price, use, doubt);ésszerű (ár, használat, kétely)
(ei) minkäänlainen (määrä, syrjintä);(no amount, discrimination) of any kind;(nem) semmiféle (mennyiség, diszkrimináció)
pyhä (henki, paikka, sota);holy (spirit, place, war);szent (lélek, hely, háború)
eteläinen (alue, siipi, reitti);southern (area, wing, route);déli (terület, szárny, útvonal)
ylivoimainen (este);overwhelming, inevitable (force majeure);legyőzhetetlen (akadály)
taiteellinen (johtaja, työ, liike);artistic (director, work, movement);művészi (igazgató, munka, mozgalom)
yhtenäinen (käyttö, termistö);uniform, coherent (use, terminology);egységes (használat, terminológia)
englantilainen (mies, aamiainen);English (man, breakfast);angol (férfi, reggeli)
palestiinalainen (lääkäri, neuvottelija);Palestinian (doctor, negotiator);palesztin (orvos, tárgyaló)
salainen (lääkäri, suhde, äänestys);secret (doctor, affair, ballot);titkos (orvos, ügy, szavazás)
silloinen (presidentti, hallitus, osoite);(president, government, address) at / of the time;akkori (elnök, kormány, cím)
klassinen (esimerkki, koulutus, musiikki);classic (example, education, music);klasszikus (példa, oktatás, zene)
vakaa (tila, kehitys, tulevaisuus);stable (state, development, future);stabil (állapot, fejlődés, jövő)
sähköinen (signaali, arkistointi);electric, electronic (impulse, archiving);elektromos (impulzus, archiválás)
demokraattinen (tasavalta, puolue);democratic (republic, party);demokratikus (köztársaság, párt)
tavanomainen (oikeus, kesto, verotus);conventional, standard (law, duration, taxation);hagyományos (törvény, időtartam, adózás)
kielteinen (päätös, vastaus, vaikutus);negative (decision, answer, impact);negatív (döntés, válasz, hatás)
kaupallinen (käyttö, asiakirja, kuvaus);commercial (use, document, description);kereskedelmi (használat, dokumentum, leírás)
kirkas (valo, aurinko, neste);clear, bright (light, sun, liquid);világos (fény, nap, folyadék)
(koiran, kirsikan) kokoinen (kivi);(dog, cherry) -size (stone);(kutya, cseresznye) méretű (kő)
lievä (rangaistus, kuume, epäluuloa);mild (punishment, fever, suspicion);enyhe (büntetés, láz, gyanú)
pikku (tyttö, peili, hotelli);little (girl, mirror, hotel);kicsi (lány, tükör, hotel)
maltillinen (johtaja, ratkaisu, hidastus);moderate (ruler, solution, deceleration);mérsékelt (vezető, megoldás, lassítás)
inhimillinen (reaktio, erehdys, toiminta);human (reaction, error, activity);emberi (reakció, hiba, tevékenység)
ankara (talvi, lama, myrsky);harsh, severe (winter, recession, storm);kemény (tél, recesszió, vihar)
ilmeinen (epäkohta, yhteys, vaara);obvious, clear (grievance, link, risk);nyilvánvaló (panasz, kapcsolat, veszély)
innokas (oppija, apulainen, fani);eager, keen (learner, helper, fan);lelkes (tanuló, segítő, rajongó)
vaatimaton (mies, alku, ateria);modest (man, beginning, meal);szerény (férfi, kezdet, étkezés)
(xyz-)niminen (palvelu, yritys, lääke);(a service, company, medicine) called (xyz);(egy szolgáltatás, vállalat, gyógyszer) nevű (xyz)
eräänlainen (tilanne, koe);a certain kind of (situation, experiment);egy bizonyos fajta (helyzet, kísérlet)
kaikenlainen (kilpailu, syrjintä);all forms of (competition, discrimination);mindenféle (verseny, megkülönböztetés)
kriittinen (vaihe, tilanne, tila);critical (juncture, situation, condition);kritikus (szakasz, helyzet, állapot)
pehmeä (tyyny, kosketus, isku);soft (pillow, touch, blow);puha (párna, érintés, ütés)
ikävä (ihminen, uutinen, erehdys);unfortunate, nasty (person, news, mistake);szerencsétlen (személy, hír, hiba)
(xx euron) suuruinen (apuraha, huijaus);(grant, hoax) the size of (xx euros);(xx eurós) nagyságú (ösztöndíj, csalás)
rankka (päivä, sade, elämä);rough, heavy (day, rain, life);kemény (nap, eső, élet)
konkreettinen (kysymys, suunnitelma);concrete, practical (question, plan);konkrét (kérdés, terv)
kokonainen (viikko, kala, sarja);full, whole (week, fish, series);teljes (hét, hal, sorozat)
(10 vuoden) ikäinen (lapsi, tyttö, poika);("10 year") aged (child, girl, boy);(10 éves) (gyerek, lány, fiú)
vankka (perusta, kannatus, kannattaja);solid, firm (base, support, supporter);szilárd (alap, támogatás, támogató)
kiinteä (ruoka, koostumus, laajakaista);fixed, solid (food, consistency, broadband);szilárd (étel, állag, szélessáv)
hullu (tiedemies, paskiainen, maailma);crazy (scientist, bastard, world);őrült (tudós, gazember, világ)
synkkä (muistutus, varjo, tulevaisuus);grim, sinister (reminder, shadow, future);komor (emlékeztető, árnyék, jövő)
ihana (tyttö, elokuva, tuoksu);wonderful (girl, movie, smell);csodálatos (lány, film, illat)
uudenlainen (idea, tilanne, strategia);novel, new (idea, situation, strategy);újszerű (ötlet, helyzet, stratégia)
brittiläinen (mies, tutkija, yritys);British (man, researcher, company);brit (férfi, kutató, vállalat)
tervetullut (vieras, muutos, uudistus);welcome (guest, change, reform);üdvözölt (vendég, változás, reform)
toisenlainen (kuva, tilanne, rooli);a different kind of (picture, situation, role);másféle (kép, helyzet, szerep)
ainutlaatuinen (mahdollisuus, tapa);unique (possibility, way);egyedi (lehetőség, mód)
itäinen (raja, rinne, rantakatu);eastern (border, slope, promenade);keleti (határ, lejtő, sétány)
mainio (puhuja, illallinen, ajatus);splendid (speaker, dinner, idea);nagyszerű (beszélő, vacsora, ötlet)
sairas (ihminen, eläin, leikki);sick (person, animal, game);beteg (személy, állat, játék)
jyrkkä (rinne, käännös, kielto);steep, sharp (slope, turn, ban);meredek (lejtő, kanyar, tiltás)
ylin (kerros, porras, oikeus);top (floor, step, supreme court);legfelső (emelet, lépcső, legfelső bíróság)
jyväskyläläinen (laulaja, liike, yhtye);(singer, store, band) from Jyväskylä;Jyväskyläi (énekes, üzlet, együttes)
