Finnish;English;Hungarian
Suurin syy tähän on kai se, että...;The biggest reason for this is probably that...;A legfőbb oka ennek valószínűleg az, hogy...
Suurin syy tähän on varmaan se, että...;The largest reason for this is probably that...;A legfőbb oka ennek biztosan az, hogy...
Suurin syy tähän on luultavasti se, että...;The biggest reason for this is likely ...;Legfőbb oka ennek valószínűleg az, hogy...
Suurin syy tähän on todennäköisesti se, että...;The biggest reason for this is likely that...;A legfőbb oka ennek valószínűleg az, ...
Suurin syy tähän on luullakseni se, että...;The biggest reason for this, I think, is that...;A legfőbb oka ennek, úgy gondolom, az, hogy...
Suurin syy tähän on tietääkseni se, että...;The biggest reason for this, as far as I know, is that...;A legfőbb oka ennek, tudomásom szerint, az, hogy...
Suurin syy tähän on uskoakseni se, että...;The biggest reason for this, I believe, is that...;A legfőbb oka ennek, úgy hiszem, az, hogy...
Suurin syy tähän on ilmeisesti se, että...;The biggest reason for this is apparently that...;A legfőbb oka ennek nyilvánvalóan az, hogy...
Suurin syy tähän on kaiketi se, että...;The biggest reason for this is probably ...;A legfőbb oka ennek talán az, ...
Suurin syy tähän on kenties se, että...;The biggest reason for this is perhaps that...;A legfőbb oka ennek esetleg az, ...
Monet / Jotkut ihmiset ajattelevat, että...;Many / Some people think that...;Sok / Sok ember úgy gondolja, hogy...
Monet / Jotkut suomalaiset ajattelevat, että...;Many / Some Finns think that...;Sok / Néhány finn úgy gondolja, hogy...
Monet / Jotkut naiset ajattelevat, että...;Many / Some women think that...;Sok / Néhány nő úgy gondolja, hogy...
Monet todennäköisesti ajattelevat, että...;Many probably think that...;Sokan valószínűleg úgy gondolják, hogy...
Moni maahanmuuttaja ajattelee, että...;Many immigrants think that...;Sok bevándorló úgy gondolja, hogy...
Moni ehkä ajattelee, että...;Many maybe think that...;Sok talán úgy gondolja, hogy...
Monet / Jotkut ovat sitä mieltä, että...;Many / Some people are of the opinion that...;Sok / Néhány ember úgy véli, hogy...
Monet / Jotkut nuoret ovat sitä mieltä, että...;Many / Some young people are of the opinion that...;Sok / Néhány fiatal úgy véli, hogy...
(Monien / Joidenkin) suomalaisten mielestä...;(Many / Some) Finns think...;(Sok / Néhány) finn szerint...
(Usein / joskus) väitetään, että...;It is (often / sometimes) claimed that...;(Gyakran / néha) azt állítják, hogy...
(Usein / joskus) sanotaan, että...;It is (often / sometimes) said that...;(Gyakran / néha) azt mondják, hogy...
(Usein / joskus) ajatellaan, että...;It is (often / sometimes) thought that...;(Gyakran / néha) úgy gondolják, hogy...
Olen kuullut ihmisten sanovan, että...;I've heard people say that...;Hallottam, hogy az emberek azt mondják, hogy...
Olen kuullut ihmisten väittävän, että...;I've heard people claim that...;Hallottam, hogy az emberek azt állítják, hogy...
Viime aikoina on puhuttu paljon siitä, että...;There has been a lot of talk lately about...;Mostanában sokat beszéltek arról, hogy...
Tästä aiheesta on puhuttu paljon viime aikoina.;There has been a lot of talk about this topic recently.;Az utóbbi időben sokat beszéltek erről a témáról.
Tästä puhutaan nykyään erittäin paljon.;There is a lot of talk about this nowadays.;Ma nagyon sokat beszélnek erről.
Nykyään puhutaan erittäin paljon siitä, että...;There is a lot of talk these days about...;Manapság nagyon sokat beszélnek arról, hogy...
Yleinen käsitys aiheesta saattaa olla, että...;The general perception of the subject may be that...;A téma általános felfogása talán az, hogy...
Yleisesti ajatellaan, että...;It is generally thought that...;Általánosan úgy gondolják, hogy...
Usein kuulee sanottavan, että...;You often hear it said that...;Gyakran hallani azt mondani, hogy...
Asiaa perustellaan usein sanomalla, että...;This is often justified by saying that...;Ezt gyakran azzal indokolják, hogy...
Yleensä sanotaan, että...;It is usually said that...;Általában azt mondják, hogy...
Lehdissä kirjoitetaan paljon siitä, että...;A lot is written in the newspapers about...;Sok mindent írnak az újságokban arról, hogy...
Lehdissä kirjoitetaan paljon (...sta).;A lot is written in the newspapers about [the topic].;Sok mindent írnak az újságokban a [...-ról].
Sosiaalisessa mediassa sanotaan usein, että...;It is often said on social media that...;A közösségi médiában gyakran azt mondják, hogy...
Sosiaalisessa mediassa väitetään joskus, että...;It is sometimes claimed on social media that...;A közösségi médiában néha azt állítják, hogy...
Viime aikoina on kirjoitettu paljon siitä, että...;A lot has been written recently about the...;Mostanában sokat írtak arról, hogy...
Tästä aiheesta on kirjoitettu paljon viime aikoina.;Much has been written about this topic recently.;Az utóbbi időben sokat írtak erről a témáról.
Nykyään kirjoitetaan paljon siitä, että...;Nowadays, a lot is written about the fact that...;Manapság sok mindent írnak arról, hogy...
Tästä on kirjoitettu lehdissä paljon.;Much has been written about this in the newspapers.;Erről sok mindent írtak az újságokban.
Lehdissä väitetään, että...;The papers claim that...;Az újságok azt állítják, hogy...
Asiantuntijat väittävät, että...;Experts claim that...;A szakértők azt állítják, hogy...
On jopa väitetty, että...;It has even been claimed that...;Még azt is állították, hogy...
Tutkimusten mukaan...;According to research...;A kutatások szerint...
Asiantuntijoiden mukaan...;According to experts...;A szakértők szerint...
Tutkimukset ovet osoittaneet, että...;Studies have shown that...;A tanulmányok azt mutatták, hogy...
Kirjoittaja väittää, että...;The author claims that...;A szerző azt állítja, hogy...
Kirjoittaja kertoo artikkelissaan, että;The author says in their article that...;A szerző az cikkében azt mondja, hogy...
Kirjoittaja mainitsee (artikkelissaan), että...;The author mentions (in their article) that...;A szerző megemlíti (a cikkében), hogy...
Kirjoittaja tuo esiin / esille, että...;The author brings up that...;A szerző felhozza, hogy...
Kirjoittaja toteaa, että...;The author states that...;A szerző kijelenti, hogy...
Kirjoittaja muistuttaa (artikkelissaan), että...;The author reminds (in their article) that...;A szerző emlékeztet (a cikkében), hogy...
Kirjoittaja pohtii sitä, miten / missä / milloin...;The author ponders how / where / when...;A szerző azt fontolgatja, hogyan / hol / mikor...
Kirjoittaja painottaa, että...;The author stresses that...;A szerző hangsúlyozza, hogy...
Kirjoittaja korostaa, että...;The author emphasizes that...;A szerző kiemeli, hogy...
Kirjoittaja huomauttaa, että...;The author points out that...;A szerző megjegyzi, hogy...
Kirjoittaja ehdottaa, että...;The author suggests that... (solution);A szerző azt javasolja, hogy... (megoldás)
Kirjoittajan mielestä...;The author is of the opinion that...;A szerző véleménye szerint...
Kirjoittajan mukaan...;According to the author...;A szerző szerint...
Artikkelin mukaan...;According to the article...;A cikk szerint...
Tämä ei pidä paikkaansa.;This is not true.;Ez nem igaz.
Tämä ei voi pitää paikkaansa.;This cannot be true.;Ez lehetetlen, hogy igaz.
Tämä ei voi olla totta.;This can't be true.;Ez nem lehet igaz.
Tätä ei kannata uskoa.;One shouldn't believe this.;Ezt nem érdemes elhinni.
Tässä ei ole mitään järkeä.;This doesn't make any sense.;Ennek semmi értelme.
Asia ei ole näin.;It's not like that.;Nem így van.
Tämä on täysin mahdotonta.;This is absolutely impossible.;Ez teljesen lehetetlen.
Tämä on silkkaa typeryyttä.;This is sheer stupidity.;Ez teljesen ostobaság.
Tämä on täysin epäreilua.;This is completely unfair.;Ez teljesen igazságtalan.
Tämä on täysin järjetöntä.;This is completely absurd.;Ez teljesen abszurd.
Miten kukaan voi uskoa tuollaista?;How can anyone believe such a thing?;Hogyan hihet valaki ilyesmit?
Mihin tuo väite perustuu?;What is that claim based on?;Min alapul az az állítás?
Tuo väite ei perustu mihinkään.;That claim is not based on anything.;Az az állítás semmire sem alapul.
On syytä kyseenalaistaa tämä.;There is reason to question this.;Indokolt ezt megkérdőjelezni.
En voi hyväksyä tätä.;I can't accept this.;Ezt nem tudom elfogadni.
En voi missään nimessä hyväksyä tätä.;There is no way I can accept this.;Semmiképpen sem tudom elfogadni ezt.
Tämä on erittäin suuri virhe.;This is a very big mistake.;Ez egy nagyon nagy hiba.
En voi kuvitella huonompaa päätöstä.;I can't imagine a worse decision.;El sem tudok képzelni rosszabb döntést.
Miten jotkut voivat väittää, että...;How can some claim that...;Hogyan állíthatják egyesek, hogy...
En ole täysin samaa mieltä kirjoittajan kanssa.;I do not completely agree with the author.;Nem értek teljesen egyet a szerzővel.
Olen osittain eri mieltä kirjoittajan kanssa.;I partially disagree.;Részben nem értek egyet a szerzővel.
Taidan olla osittain eri mieltä.;I think I partially disagree.;Azt hiszem, részben nem értek egyet.
Minusta tuntuu, että tämä ei pidä paikkaansa.;I feel that this is not true.;Úgy érzem, hogy ez nem igaz.
Asia ei ole niin yksinkertainen.;It's not that simple.;Nem olyan egyszerű a dolog.
Asia ei taida olla ihan niin yksinkertainen.;It's probably not quite that simple.;Valószínűleg nem egészen ilyen egyszerű.
Asiaa voidaan myös ajatella eri lailla.;The matter can also be thought of in different ways.;A dolgot másképp is lehet gondolni.
Asian voi nähdä myös toisella tavalla.;The matter can also be seen in another way.;A dolgot más szempontból is lehet látni.
Tämä ei välttämättä ole ihan niin.;This is not necessarily so.;Ez nem feltétlenül így van.
Tätä voidaan lähestyä myös eri näkökulmasta.;This can also be approached from a different perspective.;Ezt más nézőpontból is meg lehet közelíteni.
Todellisuus taitaa olla paljon monimutkaisempi.;The reality is probably much more complex.;A valóság valószínűleg sokkal összetettebb.
Tässä on kuitenkin ongelmana se, että...;However, the problem here is that...;Azonban a probléma itt az, hogy...
On tärkeää tiedostaa, että...;It is important to be aware that...;Fontos tudatában lenni, hogy...
On tärkeää, että....;It is important that...;Fontos, hogy...
On syytä...;There is reason to...;Indokolt...
On tarpeellista huomata, että...;It is necessary to note that...;Szükséges megjegyezni, hogy...
On aiheellista huomata, että...;It is pertinent to note that...;Érdemes megjegyezni, hogy...
Tämä olisi tärkeää, jotta...;This would be important in order to...;Ez fontos lenne annak érdekében, hogy...
Pidän (partitive form of object) tärkeänä asiana.;I consider [object] an important matter.;Fontos dolognak tartom a [tárgyat].
Koen, että (subject) on tärkeä asia.;I find [subject] an important matter.;Úgy találom, hogy a [téma] fontos dolog.
Koen (object in the accusative) tärkeäksi asiaksi.;I find [object] an important matter.;Fontos dolognak találom a [tárgyat].
Nähdäkseni (subject) on tärkeä asia.;In my view, [subject] is an important matter.;Szerintem a [téma] fontos dolog.
Tähän on pakko oli jokin syy.;There has to be a reason for this.;Ennek biztosan van oka.
Syy tähän on mielestäni ilmiselvä.;I think the reason for this is obvious.;Szerintem az oka nyilvánvaló.
Syy voisi olla esimerkiksi se, että...;The reason could be, for example, that...;Az oka például az lehet, hogy...
Syy voisi olla sekin, että...;The reason could also be that...;Az oka az is lehet, hogy...
Mielestäni tämä johtuu siitä, että...;In my opinion this is due to...;Szerintem ez abból adódik, hogy...
Oletan, että tämä johtuu siitä, että...;I assume this is because...;Feltételezem, hogy ez abból fakad, hogy...
Tähän saattaa olla monta syytä.;There could be many reasons for this.;Ennek sok oka lehet.
Syitä on monenlaisia.;There are many reasons.;Sokféle oka van.
Tälle on monta mahdollista selitystä.;There are many possible explanations for this.;Erre sok lehetséges magyarázat van.
Uskon, että asiaan on monta syytä.;I believe there are many reasons for this.;Úgy hiszem, ennek sok oka van.
Tämä johtuu muun muassa siitä, että...;This is due, among other things, to...;Ez többek között abból adódik, hogy...
Nämä asiat kulkevat käsi kädessä.;These things walk hand in hand.;Ezek a dolgok kéz a kézben járnak.
En osaa sanoa, mistä tämä johtuu.;I cannot say why this is.;Nem tudom megmondani, miért van így.
En tiedä, mikä tämän aiheuttaa.;I don't know what causes this.;Nem tudom, mi okozza ezt.
En tiedä, mitä tästä voisi seurata.;I don't know what the consequences of this could be.;Nem tudom, milyen következményei lehetnek ennek.
En osaa sanoa, mitä tästä seuraa.;I cannot say what will come of this.;Nem tudom megmondani, mi fog következni ebből.
Tästä seuraa tietysti se, että...;Of course, it follows that...;Természetesen ebből következik, hogy...
Tästä seuraa se, että...;It follows that...;Ebből az következik, hogy...
Yksi seurauksista on se, että...;One of the consequences is that...;Az egyik következmény az, hogy...
Tämän seurauksena...;As a result of this...;Ennek következtében...
Tämän vaikutus näkyy siinä, että...;The effect of this can be seen in the fact that...;Ennek hatása abban látszik, hogy...
Tämä vaikuttaa monella tavalla ihmisiin.;This affects people in many ways.;Ez sokféleképpen hat az emberekre.
Tämä vaikuttaa usealla tavalla elämään.;This affects life in several ways.;Ez többféleképpen befolyásolja az életet.
Miten tämä voidaan sitten ratkaista?;How can we solve this then?;Hogyan lehet ezt akkor megoldani?
Mitä tälle ongelmalle oikein voidaan tehdä?;What exactly can be done about this problem?;Mit lehet pontosan tenni ezzel a problémával?
Olen miettinyt, miten ratkaisisin tämän ongelman.;I've thought about how I'd solve this problem.;Gondolkodtam rajta, hogyan oldanám meg ezt a problémát.
Olen miettinyt, miten tämä voidaan ratkaista.;I've thought about how this can be solved.;Gondolkodtam rajta, hogyan lehet ezt megoldani.
Yksi ratkaisu voisi olla se, että...;One solution could be that...;Egy megoldás lehetne az, hogy...
Tämä voidaan helposti ratkaista.;This can be easily solved.;Ezt könnyen meg lehet oldani.
Tämä ongelma on helposti ratkaistavissa.;This problem is easily solved.;Ez a probléma könnyen megoldható.
En näe heti ratkaisua tähän ongelmaan.;I don't immediately see a solution to this problem.;Nem látok azonnal megoldást erre a problémára.
Ehkä tätä ei voida ratkaista.;Maybe this can't be solved.;Talán ezt nem lehet megoldani.
Tämä saadaan ehkä ratkaistua siten, että...;Perhaps this can be resolved by...;Talán ezt úgy lehet megoldani, hogy...
Olisi kiva, jos...;It would be nice if...;Jó lenne, ha...
Mielestäni olisi hyvä, jos...;I think it would be good if...;Szerintem jó lenne, ha...
Olisi tärkeää, että...;It would be important that...;Fontos lenne, hogy...
Minusta olisi hienoa, jos...;I think it would be great if...;Szerintem nagyszerű lenne, ha...
Haluaisin, että...;I would like that...;Szeretném, ha...
Olisi varmasti järkevää, että...;It would certainly make sense that...;Biztosan értelmes lenne, ha...
Kaikille olisi parempi, että...;It would be better for all if...;Mindenkinek jobb lenne, ha...
