Finnish;English;Hungarian
mantelisilmäinen kaunotar; an almond-eyed beauty; mandulaszemű szépség
vinosilmäinen lohikäärme; a slant-eyed dragon; ferde szemű sárkány
kierosilmäinen poika; a cross-eyed boy; kancsal fiú
teräväsilmäinen haukka; a sharp-eyed eagle; éles szemű sólyom
surusilmäinen tyttö; a sad-eyed girl; szomorú szemű lány
kirkassilmäinen oppilas; a clear-eyed pupil; tiszta tekintetű diák
tähtisilmäinen tyttö; a star-eyed girl; csillagszemű lány
tihrusilmäinen sika; a bleary-eyed pig; apró szemű disznó
yksisilmäinen jättiläinen; a one-eyed giant; egyszemű óriás
ruskeaihoinen sankaritar; a brown-skinned heroine; barna bőrű hősnő
vaaleaihoinen malli; a fair-skinned model; világos bőrű modell
kalpeaihoinen potilas; a pale-skinned patient; sápadt bőrű beteg
punakkaihoinen tarjoilija; a red-skinned waiter; pirospozsgás pincér
tummaihoinen tuomari; a black(-skinned) judge; sötét bőrű bíró
valkoihoinen perhe; a Caucasian family; fehér bőrű család
herkkäihoinen nainen; a woman with sensitive skin; érzékeny bőrű nő
Parler-niminen palvelu; a service called Parler; egy Parler nevű szolgáltatás
Wistle-niminen yritys; a company called Whistle; egy Whistle nevű vállalat
deksametasoni-niminen steroidi; a steroid called dexamethasone; egy dexametazon nevű szteroid
Jimothy Tilks -niminen tubettaja; a youtuber called Jimothy Tilks; egy Jimothy Tilks nevű videós
korkeapalkkainen virkamies; a high-paid official; magas fizetésű hivatalnok
korkeapalkkainen työ; a high-paying job; jól fizető munka
suuripalkkainen näyttelijä; a well-paid actor; nagy jövedelmű színész
suuripalkkainen tehtävä; a high-paying assignment; nagy fizetésű feladat
hyväpalkkainen ammattilainen; a well-paid professional; jól kereső szakember
matalapalkkainen työpaikka; a low-paying job; alacsony bérű munkahely
pienipalkkainen työntekijä; a low-paid employee; kevés fizetésű dolgozó
huonopalkkainen ammatti; a poorly-paying profession; rosszul fizetett foglalkozás
alipalkkainen opettaja; an underpaid teacher; alulfizetett tanár
punatautinen vanki; a prisoner affected by rubella; kanyaróban szenvedő rab
kuppatautinen henkilö; a person with syphilis; szifiliszes személy
sydäntautinen potilas; a heart disease patient; szívbeteg páciens
luulotautinen henkilö; a hypochondriacal person; hipochonder személy
kuumetautinen lapsi; a febrile child, affected by a fever; lázas gyermek
raivotautinen koira; a rabid dog, affected by rabies; veszett kutya
sokeritautinen mummo; a diabetic grandma; cukorbeteg nagymama
hermotautinen tyttö; a girl affected by a neurological disease; idegbeteg lány
vaakaraitainen muki; a horizontally striped cup; vízszintes csíkos bögre
vinoraitainen pipo; a diagonally striped winter hat; átlós csíkos sapka
pystyraitainen puku; a vertically striped suit; függőleges csíkos öltöny
kapearaitainen matto; a narrow-striped carpet; kesken csíkos szőnyeg
leveäraitainen pusero; a wide-striped blouse; széles csíkos blúz
poikkiraitainen huppari; a cross-striped hoodie; keresztcsíkos pulóver
punaraitainen paita; a red striped shirt; piros csíkos ing
kukkakuvioinen sohva; a floral pattern couch; virágmintás kanapé
kukonaskelkuvioinen hame; a dogtooth check patterned skirt; tyúklábmintás szoknya
kirjavakuvioinen matto; a multi-patterned carpet; tarkabarka mintás szőnyeg
maastokuvioinen takki; a camouflage patterned coat; terepmintás kabát
kullanvärinen silmä; a gold-colored eye; aranyszínű szem
hopeanvärinen sormus; a silver-colored ring; ezüstszínű gyűrű
pronssinvärinen patsas; a bronze-colored statue; bronzszínű szobor
ruosteenvärinen katto; a rust-colored, rusty-brown roof; rozsdabarna tető
ihonvärinen paita; a flesh-colored, nude shirt; testszínű póló
luonnonvärinen tukka; a natural, not dyed hairstyle; természetes színű haj
kirkkaanvärinen / kirkasvärinen matto; a brightly-colored carpet; ragyogó színű szőnyeg
persikanvärinen seinä; a peach-colored, peachy-colored wall; barackszínű fal
tiilenvärinen mekko; a brick-colored dress; téglaszínű ruha
kauniinvärinen pusero; a beautifully colored blouse; szép színű blúz
rumanvärinen takki; an ugly-colored coat; csúnyaszínű kabát
yksivärinen paita; a monochrome, solid-colored shirt; egyszínű póló
kaksivärinen hattu; a two-color hat, bicolored; kétszínű kalap
kolmivärinen nauha; a tricolor, trichromatic ribbon; háromszínű szalag
erivärinen T-paita; a T-shirt of a different color; más színű póló
samanvärinen T-paita; a T-shirt of the same color; azonos színű póló
monivärinen kuvio; a multicolored design; sokszínű minta
khakin värinen takki; a khaki colored coat; khaki színű kabát
iloisen värinen huivi; a cheerfully colored scarf; vidám színű sál
hillityn värinen paita; a shirt of subdued color; visszafogott színű ing
pirteän värinen asu; a brightly colored outfit; élénk színű öltözék
tasaisen värinen iho; an evenly colored skin; egyenletes színű bőr
terrakotan värinen ruukku; a terracotta colored pot; terrakotta színű cserép
villakankainen takki; a woolen coat; gyapjúszövet kabát
farmarikankainen takki; a denim coat; farmer anyagú kabát
joustokankainen maski; an elastic fabric mask; rugalmas anyagú maszk
tuulikankainen ulkoilutakki; a wind canvas outdoor jacket; szélálló vászon kabát
öljykankainen suojus; an oil cloth cover; olajvászon takaró
vahakankainen pöytäliina; a wax cloth tablecloth; viaszos vászon terítő
mokkanahkainen hame; a suede skirt; velúr szoknya
krokotiilinahkainen vyö; a crocodile skin belt; krokodilbőr öv
tekonahkainen sohva; an imitation leather couch; műbőr kanapé
muovipäällysteinen patja; a plastic-coated mattress; műanyag bevonatú matrac
metallipäällysteinen sähköjohto; a metal-coated power line; fémbevonatú vezeték
asfalttipäällysteinen tie; an asphalt surfaced road; aszfaltburkolatú út
kangaspäällysteinen tuoli; a fabric covered chair; szövettel bevont szék
tiukkakantinen purkki; a tight-lidded jar; szorosan záródó fedelű üveg
kovakantinen kirja; a hardbound, hardcover book; keménykötésű könyv
pehmeäkantinen romaani; a paperbacked, soft-cover novel; puhakötésű regény
lasikantinen laatikko; a glass-lidded box; üvegfedelű doboz
kangaskantinen muistikirja; a fabric-covered notebook; vászonkötésű jegyzetfüzet
sydämenmuotoinen rasia; a heart-shaped box; szív alakú doboz
munanmuotoinen koriste; an egg-shaped decoration; tojás alakú dísz
epämuotoinen nivel; a misshapen joint; torz ízület
kaunismuotoinen maljakko; a shapely vase; szép formájú váza
pienimuotoinen juhla; a small-scale party; kis léptékű ünnep
proosamuotoinen teksti; a text in prose format; prózai szöveg
runomuotoinen näytelmä; a play in poem format; verses dráma
vapaamuotoinen haastattelu; a free-form interview; kötetlen interjú
kolmion muotoinen uima-allas; a triangular swimming pool; háromszög alakú medence
kurpitsan muotoinen lyhty; a lantern shaped like a pumpkin; tök alakú lámpás
puolikuun muotoinen lahti; a crescent-shaped bay; félhold alakú öböl
tähden muotoinen ikkuna; a star-shaped window; csillag alakú ablak
ovaalin muotoinen kenttä; an oval-shaped field; ovális pálya
kummallisen muotoinen vihannes; a strangely shaped vegetable; furcsa alakú zöldség
nopealiikkeinen hämähäkki; a fast-moving spider; gyors mozgású pók
hidasliikkeinen jättiläinen; a slow-moving giant; lomha óriás
notkealiikkeinen eläin; an agile animal; hajlékony állat
ketteräliikkeinen koira; an agile dog; fürge kutya
sulavaliikkeinen kissa; a graceful cat; kecses macska
siroliikkeinen tanssija; a graceful dancer; finom mozgású táncos
vilkasliikkeinen lapsi; a lively child; élénk gyermek
raskasliikkeinen mies; a sluggish man; nehézkes férfi
keveäliikkeinen tanssija; a light-moving dancer; könnyed mozgású táncos
kankealiikkeinen vanhus; a stiff-moving elderly person; merev mozgású idős ember
jäykkäliikkeinen vanha koira; an old rigid dog; merev mozgású öreg kutya
kömpelöliikkeinen vasta-alkaja; a clumsy beginner; ügyetlen kezdő
suorasanainen ystävä; an outspoken friend; szókimondó barát
ankarasanainen arvostelu; a harsh-worded review; kemény hangú kritika
runsassanainen romaani; a verbose novel; bőbeszédű regény
voimakassanainen nuhtelu; a strong-worded reprimand; erős hangú dorgálás
selväsanainen viesti; a clear message; világos üzenet
teräväsanainen lauselma; a sharp statement; éles hangú kijelentés
lyhytsanainen lausunto; a concise statement; rövid nyilatkozat
harvapuheinen mies; a terse man; szűkszavú férfi
harvasanainen nainen; a terse woman; szűkszavú nő
niukkasanainen vastaus; a scant answer; szűkös válasz
hidaspuheinen ihminen; a slow-speaking person; lassan beszélő ember
karkeapuheinen mies; a rough-spoken man; durva beszédű férfi
kaunopuheinen saarnamies; an eloquent preacher; ékes szavú prédikátor
rohkeapuheinen uudistaja; a bold-spoken reformer; bátor hangú újító
vähäpuheinen nainen; a quiet woman; hallgatag nő
ahdaskatseinen fundamentalisti; a narrow-minded fundamentalist; szűklátókörű fundamentalista
avarakatseinen valtiomies; a broad-minded statesman; széles látókörű államférfi
avokatseinen sotilas; an alert soldier; éber katona
kirkaskatseinen lapsi; a bright-eyed child; tiszta tekintetű gyerek
kylmäkatseinen henkilö; a cold-eyed person; hideg tekintetű személy
tarkkakatseinen huomioija; an eagle-eyed observer; éles szemű megfigyelő
teräväkatseinen asiantuntija; a sharp-eyed expert; éles tekintetű szakértő
vakavailmeinen puhuja; a serious-faced speaker; komoly arcú szónok
tiukkailmeinen vartija; a strict-faced guard; szigorú tekintetű őr
kireäilmeinen fanaatikko; a tense-faced fanatic; feszült arcú fanatikus
hyvännäköinen nainen; a good-looking woman (also hyvän näköinen); csinos nő
huononnäköinen nainen; a bad-looking woman; rosszul kinéző nő
hauskannäköinen tyttö; a nice-looking, comely girl (also hauskan näköinen); kedvesen kinéző lány
pahannäköinen haava; an unsightly, bad-looking, nasty looking wound; csúnyán kinéző seb
ilkeännäköinen ruhje; a nasty looking contusion; gonoszul kinéző zúzódás
hurjannäköinen ilmestys; a wild-looking apparition; vadul kinéző jelenés
oudonnäköinen mies; a strange looking man (also oudon näköinen); furcsán kinéző férfi
rumannäköinen auto; an ugly-looking car (also ruman näköinen); rondán kinéző autó
tutunnäköinen nainen; a familiar looking woman (also tutun näköinen); ismerősen kinéző nő
vakavannäköinen kolari; a car crash that looks like it's serious (also vakavan näköinen); komolynak látszó baleset
heikkonäköinen henkilö; a visually impaired, near-blind person; gyengén látó személy
huononäköinen nainen; a visually impaired, near-blind woman; rosszul látó nő
hyvänäköinen mies; a man with good eyesight; jól látó férfi
likinäköinen henkilö; a myopic, nearsighted, short-sighted person; rövidlátó személy
ahdasnäköinen työläinen; a narrow-minded worker; szűklátókörű munkás
kaukonäköinen / kaukokatseinen poliitikko; a foresighted, far-sighted, innovative politician; előrelátó politikus
lyhytnäköinen poliitikko; a short-sighted, lacking foresight politician; rövidlátó (korlátozott) politikus
tarkkanäköinen lääkäri; a perceptive, observant doctor; éleslátó orvos
todennäköinen syy; a probable, likely cause ("looking true / real"); valószínű ok
vastaremontoidun näköinen huoneisto; an apartment that looks newly renovated; frissen felújítottnak kinéző lakás
tylsän näköinen äijä; a boring looking guy; unalmasan kinéző pasi
tutun näköinen henkilö; a familiar looking person; ismerősnek tűnő személy
nuoren näköinen nainen; a young-looking woman; fiatalnak kinéző nő
vaarallisen näköinen syöksy; a dangerous looking plunge; veszélyesnek látszó zuhanás
tyylikkään näköinen auto; a stylish looking car; elegáns kinézetű autó
houkuttelevan näköinen ympäristö; an attractive looking, alluring environment; vonzó környezet
hyvän tuntuinen kenkä; a shoe that feels good (also hyväntuntuinen); jó érzésű cipő
toden tuntuinen uni; a dream that feels true (also todentuntuinen); valószerű álom
mukavan tuntuinen pusero; a sweater that feels comfortable; kényelmesnek érzett pulóver
miellyttävän tuntuinen kasvomaski; a pleasant-feeling face mask; kellemes tapintású arcmaszk
terveen tuntuinen iho; skin that feels healthy; egészségesnek érződő bőr
jämäkän tuntuinen pikkuauto; a small car that feels sturdy, robust; masszívnak ható kisautó
elottoman tuntuinen eläin; an animal that seems to be lifeless; élettelennek tűnő állat
rennon oloinen näyttelijä; an actor who comes across as relaxed; laza benyomást keltő színész
kiireisen oloinen ministeri; a minister who comes across as busy, in a hurry; sietősnek látszó miniszter
tyytyväisen oloinen mies; a man who comes across as contented; elégedettnek látszó férfi
huolettoman oloinen hiustyyli; a hairstyle that seems casual, carefree; gondtalannak ható frizura
mukavan oloinen sohva; a couch that seems comfortable; kényelmesnek tűnő kanapé
samantapainen suunnitelma; a similar plan; hasonló terv
tämäntapainen vastaus; this type of a reply; ilyenféle válasz
tuontapainen toiminta; that type of activity; olyanféle tevékenység
sentapainen päätös; that type of a decision; afféle döntés
samankaltainen tavoite; a similar objective; hasonló célkitűzés
tämänkaltainen määräys; this kind of order; ilyenszerű rendelet
tuonkaltainen pelkuruus; that kind of cowardice; olyanszerű gyávaság
senkaltainen palvelu; such a service; efféle szolgáltatás
ruven tapainen pläntti ihossa; a scab-like spot on the skin; varaszerű folt a bőrön
pöydän tapainen taso; a table-like level; asztalszerű szint
ebolan tapainen sairaus; an ebola-like illness; ebolaszerű betegség
kolmiodraaman tapainen tilanne; a situation similar to a love triangle; szerelmi háromszögszerű helyzet
sirpalepommin tapainen räjähde; an explosive similar to a fragmentation bomb; repeszbombaszerű robbanószer
Koronavilkun tapainen sovellus; an app similar to Koronavilkku; Koronavilkkuhoz hasonló alkalmazás
viime kesän kaltainen tilanne; a situation similar to last summer; tavalyi nyárhoz hasonló helyzet
suunnitellun kaltainen malli; a model similar to the one planned; a tervezetthez hasonló modell
ukkosen kaltainen jylinä; a thunder-like rumble; mennydörgéshez hasonló moraj
viime kevään kaltainen piikki; a spike similar to last spring; tavaly tavaszihoz hasonló csúcs
Netflixin kaltainen suoratoistopalvelu; a Netflix-like streaming service; Netflixhez hasonló streamingszolgáltatás
Isisin kaltainen islamistiryhmä; an Islamist group like Isis; Iszlám Államhoz hasonló iszlamista csoport
samanveroinen arvostus; an equal appreciation (also saman veroinen); egyenlő értékelés
yhdenveroinen kilpailija; an equal competitor; egyenrangú versenytárs
tasaveroinen kohtelu; an equal treatment; egyenlő bánásmód
Bärlundin veroinen nyrkkeilijä; a boxer on par with Bärlund; Bärlunddal egyenrangú bokszoló
Obaman veroinen presidentti; a president on par with Obama; Obamához hasonló elnök
nimensä veroinen tuote; a product worthy of its name; nevéhez méltó termék
maineensa veroinen ravintola; a restaurant worthy of its reputation; hírnevéhez méltó étterem
miestyyppinen kaljuuntuminen; male pattern baldness; férfitípusú kopaszodás
naistyyppinen kaljuuntuminen; female pattern baldness; női típusú kopaszodás
samantyyppinen visio; the same type of vision (also saman tyyppinen); azonos típusú vízió
vastaavantyyppinen toimi; a similar type of action (also vastaavan tyyppinen); hasonló jellegű cselekedet
tietyntyyppinen ihminen; a certain type of person; egy bizonyos típusú ember
tämäntyyppinen tilanne; this type of situation (also tämän tyyppinen); ilyenféle helyzet
erityyppinen liiketoiminta; a different type of business; más típusú üzlet
wokkipannun tyyppinen pannu; a wok type pan; wokhoz hasonló serpenyő
haistakaa paska -tyyppinen ilmaisu; a "fuck you" type of expression; "basszus" jellegű kifejezés (durva)
Last Man Standing -tyyppinen ratkaisu; a "last man standing" type of solution; "utolsó túlélő" jellegű megoldás
Cessna U206C -tyyppinen lentokone; a Cessna U206C type of aircraft; Cessna U206C típusú repülőgép
aavistuksenomainen tunne; a subtle, elusive feeling; sejtésszerű érzés
haaveenomainen tunnelma; a dreamlike atmosphere; álomszerű hangulat
kansanomainen tyyli; a folksy style; népies stílus
kodinomainen sairaala; a homely, home-style hospital; otthonos jellegű kórház
lapsenomainen innostus; a childlike enthusiasm; gyermeki lelkesedés
luonteenomainen ulkonäkö; a characteristic, distinctive appearance; jellegzetes megjelenés
nimenomainen kutsu; an express, explicit invitation; kifejezett meghívó
pakonomainen tarve; a compulsive need; kényszeres szükséglet
rauhanomainen ratkaisu; a peaceable, peaceful solution; békés megoldás
rutiininomainen tutkimus; a routine, perfunctory examination; rutinszerű vizsgálat
sadunomainen tunnelma; a fairytale-like atmosphere; meseszerű hangulat
taianomainen vetovoima; a magical attraction; varázslatos vonzerő
tarunomainen henkilö; a legendary, fabled person; legendás személy
tavanomainen kesto; a normal, conventional duration; szokásos időtartam
tutunomainen maisema; a familiar landscape; ismerős táj
refleksin omainen tapa; a reflex-like habit; reflexszerű szokás
Harry Potterin omainen taikamaailma; a magical world similar to Harry Potter; Harry Potterhez hasonló varázsvilág
sairaalan omainen tunnelma; a hospital-like atmosphere; kórházi jellegű hangulat
supistuksen omainen kipu; a contraction-like pain, resembling a contraction; összehúzódásszerű fájdalom
pakkomielteen omainen suhde; an obsessive-like relationship, resembling an obsession; kényszeres jellegű kapcsolat
cocktailin omainen laadukas juoma; a cocktail-like quality drink; koktél jellegű minőségi ital
myyntihenkinen puhelinmyyjä; a sales-oriented telemarketer; értékesítésorientált telemarketinges
puhdashenkinen seikkailukertomus; a pure-minded adventure story; tiszta lelkű kalandtörténet
kilpailuhenkinen henkilö; a competitive person; versengő személy
lämminhenkinen puhe; a warm-hearted speech; melegszívű beszéd
samanhenkinen seura; like-minded company; hasonló gondolkodású társaság
palveluhenkinen henkilökunta; service-minded staff; szolgálatkész személyzet
laumahenkinen ihminen; a herd-minded person; csordaszellemű ember
kapinahenkinen nuorukainen; a rebellious youngster; lázadó fiatal
yksihenkinen kotitalous; a one-person household; egyfős háztartás
kaksihenkinen perhe; a two-person family; kétfős család
kolmihenkinen tiimi; a three-person team; háromfős csapat
nelihenkinen perhe; a four-person family; négyfős család
kuusihenkinen miehistö; a crew of six people; hatfős legénység
arkaluonteinen tilanne; a delicate, sensitive situation; kényes helyzet
heikkoluonteinen ihminen; a weak-minded person; gyenge jellemű ember
ilkeäluonteinen lapsi; a child of a malicious nature; rosszindulatú gyermek
lempeäluonteinen eläin; an animal of a gentle nature, mild-mannered; szelíd természetű állat
jyrkkäluonteinen esimies; a supervisor of a strict nature; szigorú természetű felettes
vaikealuonteinen äiti; a mother who's difficult in nature; nehéz természetű anya
vakavaluonteinen tappouhkaus; a death threat of a serious nature; komoly természetű halálos fenyegetés
kausiluontoinen työttömyys; seasonal unemployment, specific for a certain period; szezonális munkanélküliség
sesonkiluonteinen matkailu; seasonal travel, specific for a certain season; szezonális turizmus
kertaluonteinen ilmiö; a one-off phenomenon, occurring only once, one-time; egyszeri jelenség
lujatahtoinen henkilö; a strong-willed, driven, determined person; erős akaratú személy
heikkotahtoinen hallitsija; a spineless, wishy-washy weak-willed ruler; gyenge akaratú uralkodó
vahvatahtoinen nainen; a strong-willed, opinionated woman; erős akaratú nő
voimakastahtoinen mies; a strong-willed, forceful man; erőteljes akaratú férfi
rautatahtoinen pääministeri; an iron-willed prime minister; vasakaratú miniszterelnök
hyväntahtoinen ihminen; a good-natured, well-intentioned, well-meaning person; jóindulatú ember
pahantahtoinen voima; a malicious, malevolent, ill-natured power; rosszindulatú erő
rauhantahtoinen politiikka; inclined to peace, peaceable politics; békére törekvő politika
voitontahtoinen joukkue; a team that's focused on winning; győzelemre törekvő csapat
vastentahtoinen myönnytys; a reluctant, involuntary, unwilling admission; vonakodó engedmény
vähä-älyinen idiootti; a low-witted, simple-minded idiot; buta idióta
terävä-älyinen tutkija; a sharp, keen, intelligent researcher; éles eszű kutató
nopeaälyinen nuorimies; a quick-witted young man; gyors felfogású fiatalember
normaaliälyinen lapsi; a child of normal intelligence; normális intelligenciájú gyermek
hidasälyinen hylkiö; a slow-witted, obtuse outcast; lassú felfogású kitaszított
ajokykyinen nuorukainen; a youngster able to drive; vezetésre képes fiatal
elinkykyinen sikiö; a viable fetus, able to live; életképes magzat
huomiokykyinen lapsi; an observant, perceptive child; figyelmes gyermek
imukykyinen materiaali; an absorbent material; felszívó anyag
kilpailukykyinen hinta; a competitive price, able to compete; versenyképes ár
lentokykyinen lintu; a bird capable of flying, airworthy; repülésre képes madár
liikuntakykyinen potilas; a mobile, ambulatory patient; mozgásképes beteg
lisääntymiskykyinen rotu; a fertile breed, able to reproduce; szaporodásra képes fajta
oppimiskykyinen lintu; a bird able to learn, capable of learning; tanulásra képes madár
puhekykyinen papukaija; a parrot able to speak, speech-endowed; beszélni tudó papagáj
toimintakykyinen hallitus; a functioning, operational government; működőképes kormány
työkykyinen työnhakija; a job seeker able to work, fit for work; munkaképes álláskereső
tuotantokykyinen tehdas; a factory with productive capacity; termelésre képes üzem
vajaakykyinen lapsi; a disabled child; fogyatékos gyermek
ammattitaitoinen työntekijä; a skilled, competent employee; hozzáértő munkavállaló
kielitaitoinen työnhakija; a job seeker with language skills; nyelvtudással rendelkező álláskereső
lukutaitoinen maahanmuuttaja; a literate immigrant, able to read; írástudó bevándorló
uimataitoinen lapsi; a child that's able to swim; úszni tudó gyermek
monitaitoinen mies; a versatile man, skilled in many things; sokoldalú férfi
naimakelpoinen nainen; a marriageable woman, suitable for marriage; házasságra alkalmas nő
elinkelpoinen investointi; a viable investment, able to thrive; életképes befektetés
ajokelpoinen tie / auto; driveable road, roadworthy car; járható út / közlekedésre alkalmas autó
luottokelpoinen hakija; a creditworthy applicant; hitelképes jelentkező
todistuskelpoinen asiakirja; a verifiable document, suitable as evidence; bizonyítható okirat
julkaisukelpoinen käsikirjoitus; a publishable manuscript, suitable for publication; kiadható kézirat
käyttökelpoinen menetelmä; a workable method, suitable to be used; használható módszer
mallikelpoinen työntekijä; an exemplary employee; példamutató munkavállaló
merikelpoinen vene; a seaworthy boat; hajózható hajó
syömäkelpoinen sieni; an edible, eatable mushroom; ehető gomba
vertailukelpoinen liikevoitto; a comparable operating profit; összehasonlítható üzemi nyereség
viljelykelpoinen maa; cultivatable, cultivable soil; művelhető föld
vähennyskelpoinen alv; deductible VAT; levonható ÁFA
ala-arvoinen laatu;an inferior, substandard quality;alsóbbrendű minőség
alempiarvoinen laji;an inferior, subordinate species;alacsonyabb rendű faj
ylempiarvoinen upseeri;a higher-rank officer;magasabb rangú tiszt
ensiarvoinen kysymys;a primary, paramount question;elsődleges kérdés
kallisarvoinen lahja;a precious, valuable present;értékes ajándék
korkea-arvoinen virkamies;a high-ranking official;magas rangú hivatalnok
suuriarvoinen työ;a job of great value;nagy értékű munka
tasa-arvoinen yhteiskunta;an egalitarian, equal society;egyenlő társadalom
