Finnish;English;Hungarian
Minulla on maisterin tutkinto kotimaastani.;I have a master's degree from my country.;Van mesterfokozatom az országomból
Tutkintoni vastaa suomalaista maisteritutkintoa.;My degree corresponds to a Finnish master's degree.;A diplomám megfelel egy finn mesterfokozatnak
Haluan hyödyntää opintojani töissä.;I want to make use of my studies at work.;Szeretném hasznosítani a tanulmányaimat a munkában
Tutkintoani ei ole rinnastettu.;My degree is not equated.;A diplomámat nem hasonlították össze (nem egyenértékű)
Tutkintoani ei voitu rinnastaa.;My degree couldn't be equated.;A diplomámat nem lehetett elismertetni
En valmistunut yliopistosta.;I didn't graduate from university.;Nem végeztem el az egyetemet
Opintoni jäivät kesken, koska...;My studies were interrupted because...;A tanulmányaim félbeszakadtak, mert...
Jätin opintoni kesken, kun...;I dropped my studies when...;Abbahagytam a tanulmányaimat, amikor...
Opintoni jäivät kesken, kun muutin tänne.;My studies were interrupted when I moved here.;A tanulmányaim félbeszakadtak, amikor ideköltöztem
Jätin opintoni kesken, koska muutin Suomeen.;I dropped my studies because I moved to Finland.;Abbahagytam a tanulmányaimat, mert Finnországba költöztem
Olen opiskellut maahanmuuttajakoulutuksessa.;I've studied in immigrant education.;Migránsképzésen tanultam
Olen opiskellut kotoutumiskoulutuksessa.;I've studied in integration training.;Integrációs képzésen tanultam
Olen opiskellut suomen kieltä Tredussa.;I've studied Finnish in Tredu.;Finnet nyelvet tanultam a Treduban
Olen opiskellut suomen kieltä yliopistossa.;I've studied Finnish in university.;Finnet nyelvet tanultam az egyetemen
Opiskelen suomea yksityisopettajan kanssa.;I'm studying Finnish with a private tutor.;Privát tanárral tanulok finn nyelvet
Opiskelen yhä iltakurssilla suomen kieltä.;I'm still studying Finnish in an evening course.;Még mindig esti tanfolyamon tanulok finn nyelvet
Haluan opiskella lisää suomea työn ohessa.;I want to study more Finnish while working.;Szeretnék többet tanulni finn nyelvet munka mellett
Haluan oppia lisää suomea työn ohessa.;I want to learn more Finnish while working.;Szeretnék többet megtanulni finn nyelvet munka mellett
Haluan saada työkokemusta.;I want to get work experience.;Szeretnék munkatapasztalatot szerezni
En ole vielä ollut töissä Suomessa, koska...;I haven't worked in Finland yet because...;Még nem dolgoztam Finnországban, mert...
Olen keskittynyt suomen kielen opiskeluun.;I've focused on studying Finnish.;A finn nyelv tanulására koncentráltam
Olen opiskellut suomea intensiivisesti.;I've been studying Finnish intensively.;Intenzíven tanultam finn nyelvet
En ole vielä ollut töissä Suomessa.;I haven't worked in Finland yet.;Még nem dolgoztam Finnországban
Suomessa olen ollut työharjoittelussa.;In Finland, I've done an internship.;Finnországban gyakornokként dolgoztam
Olen ollut kaksi kertaa työharjoittelussa.;I've done two periods of job training.;Kétszer voltam szakmai gyakorlaton
Olen myös kotimaassani ollut töissä hitsaajana.;I've been working as a welder in my country, too.;Az országomban is hegesztőként dolgoztam
Hitsaajan työ on minulle tuttu.;The work of a welder is familiar to me.;A hegesztői munka ismerős számomra
Olen pitkään ollut töissä myyjänä.;I've been working as a salesperson for long.;Hosszú ideig dolgoztam eladóként
Minulla on laajaa työkokemusta yli 10 vuoden ajalta.;I have extensive work experience of over 10 years.;Több mint 10 éves széleskörű munkatapasztalatom van
Minulla on aiempaa työkokemusta asiakaspalvelusta.;I have previous work experience in customer service.;Korábbi tapasztalatom van ügyfélszolgálatban
Minulla on työkokemusta toimistotyöskentelystä.;I have work experience working in an office.;Van tapasztalatom irodai munkában
Olen ollut töissä muun muassa tarjoilijana.;I've been working as a waitress, among other things.;Dolgoztam többek között pincérként
Olen ollut töissä Suomessa postinjakajana.;I've worked as a postman in Finland.;Finnországban postásként dolgoztam
Olen aiemmin ollut töissä päiväkodissa.;I've previously been working in a day care center.;Korábban óvodában dolgoztam
Olen tehnyt kotimaassani monenlaisia töitä.;I've done a wide range of jobs in my home country.;Az országomban sokféle munkát végeztem
Olen tehnyt vastaavaa työtä työharjoittelupaikassani.;I've done similar work in my job training place.;Hasonló munkát végeztem a gyakornoki helyemen
Olen tehnyt vastaavaa työtä kotimaassani.;I've done similar work in my home country.;Hasonló munkát végeztem az országomban
Olen oppinut aiemmassa työpaikassani paljon.;I've learned a lot in my previous job.;Sokat tanultam a korábbi munkahelyemen
Uskon, että työkokemuksestani olisi hyötyä täällä.;I think my work experience would be useful here.;Úgy gondolom, hogy a munkatapasztalatom hasznos lenne itt
Voin hyödyntää työkokemustani tässä työssä.;I can utilize my work experience in this job.;Használni tudom a munkatapasztalatomat ebben a munkában
Olen toiminut vapaaehtoisena SPR:llä.;I've worked as a volunteer for Finnish Red Cross.;Önkéntesként dolgoztam a Finn Vöröskeresztnél
Opiskelin suomea kotoutumiskoulutuksessa.;I studied Finnish in an integration course.;Finn nyelvet tanultam integrációs képzésen
Yritän myös kotona puhua suomea.;I try to speak Finnish also at home.;Otthon is próbálok finnül beszélni
Puhun kotona vain suomea.;I only speak Finnish at home.;Otthon csak finnül beszélek
Kotona puhumme pääasiassa englantia.;We mainly speak English at home.;Otthon főként angolul beszélünk
Puhun kotona sekä kiinaa että suomea.;I speak both Chinese and Finnish at home.;Otthon kínaiul és finnül beszélek
Puhun kotona äidinkieltäni lasten kanssa.;I speak my native language at home with the kids.;Otthon az anyanyelvemen beszélek a gyerekekkel
Puhun kotona suomea aviomieheni kanssa.;I speak Finnish at home with my husband.;Otthon finnül beszélek a férjemmel
Puhun kotona suomea puolisoni kanssa.;I speak Finnish at home with my partner.;Otthon finnül beszélek a partneremmel
Puhun suomea suomalaisten kavereiden kanssa.;I speak Finnish with my Finnish friends.;Finnül beszélek a finn barátaimmal
Uskon, että kielitaitoni riittää tähän työhön.;I believe my language proficiency suffices for this job.;Úgy hiszem, a nyelvtudásom elegendő ehhez a munkához
Osaan kommunikoida asiakkaiden kanssa.;I'm able to communicate with the customers.;Tudok kommunikálni az ügyfelekkel
Olen valmis oppimaan lisää ammattisanastoa.;I'm ready to learn more professional vocabulary.;Készen állok, hogy többet tanuljak a szakmai szókincsből
Haluan oppia lisää tämän alan sanastoa.;I want to learn more vocabulary of this field.;Szeretnék többet tanulni az adott szakterület szókincséből
Kielitaidostani on varmasti hyötyä tässä työssä.;My language skills will certainly be useful in this job.;A nyelvtudásom biztosan hasznos lesz ebben a munkában
Uskon, että äidinkielestäni voi olla hyötyä työssä.;I believe my mother tongue can be useful at work.;Úgy hiszem, hogy az anyanyelvem hasznos lehet a munkában
Pystyn kommunikoimaan myös englanniksi.;I can also communicate in English.;Tudok angolul is kommunikálni
Osaan suomeksi ilmaista selvästi, mitä tarvitsen.;I can express clearly what I need in Finnish.;Tudom világosan kifejezni finnül, mire van szükségem
Olen kiinnostunut asiakaspalvelutyöstä.;I'm interested in customer service work.;Érdekel az ügyfélszolgálati munka
Olen kiinnostunut yrityksenne toiminnasta.;I'm interested in the workings of your company.;Érdekel a cégük működése
Olen kiinnostunut tästä työpaikasta, koska...;I'm interested in this job because...;Érdekel ez az állás, mert...
Olen kiinnostunut tästä työstä, koska...;I'm interested in this work because...;Érdekel ez a munka, mert...
Olen kiinnostunut tulemaan tänne töihin.;I'm interesting in coming to work here.;Érdekel, hogy ide jöjjek dolgozni
Olen haaveillut tällaisesta työpaikasta jo pitkään.;I've been dreaming of this type of job for a long time.;Hosszú ideje álmodtam ilyen állásról
Olen haaveillut tällaisesta työstä jo pitkään.;I've been dreaming of this type of work for a long time.;Hosszú ideje álmodtam ilyen munkáról
Olen erittäin kiinnostunut tästä työstä.;I'm very interested in this work.;Nagyon érdekel ez a munka
Kun näin työpaikkailmoituksen, tiesin heti, että...;When I saw the job ad, I immediately knew that...;Amikor megláttam az álláshirdetést, rögtön tudtam, hogy...
Olen odottanut tällaista mahdollisuutta jo pitkään.;I've waited for this type of opportunity for a long time.;Hosszú ideje vártam egy ilyen lehetőségre
Olen ahkera, luotettava ja ystävällinen.;I'm hard-working, reliable and friendly.;Szorgalmas, megbízható és barátságos vagyok
Olen aina täsmällinen.;I am always punctual.;Mindig pontos vagyok
Ystäväni kehuvat kärsivällisyyttäni.;My friends praise my patience.;A barátaim dicsérik a türelmemet
Ystäväni kehuvat sinnikyyttäni.;My friends praise my perseverance.;A barátaim dicsérik a kitartásomat
Kärsivällisyyttäni on kehuttu.;My patience has been praised.;A türelmemet dicsérték
Oma-aloitteisuuttani on kehuttu.;My initiative has been praised.;Az önállóságomat dicsérték
Ystävieni mielestä pitkäjänteisyyteni on ihailtavaa.;My friends find my perseverance admirable.;A barátaim szerint a kitartásom csodálatra méltó
Ystävieni mielestä olen hyvin tunnollinen.;My friends say that I am a very conscientious.;A barátaim szerint nagyon lelkiismeretes vagyok
Minulle sanotaan usein, että olen hyvin tarkka.;I'm often being told that I'm very precise.;Gyakran mondják nekem, hogy nagyon precíz vagyok
Olen saanut hyvää palautetta asiakkailta.;I have received good feedback from customers.;Jó visszajelzést kaptam az ügyfelektől
Olen saanut hyvää palautetta työkavereiltani.;I have received good feedback from colleagues.;Jó visszajelzést kaptam a munkatársaktól
Olen työni suhteen hyvin kunnianhimoinen.;I'm very ambitious in terms of my work.;Nagyon ambiciózus vagyok a munkámban
Osaan tilanteen vaatiessa olla varovainen.;I can be careful when the situation demands.;Tudok óvatos lenni, amikor a helyzet megkívánja
Olen pienestä asti ollut utelias oppimaan uutta.;I've been curious to learn new things since I was small.;Kicsi korom óta kíváncsi vagyok új dolgok megtanulására
Olen erittäin motivoitunut.;I'm very motivated.;Nagyon motivált vagyok
Osaan analysoida tilanteita loogisesti.;I can analyze situations logically.;Tudok logikusan elemezni helyzeteket
Minulla on positiivinen suhtautumistapa.;I have a positive attitude.;Pozitív hozzáállásom van
Olen saanut kehuja huolellisesta tavastani toimia.;I have received compliments about the thorough way I work.;Dicséretet kaptam a gondos munkastílusom miatt
Suhtaudun positiivisesti erilaisiin työtehtäviin.;I have a positive attitude towards different tasks.;Pozitívan állok különböző munkafeladatokhoz
Minulle on hyvin tärkeää oppia uutta.;I find it very important to learn new things.;Nagyon fontos számomra új dolgokat tanulni
Opin helposti uusia asioita.;I easily learn new things.;Könnyen tanulok új dolgokat
Rakastan haasteita.;I love challenges.;Szeretem a kihívásokat
Minun on helppoa keskustella ihmisten kanssa.;I find it easy to talk to people.;Könnyen tudok beszélni az emberekkel
Osaan tehdä työtä ryhmässä.;I can work in a group.;Tudok csoportban dolgozni
Teen mielelläni yhteistyötä muiden kanssa.;I like to collaborate with others.;Szeretek együttműködni másokkal
Osaan toimia yhteistyössä erilaisten ihmisten kanssa.;I can cooperate with different kinds of people.;Tudok különféle emberekkel együttműködni
Tulen yleensä hyvin toimeen erilaisten ihmisten kanssa.;I usually get along well with different kinds of people.;Általában jól kijövök különböző emberekkel
Osaan toimia osana työyhteisöä.;I can work as part of a work community.;Tudok dolgozni a munkahelyi közösség részeként
Osaan kuunnella ja keskustella kannustavasti.;I'm able to listen and communicate in an encouraging way.;Tudok figyelmesen hallgatni és bátorító módon kommunikálni
Kuuntelen ja arvostan toisten mielipiteitä.;I listen and appreciate the opinions of others.;Figyelem és értékelem mások véleményét
Osaan rakentaa hyvää ilmapiiriä ryhmässä.;I can build a good atmosphere in a group.;Tudok jó hangulatot teremteni a csoportban
Osaan toimia rakentavasti vuorovaikutustilanteissa.;I can act constructively in social situations.;Konstruktívan tudok fellépni interakciós helyzetekben
Osaan kohdata asiakkaita ammatillisesti.;I can communicate with clients professionally.;Professzionálisan tudok ügyfelekkel kommunikálni
Osaan ottaa vastaan myös negatiivista palautetta.;I'm able to also accept negative feedback.;Tudok fogadni negatív visszajelzést is
Pystyn ottamaan palautetta vastaan asiallisesti.;I'm able to accept feedback in a professional manner.;Képes vagyok szakmailag fogadni a visszajelzést
Osaan vastata suomeksi asiakkaiden kysymyksiin.;I can answer customers' questions in Finnish.;Tudok finnül válaszolni az ügyfelek kérdéseire
Osaan toimia johtotehtävissä.;I can work in management positions.;Tudok vezetői pozícióban dolgozni
Osaan kantaa päävastuuta.;I can bear the main responsibility.;Képes vagyok fő felelősséget vállalni
Tunnen alan keskeisen terminologian.;I am familiar with key terminology in the field.;Ismerem a szakterület alapvető terminológiáját
Tunnen alan käsitteistön suomeksi.;I know the terminology of the field in Finnish.;Ismerem a szakterület fogalmainak finn megfelelőit
Hallitsen tämän ammatin työmenetelmät.;I know the working methods of this profession.;Tudom az adott szakma munkamódszereit
Hallitsen työhön liittyvät menetelmät.;I know the methods related to the job.;Ismerem a munkához kapcsolódó módszereket
Tunnen alan käytännöt ja toimintatavat.;I'm familiar with practices and policies of the field.;Ismerem a szakterület gyakorlatát és eljárásait
Tunnen työhön liittyvät eettiset ohjeet.;I know the ethical guidelines related to the job.;Ismerem a munkával kapcsolatos etikai irányelveket
Tiedän, miten työvälineistä huolehditaan oikein.;I know how to properly take care of the tools.;Tudom, hogyan kell megfelelően gondoskodni az eszközökről
Osaan käyttää ammattiin liittyviä työkaluja, kuten...;I can use the tools of the profession, such as...;Tudom használni a szakmához kapcsolódó eszközöket, például...
Tiedän työturvallisuusmääräykset.;I know the occupational safety regulations.;Ismerem a munkavédelmi előírásokat
Osaan käyttää tietokonetta hyvin.;I can use a computer well.;Jól tudok számítógépet használni
Osaan hyödyntää tietotekniikkaa.;I can make good use of information technology.;Tudom hasznosítani az informatikai eszközöket
Osaan hakea tietoa netistä.;I can search for information on the Internet.;Tudok információt keresni az interneten
Osaan käyttää yleisimpiä tietokoneohjelmia.;I can use the most common computer programs.;Tudom használni a leggyakoribb számítógépes programokat
Osaan käyttää Wordia ja sosiaalista mediaa.;I can use Word and social media.;Tudok Word-öt és közösségi médiát használni
Osaan lähettää ja vastata sähköpostiviesteihin.;I can send and reply to emails.;Tudok e-maileket küldeni és megválaszolni
Osaan käyttää Office-ohjelmia.;I can use Office programs.;Tudok Office programokat használni
Osaan käyttää Wordia, Exceliä ja PowerPointia.;I can use Word, Excel and PowerPoint.;Tudok Word-öt, Excelt és PowerPointot használni
Minulla on ajokortti.;I have a driver's license.;Van jogosítványom
Olen suorittanut ensiapukurssin.;I have completed a first aid course.;Elvégeztem az elsősegély tanfolyamot
Minulla on hygieniapassi.;I have the hygiene passport.;Van higiéniai igazolványom
Minulla on anniskelupassi.;I have the alcohol passport.;Van alkoholszolgáltatási engedélyem
Minulla on työturvallisuuskortti.;I have the occupational safety card.;Van munkavédelmi kártyám
Minulla on tulityökortti.;I have the hotwork pass.;Van tűzveszélyes munkára jogosító kártyám
Tunnen Suomen perinteitä, tapoja ja arvoja.;I know Finnish traditions, customs and values.;Ismerem a finn hagyományokat, szokásokat és értékeket
Pystyn seuraamaan ohjeita.;I can follow instructions.;Tudok követni utasításokat
Ymmärrän ohjeita ja osaan toimia sen mukaisesti.;I understand instructions and can act accordingly.;Értem az utasításokat és ennek megfelelően tudok cselekedni
Noudatan annettuja työohjeita täsmällisesti.;I follow the work instructions given carefully.;Pontosan követem az adott munkautasításokat
Pystyn joustamaan, jos suunnitelmat muuttuvat.;I can be flexible if plans change.;Rugalmas tudok lenni, ha a tervek változnak
Ymmärrän, että muutoksiin pitää reagoida nopeasti.;I understand that changes need to be reacted to quickly.;Értem, hogy a változásokra gyorsan kell reagálni
Osaan toimia työpaikan muuttuvissa olosuhteissa.;I can act in the changing conditions of the workplace.;Tudok dolgozni a munkahely változó körülményei között
Osaan sopeutua vaihteleviin työtehtäviin.;I'm able to adapt to changing work tasks.;Tudok alkalmazkodni a változó munkafeladatokhoz
Osaan arvioida toimintaa ja ratkaisuja kriittisesti.;I can critically evaluate operations and solutions.;Képes vagyok kritikusan értékelni a műveleteket és a megoldásokat
Osaan ratkaista työhön liittyvät ongelmat itsenäisesti.;I'm able to solve work-related problems independently.;Tudok önállóan megoldani a munkával kapcsolatos problémákat
Osaan pyytää apua, jos asiat eivät suju.;I'm able to ask for help if things aren't working out.;Tudok segítséget kérni, ha a dolgok nem mennek jól
Osaan pyytää tarkennuksia, kun en ymmärrä.;I can ask for clarifications when I don't understand.;Tudok pontosítást kérni, ha nem értek valamit
Osaan suunnitella työni annettujen ohjeiden mukaan.;I can plan my work according to the instructions given.;Tudom a munkámat a megadott utasítások szerint megtervezni
Osaan organisoida ja suunnitella toimintaani.;I'm able to organize and plan my activities.;Tudok szervezni és megtervezni a tevékenységeimet
Voin tehdä ylityötä tarvittaessa.;I can work overtime when needed.;Tudok túlórázni, ha szükséges
Uskon olevani sopiva henkilö tähän työpaikkaan.;I believe I am a suitable person for this job.;Úgy hiszem, alkalmas személy vagyok erre az állásra
Uskon, että olen oikea henkilö tähän tehtävään.;I believe I am the right person for this job.;Úgy hiszem, én vagyok a megfelelő személy erre a feladatra
Uskon, että olisin hyvä valinta tähän työhön.;I think I would be a good choice for this job.;Úgy gondolom, jó választás lennék erre a munkára
Minulla on oikea asenne tähän työhön.;I have the right attitude for this work.;Megvan a megfelelő hozzáállásom ehhez a munkához
Työkokemuksestani on hyötyä tässä työssä.;My work experience is useful in this work.;A munkatapasztalatom hasznos ebben a munkában
Minulla on runsaasti motivaatiota tähän.;I have plenty of motivation for this.;Rengeteg motivációm van ehhez
Laajasta osaamisestani on varmasti hyötyä.;My extensive knowledge will certainly be useful.;A széleskörű tudásom biztosan hasznos lesz
Olen erittäin kiinnostunut oppimaan uutta.;I am very interested in learning new things.;Nagyon érdekel új dolgok tanulása
Sovellun tälle alalle, koska....;I'm suitable for this field because...;Alkalmas vagyok erre a területre, mert...
Haluan ehdottomasti ruveta tekemään jotakin hyödyllistä.;I definitely want to start doing something useful.;Mindenképp szeretnék hasznos dolgokkal foglalkozni
Uskon, että taustani ja kokemukseni ovat valtti työssä.;I believe my background and experience are an asset at work.;Úgy hiszem, hogy a hátterem és tapasztalatom előnyt jelent a munkában
Ette tule pettymään, jos valitsette minut.;You will not be disappointed if you choose me.;Nem fog csalódni, ha engem választ
Lupaan, että ette tule pettymään!;I promise you won't be disappointed!;Megígérem, hogy nem fog csalódni!
Olen valmis tekemään kovasti työtä.;I am ready to work hard.;Készen állok keményen dolgozni
