Finnish;English;Hungarian
Euroopan hiukkasfysiikan tutkimuskeskus;European Organization for Nuclear Research;Európai Nukleáris Kutatási Szervezet
LHC (suuri hadronitörmäytin);LHC (Large Hadron Collider);LHC (Nagy Hadronütköztető)
ATLAS-ilmaisin;ATLAS detector;ATLAS-detektor
CMS-ilmaisin;CMS detector;CMS-detektor
ALICE-ilmaisin;ALICE detector;ALICE-detektor
LHCb-ilmaisin;LHCb detector;LHCb-detektor
ISOLDE;ISOLDE (Isotope Separator On Line Device);ISOLDE (izotópszétválasztó)
SPS (superprotoni-synkrotroni);SPS (Super Proton Synchrotron);SPS (szuperprotonszinkrotron)
PS (protoni-synkrotroni);PS (Proton Synchrotron);PS (protonszinkrotron)
tieteen infrastruktuuri;scientific infrastructure;tudományos infrastruktúra
hiukkasfysiikan kokeet;particle physics experiments;részecskefizikai kísérletek
supranjohtava magneetti;superconducting magnet;szupravezető mágnes
kryogeeninen järjestelmä;cryogenic system;kriogén rendszer
nestemäinen helium;liquid helium;folyékony hélium
nestemäinen typpi;liquid nitrogen;folyékony nitrogén
tyhjiöjärjestelmä;vacuum system;vákuumrendszer
pumppuasema;pumping station;szivattyúállomás
sädeoptiikka;beam optics;nyaláboptika
fokusoiva magneetti;focusing magnet;fókuszáló mágnes
kierros;revolution;keringés
säteen halkaisija;beam emittance;nyalábemittancia
sädekuvio;beam profile;nyalábprofil
sädehäviö;beam loss;nyalábveszteség
verkkokammiot;wire chambers;drótkamrák
ilmaisinhila;detector array;detektorrács
monikanava-analysoija;multichannel analyzer;multicsatornás analizátor
aikasynkronointi;time synchronization;időszinkronizálás
ajastinresoluutio;timing resolution;időfelbontás
pseudorapidius;pseudorapidity;pseudorapiditás
osumapaikka;hit position;ütközési pont
raita;track;pálya
raitanrekonstruktio;track reconstruction;pályarekonstrukció
signaali-kohinasuhde;signal-to-noise ratio;jelszaj arány
purkaus;readout;kiolvasás
suursimulaatio;large-scale simulation;nagyszabású szimuláció
Monte Carlo -simulaatio;Monte Carlo simulation;Monte Carlo-szimuláció
tietojen keruu;data acquisition;adatgyűjtés
DAQ-järjestelmä;DAQ system;DAQ-rendszer
klusterilaskenta;cluster computing;klaszterszámítás
hajautettu laskenta;distributed computing;elosztott számítás
suurtietokone;supercomputer;szuperszámítógép
tallennuskapasiteetti;storage capacity;tárolókapacitás
analyysiohjelmisto;analysis software;elemző szoftver
ROOT (CERNin ohjelmisto);ROOT (CERN software);ROOT (CERN szoftver)
hiukkaskimppu;particle jet;részecskenyaláb
suihku;jet;sugárnyaláb
rapidius;rapidity;rapiditás
feynmanin diagrammi;Feynman diagram;Feynman-diagram
hajonta;scattering;szórás
kimmoton törmäys;inelastic collision;rugalmatlan ütközés
kimmoisa törmäys;elastic collision;rugalmas ütközés
kenttäteoria;field theory;mezőelmélet
kvanttikromodynamiikka;quantum chromodynamics (QCD);kvantumkrodinamika
kvanttisähködynamiikka;quantum electrodynamics (QED);kvantumelektrodinamika
symmetriarikko;symmetry breaking;szimmetriasértés
yhtenäisteoria;unified theory;egyesített elmélet
hiukkaskiihdytinverkosto;accelerator complex;gyorsítókomplexum
neutriinokoe;neutrino experiment;neutrínókísérlet
Antimaterian tehdas (AD);Antimatter Factory (AD);Antianyag Gyár (AD)
NA-kokeet (kiihdytinlinja);NA experiments (North Area);NA kísérletek (északi terület)
CERNin pilvilaskenta;CERN cloud computing;CERN felhőszámítás
GRID-tietojärjestelmä;GRID computing;GRID-számítástechnika
hiukkasfysiikan konferenssi;particle physics conference;részecskefizikai konferencia
tekninen infrastruktuuri;technical infrastructure;technikai infrastruktúra
säteilysuoja;radiation shielding;sugárvédő
säteilyturvallisuus;radiation safety;sugárbiztonság
oskilloskooppi;oscilloscope;oszcilloszkóp
spektrianalysaattori;spectrum analyzer;spektrumanalizátor
hiukkassuihkuputki;beamline;nyalábvonal
laitteiston kalibrointi;equipment calibration;berendezés kalibrálás
mittausasema;measurement station;mérőállomás
anturijärjestelmä;sensor system;szenzorrendszer
korkeajännite;high voltage;nagyfeszültség
jännite-erotin;voltage divider;feszültségosztó
signaalivahvistin;signal amplifier;jelerősítő
valomonistin;light sensor;fényérzékelő
jäähdytysjärjestelmä;cooling system;hűtőrendszer
