Finnish;English;Hungarian
ap. (aamupäivällä);in the morning (AM);délelőtt
ip. (iltapäivällä);in the afternoon (PM);délután
ilt. (iltaisin);in the evenings;este (esténként)
eaa. (ennen ajanlaskun alkua);BC "before start of calendar";időszámítás előtt
eKr. (ennen Kristuksen syntymää);BC "before the birth of Christ";Krisztus előtt
jaa. (jälkeen ajanlaskun alun);AD "after start of calendar";időszámítás után
jKr. (jälkeen Kristuksen syntymän);AD "after the birth of Christ";Krisztus után
klo (kello);o'clock;óra
h (tunti);hour;óra (időtartam)
pvm (päivämäärä);date;dátum
pnä (päivänä);in that day;azon a napon
kk (kuukausi, kuukautta);month, months;hónap
vk (viikko(a));week(s);hét
v. (vuosi / vuonna / vuosina);year / in the year(s);év / évben
vrk (vuorokausi);24 hours;nap (24 óra)
amk (ammattikorkeakoulu);university of applied sciences;alkalmazott tudományok egyeteme
Polamk (Poliisiammattikorkeakoulu);Police University of Applied Sciences;rendőrtiszti főiskola
kand. (kandidaatti);Bachelor (university degree);alapfokozat
maist. (maisteri);Master (university degree);mesterfokozat
lis. (lisensiaatti);Licenciate (university degree);licenciátus
toht., tri (tohtori);Doctorate (university degree);doktori fokozat
opett. (opettaja);teacher;tanár
leht. (lehtori);lector;oktató
prof. (professori);professor;professzor
opisk. (opiskelija);student;egyetemi hallgató
opp. (oppilas);pupil;diák
yo. (ylioppilas);highschool graduate;érettségizett
lv. (lukuvuosi);academic year;tanev (tanév)
kl. (kevätlukukausi);spring semester;tavaszi félév
sl. (syyslukukausi);autumn semester;őszi félév
op (opintopiste);credit (ECTS);kredit
nti (neiti);miss;kisasszony
rva (rouva);mrs.;asszony
pj. (puheenjohtaja);spokesman;elnök
kansaned. (kansanedustaja);Congress member;országgyűlési képviselő
kapt. (kapteeni);captain;kapitány
kers. (kersantti);sergeant (army);őrmester
kenr. (kenraali);general (army);tábornok
opo (opinto-ohjaaja);study supervisor;pályaválasztási tanácsadó
joht. (johtaja);director, chief;igazgató
assist., ass. (assistentti);assistant;asszisztens
siht. (sihteeri);secretary;titkár
kirjeenv. (kirjeenvaihtaja);newspaper correspondent;tudósító
hlö (henkilö);person;személy
s. (syntynyt);date of birth;született
k. (kuollut);deceased;meghalt
YK (Yhdistyneet kansakunnat);United Nations;ENSZ (Egyesült Nemzetek Szervezete)
SPR (Suomen Punainen Risti);Finnish Red Cross;Finn Vöröskereszt
Evira (Elintarviketurvallisuusvirasto);Food Safety Authority;Élelmiszerbiztonsági Hivatal
TE-keskus (Työ- ja elinkeinokeskus);Employment and Economic Development Center;Munka- és gazdaságfejlesztési központ
Kela (Kansaneläkelaitos);Social Insurance Institution of Finland;Finn társadalombiztosítási intézet
HS (Helsingin Sanomat);Helsingin Sanomat newspaper;Helsingin Sanomat újság
tmi. (toiminimi);trade name (type of company);egyéni vállalkozás
oy (osakeyhtiö);corporation (type of company);részvénytársaság
ry (rekisteröity yhdistys);registered union (type of company);egyesület
ay. (ammattiyhdistys);trade union;szakszervezet
HO (hovioikeus);Court of Appeal;fellebbviteli bíróság
KKO (korkein oikeus);Supreme Court;Legfelsőbb Bíróság
KHO (korkein hallinto-oikeus);Supreme Administrative Court;Legfelsőbb Közigazgatási Bíróság
OPH (Opetushallitus);Board of Education;Oktatási Hivatal
em. (edellä mainittu);mentioned above;említett
esim. (esimerkiksi);for example (e.g.);például
jms. (ja muuta sellaista);and other similar things, etc.;és hasonlók
jne. (ja niin edelleen);and so on, etc.;stb.
ko. (kyseessä oleva x);the x in question, concerning x;az adott x
ks. (katso x);see x, look at x;lásd x
ks. esim. (katso esimerkiksi);see for example;lásd például
mm. (muun muassa);among other things;többek között
nim. (nimittäin);namely;ugyanis
ns. / nk. (niin sanottu / kutsuttu);so-called;úgynevezett
t. (tai);or;vagy
tms. (tai muuta sellaista);or something like that;vagy hasonló
ts. (toisin sanoen);in other words, aka;más szóval
vars. (varsinkin / varsinainen);especially / actual;főleg / tényleges
vrt. (vertaa);compare to;vö. (vesd össze)
ym. (ynnä muuta);and so on;és más
yms. (ynnä muuta sellaista);and the like, etc.;és ehhez hasonló
