Finnish;English;Hungarian
vähämerkityksinen;non-significant, minor (implication);jelentéktelen
vähäoireinen;asymptomatic (patient);tünetmentes
vähävarainen;poor, lacking money (family);szegény
yli-inhimillinen;superhuman (strength);emberfeletti
ylösalainen;upside down (position);fejjel lefelé
haudanhiljainen;silent as the grave (church);síri csendű
hiirenhiljainen;quiet as a mouse (lapsi);egércsendű
tuulensuojainen;windproof (place);szélvédett
haudantakainen;posthumous, after the grave (life);síron túli
rajantakainen;behind the border, cross-border (neighbor);határon túli
merentakainen;overseas (event);tengeren túli
mielenvikainen;insane, mad (person);elmebeteg
lainvoimainen;lawful, non-appealable, final (decision);jogerős
syyntakeinen;guilty, criminally responsible (criminal);bűnös, felelősségre vonható
ajantasainen;up-to-date (statistics);aktuális, naprakész
sodanjälkeinen;postwar (rebuilding);háború utáni
kuolemanjälkeinen, kuolemantakainen;post-mortem, posthumous (life);halál utáni
käytännönläheinen;practical, down-to-earth (approach);gyakorlatias
voitonriemuinen;triumphant, rejoicing (sportsman);győzedelmes
suonensisäinen;intravascular, intravenous (needle);vénás
solunsisäinen;intracellular (receptor);sejten belüli
kuunpaisteinen;moonlit (landscape);holdfényes
vahingoniloinen;fleeful, gloating (person);kárörvendő
pahantuulinen, huonotuulinen;bad-tempered, grumpy, sullen (youngster);rosszkedvű
hyväntuulinen;good-humored, in a good mood (woman);jókedvű
tähtienvälinen;interstellar (travel);csillagközi
kostonhimoinen;vindictive, vengeful (criminal);bosszúálló
murhanhimoinen;murderous, homicidal (maniac);gyilkos vágyú
vallanhimoinen;power-hungry, greedy for power (politician);hataloméhes
verenhimoinen;bloodthirsty, eager to shed blood (fighter);vérszomjas
silkinpehmoinen;silky soft (skin);selymes
tiedonjanoinen;inquisitive, eager to acquire knowledge (child);tudásvágyó
hyväntahtoinen;well-meaning, well-intentioned (mother);jóindulatú
velvollisuudentuntoinen;dutiful, duteous, does one's duty (employee);kötelességtudó
vastuuntuntoinen;responsible, takes responsibility (worker);felelősségteljes
minkähintainen;what price;mennyibe kerülő
samanhintainen;similarly priced;azonos árú
sopivan hintainen;suitably priced;megfelelő árú
euron hintainen;priced at one euro;egy eurós árú
yhdeksän euron hintainen;priced at nine euros;kilenc eurós árú
samanarvoinen;equal, worth the same;egyenértékű
luottamuksen arvoinen;trustworthy;bizalomra méltó
tuhannen euron arvoinen;worth one thousand euros;ezer eurót érő
kullanarvoinen;worth its weight in gold;aranyat érő
isokokoinen;big, large sized;nagyméretű
erikokoinen;of a different size;különböző méretű
sopivan kokoinen;of a suitable size;megfelelő méretű
kerrostalon kokoinen;the size of an apartment building;bérház nagyságú
Helsingin kokoinen;the size of Helsinki;Helsinki méretű
samankorkuinen;of the same height;egyforma magas
sopivan korkuinen;the right height;megfelelő magasságú
talon korkuinen;as tall as a house;házmagas
viiden metrin korkuinen;of a height of five meters;öt méter magas
vääränpituinen;of the wrong length;rossz hosszúságú
tulitikun pituinen;the length of a matchstick;gyufaszál hosszú
sadan vuoden pituinen;a hundred years long;száz éves időtartamú
pahanhajuinen;malodorous, smelly;büdös
voimakkaan hajuinen;strong smelling;erős szagú
pihkan hajuinen;smelling of pitch;gyantaszagú
hyvänmakuinen;good-flavored, good tasting;jóízű
katkeran makuinen;bitter tasting;keserű ízű
jalapenon makuinen;jalapeno-flavored;jalapeño ízesítésű
paperinmakuinen;tasting like paper;papírízű
hauskannäköinen;nice-looking, comely;csinos kinézetű
omituinen näköinen;weird-looking;furcsán kinéző
isänsä näköinen;looking like his father;apjára hasonlító
hyväntuntuinen;pleasant, feels good;kellemes érzésű
tervejärkisen tuntuinen;feels sensible;józan hatású
todentuntuinen;life-like, feels real;élethű
pienenoloinen;seeming to be small;kicsinek tűnő
kireän oloinen;seeming to be tense;feszültnek látszó
väsyneen oloinen;tired-looking;fáradtnak tűnő
ammattitaitoisen oloinen;professional-looking;szakértőnek tűnő
pienen lapsen oloinen;similar to a small child;kisgyermekre emlékeztető
ylimittainen;oversized;túlméretes
kymmenen sentin mittainen;ten centimeters long;tíz centi hosszú
koko päivän mittainen;the length of a whole day;egész napos
pienimuotoinen;small-scale;kis léptékű
L-muotoinen;shaped like an L;L-alakú
neliön muotoinen;square-shaped;négyzet alakú
sydämenmuotoinen;heart-shaped;szív alakú
lyhytaikainen;short-term, brief, fleeting;rövid idejű
koko elämän aikainen;life-long;egész életre szóló
sodanaikainen;wartime (e.g. rations);háború idején való
lapsuudenaikainen;childhood (e.g. friend);gyermekkori
teknisen sopimuksen mukainen;according to the technical contract;műszaki szerződés szerinti
tavanmukainen;according to our customs, normal;szokásos
tarpeenmukainen;according to need, as necessary;szükség szerinti
tietyntyyppinen;of a certain type;bizonyos típusú
vastaavan tyyppinen;of a similar type;hasonló típusú
betonin tyyppinen;of a concrete type;beton jellegű
hopeanvärinen;silver-colored;ezüstszínű
kauniin värinen;beautifully colored;szépen színezett
kastanjan värinen;chestnut colored;gesztenyebarna
keväisen koivikon värinen;the color of a spring birch;tavaszi nyírerő színű
ihonvärinen;skin-colored;testszínű
