Finnish;English;Hungarian
yhteiskuntaoppi;social studies;társadalomismeret
äidinkieli;mothertongue;anyanyelv
harjoitella;to practice;gyakorolni
huijata;to cheat;csalni
ilmoittautua kurssille;to sign up for a course;beiratkozni egy kurzusra
kerrata;to rehearse;átismételni
kirjoittaa;to write;írni
kouluttaa;to educate;képezni
kuunnella;to listen;hallgatni
kääntää;to translate;fordítani
luennoida;to lecture;előadást tartani
luntata;to copy someone's answers;puskázni
muistaa;to remember;emlékezni
opettaa;to teach;tanítani
opiskella;to study;tanulni
oppia;to learn;megtanulni
osallistua pääsykokeeseen;to take an entrance exam;felvételin részt venni
päntätä kokeeseen;to cram for an exam;magolni a vizsgára
saada huonoja arvosanoja;to get bad grades;rossz jegyeket kapni
saada hyviä arvosanoja;to get good grades;jó jegyeket szerezni
selittää;to explain;magyarázni
suorittaa tutkinto;to finish a degree;diplomát szerezni
tarkistaa;to check;ellenőrizni
tehdä läksyt, kotitehtävät;to do the homework;házi feladatot csinálni
toistaa;to repeat;ismételni
tutkia;to examine;megvizsgálni
täydentää aukot;to fill in the gaps;hézagokat kitölteni
unohtaa;to forget;elfelejteni
valmistua (+ translative);to graduate as a...;valamiként lediplomázni
valmistua (+ mistä);to graduate from...;valahonnan végezni
essee;essay;esszé
fuksi;first year student (spoken);gólya
jatkotutkinto;graduate degree;posztgraduális diploma
kandi;bachelor thesis;szakdolgozat
kandidaatin tutkinto;bachelor's degree;alapdiploma
kirjatentti;book-based exam;könyvből tett vizsga
lisensiaatti;licentiate degree;licenciátusi fokozat
luento;lecture;előadás
luentosali;lecture hall;előadóterem
lääketieteellinen laitos;medical faculty;orvosi kar
maisterin tutkinto;master's degree;mesterfokozat
opintolaina;student loan;diákhitel
opiskelija-asunto;student apartment;diák lakás
opiskelija-asuntola;student housing;kollégium
opiskelijakortti;student card;diákigazolvány
pakollinen kurssi;obligatory course;kötelező tantárgy
pro gradu;master's thesis;diplomamunka
pääaine;major;főszak
pääsykoe;entrance exam;felvételi vizsga
seminaari;seminar;szeminárium
sivuaine;minor;mellékszak
tentti;exam;vizsga
tenttikirja;exam book;vizsgakönyv
tiedekunta;faculty;kar
tutkielma;term paper;házi dolgozat
tutkinto;degree;oklevél
tuutori;tutor;mentor
yliopistotutkinto;university degree;egyetemi diploma
vaihto-opiskelija;exchange student;cserehallgató
vaihtovuosi;exchange year;csereév
valinnainen kurssi;optional course;választható tantárgy
väitellä;to defend your thesis;megvédeni a dolgozatot
väitöskirja;dissertation;doktori értekezés
akateeminen;academic;akadémiai
arvosana;grade, mark;jegy (osztályzat)
harjoitus;exercise;gyakorlat
hyväksytty / hylätty;pass / fail;elfogadva / elutasítva
jälki-istunto;detention;büntetőóra
kevätlukukausi;spring term;tavaszi félév
koe, testi, tentti;test, exam;dolgozat, vizsga
koulukiusaaminen;school bullying;iskolai zaklatás
kouluruoka;school lunch;menza (iskolai ebéd)
leirikoulu;school camp;iskolatábor
lukukausi;semester;félév
lukuvuosi;academic year;tanév
luokka;classroom;osztályterem
läksyt, kotitehtävä;homework;házi feladat
oppivelvollisuus;compulsory education;tankötelezettség
syyslukukausi;autumn term;őszi félév
tukiopetus;tutoring;korrepetálás
varhaiskasvatus;early childhood education;korai nevelés
välitunti;recess;szünet
ekalla luokalla;in the first year of primary school;első osztályban
tokalla luokalla;in the second year of primary school;második osztályban
