Finnish;English;Hungarian
(Olen kotoisin) Moldovasta.;I am from Moldova.;Moldovából származom.
Mongolia;Mongolia;Mongólia
(Olen kotoisin) Mongoliasta.;I am from Mongolia.;Mongóliából származom.
Montenegro;Montenegro;Montenegró
(Olen kotoisin) Montenegrosta.;I am from Montenegro.;Montenegróból származom.
Marokko;Morocco;Marokkó
(Olen kotoisin) Marokosta.;I am from Morocco.;Marokkóból származom.
Mozambik;Mozambique;Mozambik
(Olen kotoisin) Mozambikista.;I am from Mozambique.;Mozambikból származom.
Myanmar;Myanmar;Mianmar
(Olen kotoisin) Myanmarista.;I am from Myanmar.;Mianmarból származom.
Namibia;Namibia;Namíbia
(Olen kotoisin) Namibiasta.;I am from Namibia.;Namíbiából származom.
Nepal;Nepal;Nepál
(Olen kotoisin) Nepalista.;I am from Nepal.;Nepálból származom.
Alankomaat, Hollanti;Netherlands;Hollandia
(Olen kotoisin) Alankomaista, Hollannista.;I am from the Netherlands.;Hollandiából származom.
Uusi-Seelanti;New Zealand;Új-Zéland
(Olen kotoisin) Uudesta-Seelannista.;I am from New Zealand.;Új-Zélandról származom.
Nicaragua;Nicaragua;Nicaragua
(Olen kotoisin) Nicaraguasta.;I am from Nicaragua.;Nicaraguából származom.
Niger;Niger;Niger
(Olen kotoisin) Nigeristä.;I am from Niger.;Nigerből származom.
Nigeria;Nigeria;Nigéria
(Olen kotoisin) Nigeriasta.;I am from Nigeria.;Nigériából származom.
Pohjois-Korea;North Korea;Észak-Korea
(Olen kotoisin) Pohjois-Koreasta.;I am from North Korea.;Észak-Koreából származom.
Pohjois-Makedonia;North Macedonia;Észak-Macedónia
(Olen kotoisin) Pohjois-Makedoniasta.;I am from North Macedonia.;Észak-Macedóniából származom.
Norja;Norway;Norvégia
(Olen kotoisin) Norjasta.;I am from Norway.;Norvégiából származom.
Oman;Oman;Omán
(Olen kotoisin) Omanista.;I am from Oman.;Ománból származom.
Pakistan;Pakistan;Pakisztán
(Olen kotoisin) Pakistanista.;I am from Pakistan.;Pakisztánból származom.
Palestiina;Palestine;Palesztina
(Olen kotoisin) Palestiinasta.;I am from Palestine.;Palesztinából származom.
Panama;Panama;Panama
(Olen kotoisin) Panamasta.;I am from Panama.;Panamából származom.
Papua-Uusi-Guinea;Papua New Guinea;Pápua Új-Guinea
(Olen kotoisin) Papua-Uudesta-Guineasta.;I am from Papua New Guinea.;Pápua Új-Guineából származom.
Paraguay;Paraguay;Paraguay
(Olen kotoisin) Paraguaysta.;I am from Paraguay.;Paraguayból származom.
Peru;Peru;Peru
(Olen kotoisin) Perusta.;I am from Peru.;Peruból származom.
Filippiinit;Philippines;Fülöp-szigetek
(Olen kotoisin) Filippiineiltä.;I am from the Philippines.;Fülöp-szigetekről származom.
Puola;Poland;Lengyelország
(Olen kotoisin) Puolasta.;I am from Poland.;Lengyelországból származom.
Portugali;Portugal;Portugália
(Olen kotoisin) Portugalista.;I am from Portugal.;Portugáliából származom.
Puerto Rico;Puerto Rico;Puerto Rico
(Olen kotoisin) Puerto Ricosta.;I am from Puerto Rico.;Puerto Ricóból származom.
Qatar;Qatar;Katar
(Olen kotoisin) Qatarista.;I am from Qatar.;Katarból származom.
Kongon tasavalta;Republic of Congo;Kongói Köztársaság
(Olen kotoisin) Kongon tasavallasta.;I am from the Republic of Congo.;Kongói Köztársaságból származom.
Romania;Romania;Románia
(Olen kotoisin) Romaniasta.;I am from Romania.;Romániából származom.
Venäjä;Russia;Oroszország
(Olen kotoisin) Venäjältä.;I am from Russia.;Oroszországból származom.
Ruanda;Rwanda;Ruanda
(Olen kotoisin) Ruandasta.;I am from Rwanda.;Ruandából származom.
Saint Lucia;Saint Lucia;Szent Lucia
(Olen kotoisin) Saint Lucialta / Luciasta.;I am from Saint Lucia.;Szent Luciáról származom.
Saint Vincent ja Grenadiinit;Saint Vincent and the Grenadines;Szent Vincent és a Grenadine-szigetek
(Olen kotoisin) Saint Vincent ja Grenadiineilta.;I am from Saint Vincent and the Grenadines.;Szent Vincentről és a Grenadine-szigetekről származom.
Samoa;Samoa;Szemoa
(Olen kotoisin) Samoasta.;I am from Samoa.;Szemoáról származom.
Saudi-Arabia;Saudi Arabia;Szaúd-Arábia
(Olen kotoisin) Saudi-Arabiasta.;I am from Saudi Arabia.;Szaúd-Arábiából származom.
Senegal;Senegal;Szenegál
(Olen kotoisin) Senegalista.;I am from Senegal.;Szenegálból származom.
Serbia;Serbia;Szerbia
(Olen kotoisin) Serbiasta.;I am from Serbia.;Szerbiából származom.
Sierra Leone;Sierra Leone;Sierra Leone
(Olen kotoisin) Sierra Leonesta.;I am from Sierra Leone.;Sierra Leonéból származom.
Singapore;Singapore;Szingapúr
(Olen kotoisin) Singaporesta.;I am from Singapore.;Szingapúrból származom.
Slovakia;Slovakia;Szlovákia
(Olen kotoisin) Slovakiasta.;I am from Slovakia.;Szlovákiából származom.
Slovenia;Slovenia;Szlovénia
(Olen kotoisin) Sloveniasta.;I am from Slovenia.;Szlovéniából származom.
Somalia;Somalia;Szomália
(Olen kotoisin) Somaliasta.;I am from Somalia.;Szomáliából származom.
Etelä-Afrikka;South Africa;Dél-Afrika
(Olen kotoisin) Etelä-Afrikasta.;I am from South Africa.;Dél-Afrikából származom.
Etelä-Korea;South Korea;Dél-Korea
(Olen kotoisin) Etelä-Koreasta.;I am from South Korea.;Dél-Koreából származom.
Etelä-Sudan;South Sudan;Dél-Szudán
(Olen kotoisin) Etelä-Sudanista.;I am from South Sudan.;Dél-Szudánból származom.
Espanja;Spain;Spanyolország
(Olen kotoisin) Espanjasta.;I am from Spain.;Spanyolországból származom.
Sri Lanka;Sri Lanka;Srí Lanka
(Olen kotoisin) Sri Lankasta.;I am from Sri Lanka.;Srí Lankáról származom.
Sudan;Sudan;Szudán
(Olen kotoisin) Sudanista.;I am from Sudan.;Szudánból származom.
Suriname;Suriname;Suriname
(Olen kotoisin) Surinamesta.;I am from Suriname.;Suriname-ból származom.
Ruotsi;Sweden;Svédország
(Olen kotoisin) Ruotsista.;I am from Sweden.;Svédországból származom.
Sveitsi;Switzerland;Svájc
(Olen kotoisin) Sveitsistä.;I am from Switzerland.;Svájcból származom.
Syyria;Syria;Szíria
(Olen kotoisin) Syyriasta.;I am from Syria.;Szíriából származom.
Taiwan;Taiwan;Tajvan
(Olen kotoisin) Taiwanista.;I am from Taiwan.;Tajvanból származom.
(Olen kotoisin) Tadžikistanista.;I am from Tajikistan.;Tádzsikisztánból származom.
Tansania;Tanzania;Tanzánia
(Olen kotoisin) Tansaniasta.;I am from Tanzania.;Tanzániából származom.
Thaimaa;Thailand;Thaiföld
(Olen kotoisin) Thaimaasta.;I am from Thailand.;Thaiföldről származom.
Togo;Togo;Togo
(Olen kotoisin) Togosta.;I am from Togo.;Togóból származom.
Tonga;Tonga;Tonga
(Olen kotoisin) Tongasta.;I am from Tonga.;Tongából származom.
Trinidad ja Tobago;Trinidad and Tobago;Trinidad és Tobago
(Olen kotoisin) Trinidad ja Tobagosta.;I am from Trinidad and Tobago.;Trinidadból és Tobagóból származom.
Tunisia;Tunisia;Tunézia
(Olen kotoisin) Tunisiasta.;I am from Tunisia.;Tunéziából származom.
Turkki;Turkey;Törökország
(Olen kotoisin) Turkista.;I am from Turkey.;Törökországból származom.
Turkmenistan;Turkmenistan;Türkmenisztán
(Olen kotoisin) Turkmenistanista.;I am from Turkmenistan.;Türkmenisztánból származom.
Uganda;Uganda;Uganda
(Olen kotoisin) Ugandasta.;I am from Uganda.;Ugandából származom.
Ukraina;Ukraine;Ukrajna
(Olen kotoisin) Ukrainasta.;I am from Ukraine.;Ukrajnából származom.
Yhdistynyt kuningaskunta;United Kingdom;Egyesült Királyság
(Olen kotoisin) Yhdistyneestä kuningaskunnasta.;I am from the United Kingdom.;Egyesült Királyságból származom.
Iso-Britannia;Great Britain;Nagy-Britannia
(Olen kotoisin) Isosta-Britanniasta.;I am from Great Britain.;Nagy-Britanniából származom.
Yhdysvallat;United States;Egyesült Államok
(Olen kotoisin) Yhdysvalloista.;I am from the United States.;Egyesült Államokból származom.
USA;USA;USA
(Olen kotoisin) USA:sta.;I am from the USA.;USA-ból származom.
Uruguay;Uruguay;Uruguay
(Olen kotoisin) Uruguaysta.;I am from Uruguay.;Uruguayból származom.
Uzbekistan;Uzbekistan;Üzbegisztán
(Olen kotoisin) Uzbekistanista.;I am from Uzbekistan.;Üzbegisztánból származom.
Vanuatu;Vanuatu;Vanuatu
(Olen kotoisin) Vanuatusta.;I am from Vanuatu.;Vanuatuból származom.
Venezuela;Venezuela;Venezuela
(Olen kotoisin) Venezuelasta.;I am from Venezuela.;Venezuelából származom.
Vietnam;Vietnam;Vietnam
(Olen kotoisin) Vietnamista.;I am from Vietnam.;Vietnamból származom.
Jemen;Yemen;Jemen
(Olen kotoisin) Jemenistä.;I am from Yemen.;Jemenből származom.
Sambia;Zambia;Zambia
(Olen kotoisin) Sambiasta.;I am from Zambia.;Zambiából származom.
Zimbabwe;Zimbabwe;Zimbabwe
(Olen kotoisin) Zimbabwesta.;I am from Zimbabwe.;Zimbabwéből származom.
