Finnish;English;Hungarian
(minä) nousen;I get up;én felkelek
(minä) en nouse;I do not get up;én nem kelek fel
maata;to lay down;feküdni
(minä) makaan;I lay down;én fekszem
(minä) en makaa;I do not lay down;én nem fekszem
pestä;to wash;mosni
(minä) pesen;I wash;én mosok
(minä) en pese;I do not wash;én nem mosok
tiskata;to wash dishes;mosogatni
(minä) tiskaan;I wash dishes;én mosogatok
(minä) en tiskaa;I do not wash dishes;én nem mosogatok
siivota;to clean;takarítani
(minä) siivoan;I clean;én takarítok
(minä) en siivoa;I do not clean;én nem takarítok
imuroida;to vacuum;porszívózni
(minä) imuroin;I vacuum;én porszívózok
(minä) en imuroi;I do not vacuum;én nem porszívózok
uida;to swim;úszni
(minä) uin;I swim;én úszom
(minä) en ui;I do not swim;én nem úszom
kävellä;to walk;sétálni
(minä) kävelen;I walk;én sétálok
(minä) en kävele;I do not walk;én nem sétálok
pyöräillä;to ride a bike;biciklizni
(minä) pyöräilen;I ride a bike;én biciklizem
(minä) en pyöräile;I do not ride a bike;én nem biciklizem
ajaa;to drive;vezetni
(minä) ajan;I drive;én vezetek
(minä) en aja;I do not drive;én nem vezetek
juosta;to run;futni
(minä) juoksen;I run;én futok
(minä) en juokse;I do not run;én nem futok
pelata;to play sports;sportolni
(minä) pelaan;I play sports;én sportolok
(minä) en pelaa;I do not play sports;én nem sportolok
leikkiä;to play (child);játszani
(minä) leikin;I play (child);én játszom
(minä) en leiki;I do not play (child);én nem játszom
soittaa;to play / to call;játszani / hívni
(minä) soitan;I play / I call;én játszom / én hívok
(minä) en soita;I do not play / I do not call;én nem játszom / én nem hívok
ottaa;to take;venni
(minä) otan;I take;én veszem
(minä) en ota;I do not take;én nem veszem
antaa;to give;adni
(minä) annan;I give;én adok
(minä) en anna;I do not give;én nem adok
lainata;to borrow / lend;kölcsönadni / kölcsönkérni
(minä) lainaan;I borrow / I lend;én kölcsönkérek / én kölcsönadok
(minä) en lainaa;I do not borrow / I do not lend;én nem kölcsönkérek / én nem kölcsönadok
tavata;to meet;találkozni
(minä) tapaan;I meet;én találkozom
(minä) en tapaa;I do not meet;én nem találkozom
tutustua;to get to know;megismerkedni
(minä) tutustun;I get to know;én megismerkedem
(minä) en tutustu;I do not get to know;én nem ismerkedem meg
tehdä;to do;csinálni
(minä) teen;I do;én csinálok
(minä) en tee;I do not do;én nem csinálok
nähdä;to see;látni
(minä) näen;I see;én látok
(minä) en näe;I do not see;én nem látok
katsoa;to watch;nézni
(minä) katson;I watch;én nézek
(minä) en katso;I do not watch;én nem nézek
tulla;to come;jönni
(minä) tulen;I come;én jövök
(minä) en tule;I do not come;én nem jövök
mennä;to go;menni
(minä) menen;I go;én megyek
(minä) en mene;I do not go;én nem megyek
lähteä;to leave;elmenni
(minä) lähden;I leave;én elmegyek
(minä) en lähde;I do not leave;én nem megyek el
jäädä;to stay;maradni
(minä) jään;I stay;én maradok
(minä) en jää;I do not stay;én nem maradok
saapua;to arrive;érkezni
(minä) saavun;I arrive;én érkezem
(minä) en saavu;I do not arrive;én nem érkezem
käydä;to visit;látogatni
(minä) käyn;I visit;én látogatok
(minä) en käy;I do not visit;én nem látogatok
tuoda;to bring;hozni
(minä) tuon;I bring;én hozok
(minä) en tuo;I do not bring;én nem hozok
viedä;to take somewhere;vinni
(minä) vien;I take somewhere;én viszem
(minä) en vie;I do not take somewhere;én nem viszem
rakastaa;to love;szeretni
(minä) rakastan;I love;én szeretek
(minä) en rakasta;I do not love;én nem szeretek
vihata;to hate;utálni
(minä) vihaan;I hate;én utálok
(minä) en vihaa;I do not hate;én nem utálok
tykätä;to like;szeretni (kedvelni)
(minä) tykkään;I like;én szeretek (kedvelni)
(minä) en tykkää;I do not like;én nem szeretek (kedvelni)
pelätä;to fear;félni
(minä) pelkään;I fear;én félek
(minä) en pelkää;I do not fear;én nem félek
pukea;to dress;felöltözni
(minä) puen;I dress;én felöltözöm
(minä) en pue;I do not dress;én nem öltözöm fel
riisua;to undress;levetkőzni
(minä) riisun;I undress;én levetkőzöm
(minä) en riisu;I do not undress;én nem vetkőzöm le
maksaa;to pay;fizetni
(minä) maksan;I pay;én fizetek
(minä) en maksa;I do not pay;én nem fizetek
ostaa;to buy;venni (boltban)
(minä) ostan;I buy;én veszek (boltban)
(minä) en osta;I do not buy;én nem veszek (boltban)
myydä;to sell;eladni
(minä) myyn;I sell;én eladok
(minä) en myy;I do not sell;én nem adok el
kirjoittaa;to write;írni
(minä) kirjoitan;I write;én írok
(minä) en kirjoita;I do not write;én nem írok
lukea;to read;olvasni
(minä) luen;I read;én olvasok
(minä) en lue;I do not read;én nem olvasok
kuunnella;to listen;hallgatni
(minä) kuuntelen;I listen;én hallgatok
(minä) en kuuntele;I do not listen;én nem hallgatok
kuulla;to hear;hallani / meghallani
(minä) kuulen;I hear;én hallom
(minä) en kuule;I do not hear;én nem hallom
piirtää;to draw;rajzolni
(minä) piirrän;I draw;én rajzolok
(minä) en piirrä;I do not draw;én nem rajzolok
maalata;to paint;festeni
(minä) maalaan;I paint;én festek
(minä) en maalaa;I do not paint;én nem festek
nauraa;to laugh;nevetni
(minä) nauran;I laugh;én nevetek
(minä) en naura;I do not laugh;én nem nevetek
itkeä;to cry;sírni
(minä) itken;I cry;én sírok
(minä) en itke;I do not cry;én nem sírok
hymyillä;to smile;mosolyogni
(minä) hymyilen;I smile;én mosolygok
(minä) en hymyile;I do not smile;én nem mosolygok
matkustaa;to travel;utazni
(minä) matkustan;I travel;én utazom
(minä) en matkusta;I do not travel;én nem utazom
muuttaa;to move house;költözni
(minä) muutan;I move;én költözöm
(minä) en muuta;I do not move;én nem költözöm
työntää;to push;tolni
(minä) työnnän;I push;én tolok
(minä) en työnnä;I do not push;én nem tolok
vetää;to pull;húzni
(minä) vedän;I pull;én húzok
(minä) en vedä;I do not pull;én nem húzok
nostaa;to lift;emelni
(minä) nostan;I lift;én emelek
(minä) en nosta;I do not lift;én nem emelek
laskea;to count;számolni
(minä) lasken;I count;én számolok
(minä) en laske;I do not count;én nem számolok
laittaa;to put;tenni
(minä) laitan;I put;én teszek
(minä) en laita;I do not put;én nem teszek
heittää;to throw;dobni
(minä) heitän;I throw;én dobok
(minä) en heitä;I do not throw;én nem dobok
häiritä;to disturb;zavarni
(minä) häiritsen;I disturb;én zavarok
(minä) en häiritse;I do not disturb;én nem zavarok
valita;to choose;választani
(minä) valitsen;I choose;én választok
(minä) en valitse;I do not choose;én nem választok
tarvita;to need;sürgős / szükséges
(minä) tarvitsen;I need;én szükségem van rá
(minä) en tarvitse;I do not need;én nincs szükségem rá
hoitaa;to take care of;gondozni
(minä) hoidan;I take care of;én gondoskodom
(minä) en hoida;I do not take care of;én nem gondoskodom
auttaa;to help;segíteni
(minä) autan;I help;én segítek
(minä) en auta;I do not help;én nem segítek
varata;to reserve;foglalni
(minä) varaan;I reserve;én foglalok
(minä) en varaa;I do not reserve;én nem foglalok
tilata;to order;rendelni
(minä) tilaan;I order;én rendelek
(minä) en tilaa;I do not order;én nem rendelek
asua;to live swh;lakkni
(minä) asun;I live;én lakok
(minä) en asu;I do not live;én nem lakok
syntyä;to be born;születni
(minä) synnyn;I am born;én születek
(minä) en synny;I am not born;én nem születek
elää;to be alive;élni
(minä) elän;I am alive;én élek
(minä) en elä;I am not alive;én nem élek
kuolla;to die;meghalni
(minä) kuolen;I die;én meghalok
(minä) en kuole;I do not die;én nem halok meg
etsiä;to search;keresni
(minä) etsin;I search;én keresek
(minä) en etsi;I do not search;én nem keresek
löytää;to find;megtalálni
(minä) löydän;I find;én megtalálom
(minä) en löydä;I do not find;én nem találom
avata;to open;kinyitni
(minä) avaan;I open;én kinyitom
(minä) en avaa;I do not open;én nem nyitom ki
sulkea;to close;bezárni
(minä) suljen;I close;én bezárok
(minä) en sulje;I do not close;én nem zárok be
korjata;to fix;javítani
(minä) korjaan;I fix;én javítok
(minä) en korjaa;I do not fix;én nem javítok
riittää;to be enough;elégnek lenni
(minä) riitän;I am enough;én elegendő vagyok
(minä) en riitä;I am not enough;én nem vagyok elég
laulaa;to sing;énekelni
(minä) laulan;I sing;én énekelek
(minä) en laula;I do not sing;én nem énekelek
tapahtua;to happen;történni
(se) tapahtuu;it happens;ez történik
(se) ei tapahdu;it does not happen;ez nem történik
alkaa;to start;kezdődni
(se) alkaa;it starts;ez kezdődik
(se) ei ala;it does not start;ez nem kezdődik
aloittaa;to begin;elkezdeni
(minä) aloitan;I begin;én kezdem
(minä) en aloita;I do not begin;én nem kezdem
loppua;to end;véget érni
(se) loppuu;it ends;ez véget ér
(se) ei lopu;it does not end;ez nem ér véget
