Finnish;English;hungarian
teriyakikastike;teriyaki sauce;teriyaki szósz
tomaattiketsuppi;tomato ketchup;paradicsom ketchup
tsatsiki;tzatziki;tsatsiki
viinietikka;wine vinegar;borecet
worchesterkastike, worcestershirekastike;worcestershire sauce;Worcestershire szósz, Worcestershire szósz
Worcestershire-kastike;Worcestershire sauce;Worcestershire szósz
öljypohjainen salaattikastike;oil-based salad dressing;olaj alapú salátaöntet
Kastikke, soosi;Sauce;Mártás, mályvacukor
appelsiinikastike;orange sauce;narancsszósz
aprikoosikastike;apricot sauce;sárgabarack szósz
béarnaisekastike, bearninkastike;béarnaise sauce;béarnaise szósz, béarnaise szósz
béchamelkastike, valkokastike;béchamel sauce;bésamel szósz, fehér szósz
bolognankastike, bolognesekastike;bolongese pasta sauce;bolognai szósz, bolognai szósz
chilikastike;chili sauce, hot sauce;Chili szósz
chutney(kastike);chutney;chutney, chutney szósz
currykastike, karrikastike;curry sauce;curry szósz, curry szósz
etikkakastike;vinegar sauce;ecetes szósz
gratiinikastike, gratinointikastike;gratin sauce;gratén szósz, gratén szósz
hollandaisekastike, hollanninkastike;hollandaise sauce;hollandi szósz, hollandi szósz
jauhelihakastike;minced meat sauce;darált hús szósz
jauheliha-tomaattikastike;bolognese sauce;darált hús-paradicsom szósz
juustokastike;cheese sauce;sajtszósz
katkarapukastike;shrimp sauce;garnélarák szósz
kermakastike;cream sauce;krém szósz
madeirakastike;madeira sauce;madeira szósz
makkarakastike;sausage sauce;kolbászmártás
marinadikastike, marinointikastike;marinade sauce;pác, pácmártás
pastakastike;pasta sauce;tészta szósz
pesto, pestokastike;pesto;pesto, pesto szósz
pippurikastike;peppercorn sauce;paprika szósz
punaviinikastike;red wine sauce;vörösboros szósz
ranskalainen salaatinkastike;vinaigrette;francia salátaöntet
Rhode Island-kastike;Rhode Island sauce;Rhode Island öltözködés
ruskea kastike;brown sauce;barna szósz
sianlihakastike, läskisoosi;pork sauce;sertésmártás, disznózsír szósz
tomaatti- ja basilikakastike;tomato and basil sauce;paradicsom és bazsalikom szósz
voikastike;beurre blanc;vajas szósz
voi-valkoviinikastike;beurre blanc with wine;vaj és fehérbor szósz
sienikastike, herkkusienikastike;mushroom sauce;gomba szósz
sinappikastike;mustard sauce;mustáros szósz
sipulikastike;onion gravy;hagymás szósz
sitruunakastike;lemon sauce;citromszósz
munakastike;hollandaise sauce with eggs;tojásos szósz
Keitot;Soups;Levesek
kalakeitto;fish soup;egy halászlé
borssikeitto;borscht;borscs
gazpacho;gazpacho;gazpacho
kasvissosekeitto;vegetable puree soup;zöldségpüré leves
herkkusienikeitto;mushroom soup;finom gombaleves
hernekeitto, hernesoppa;pea soup;borsóleves, borsóleves
juliennekeitto;soup julienne;plakátleves
juustokeitto;cheese soup;sajtleves
kaalikeitto;cabbage soup;káposztaleves
kanakeitto;chicken soup;csirkehúsleves
kasviskeitto, vihanneskeitto;vegetable soup;zöldségleves, zöldségleves
tomaattikeitto;tomato soup;paradicsomleves
sosekeitto;cream soup;krémleves
kesäkeitto;“summer soup”;nyári leves
sipulikeitto;onion soup;hagymaleves
linssikeitto;lentil soup;lencseleves
lohikeitto;salmon soup;lazacleves
madekeitto;burbot soup;féregleves
makkarakeitto;sausage soup;kolbászleves
siskonmakkarakeitto;siskonmakkara soup;nővér kolbászleves
minestronekeitto;minestrone soup;minestrone leves
misokeitto;miso soup;Miso leves
papukeitto;bean soup;bableves
papurokko, papusoppa;pea soup (bab);babcsíra / bableves
parsakaalikeitto;broccoli soup;brokkolileves
parsakeitto;asparagus soup;spárgaleves
pinaattikeitto;spinach soup;spenótleves
porkkanasosekeitto;carrot puree soup;sárgarépapüré leves
ramenkeitto;ramen soup;ramen leves
rapukeitto;crab soup;rákleves
pussikeitto;instant package soup;tasakos leves
Liemet;Broths and Stocks;Húslevesek
liemi;broth, stock;Készlet
kirkas liemi;clear broth;tiszta húsleves
suurustettu liemi;thickened stock;sűrített húsleves
kalaliemi;fish stock;halállomány
kanaliemi;chicken stock/broth;tyúkhúsleves
etikkaliemi;pickle juice;savanyú uborka
mausteliemi;spice brine, marinade;fűszerleves
paistinliemi, paistoliemi, paistinkastike;meat gravy;serpenyő, főzőalaplé, sütőmártás
liemikuutio;bouillon cube, stock cube;húsleves kocka
fondi, liemipohja;fond, broth base;fondü, húsleves alap
katkarapufondi;shrimp broth base;garnélarák fondü
vasikanlihafondi;veal broth base;borjúhús alaplé
häränluuliemi;ox bone based broth;ökörcsontleves
luuliemi;bone broth;csont leves
lihaliemi;meat broth, bouillon;húsleves
(liha)liemitiiviste;broth concentrate;húsleves koncentrátum
Makeat kastikkeet;Sweet sauces;Édes szószok
hedelmäsose;fruit puree;gyümölcspüré
jälkiruokakastike;dessert sauce;desszert szósz
karamellikastike;caramel sauce;karamell szósz
kinuskikastike;caramel sauce, fudge sauce;kinuski szósz
kiisseli;kissel;Kissel
mustikkakeitto;blueberry soup;áfonya leves
omenasose;apple sauce;almaszósz
suklaakastike;chocolate sauce, chocolate syrup;csokoládé szósz
vaahterasiirappi;maple syrup;juharszirup
vaniljakastike;vanilla sauce, custard;tejsodó
kattila;saucepan;lábas
kastikekulho;gravy boat;szószos tál
kastikekauha;gravy ladle;mártás merőkanál
kastikelusikka;gravy spoon;szószos kanál
krutonki;crouton;kruton
kylmä kastike;cold sauce;hideg szósz
lämmin kastike;warm sauce;meleg szósz
sakea kastike;thick sauce;sűrű szósz
samettimainen kastike;velvety soup;bársonyos szósz
majoneesipohjainen kastike;mayonnaise-based sauce;majonéz alapú szósz
lihaliemipohjainen keitto;broth-based soup;húsleves alapú leves
lämmitetty keitto;re-warmed;melegített leves
paakkuinen / kokkareinen kastike;lumpy sauce;csomós szósz
kokkare, klimppi;glob, lump;gombóc, gombóc
kermalla suurustettu kastike;sauce thickened with cream;tejszínnel sűrített szósz
karrilla maustettu kastike;sauce seasoned with curry;curry fűszeres szósz
pähkinöistä valmistettu kastike;sauce made with nuts;dióból készült szósz
sinapilla maustettu kastike;sauce flavored with mustard;mustárral fűszerezett szósz
sianlihasta tehty kastike;sauce made with pork;sertéshúsból készült szósz
tomaattia sisältävä kastike;sauce containing tomato;paradicsomot tartalmazó szósz
hauduttaa;to simmer, to stew;pörkölt
hauduttaa lihaa;to braise meat;húst párolni
kaataa kastike päälle;to pour the sauce on top;öntsük a szószt a tetejére
kauhoa keittoa lautaselle;to scoop soup into a plate;tányérra merítjük a levest
keittää kastiketta;to cook the sauce;főzzük meg a szószt
kirkastaa liemi;to brighten the broth;tisztázza a húslevest
maistaa keittoa;to taste the soup;kóstolja meg a levest
maustaa kastike piparjuurella;to season the sauce with horseradish;a szószt tormával ízesítjük
ohentaa kastiketta;to thin the sauce;hígítsuk a szószt
sakeuttaa kastike jauhoilla;to thicken the sauce with flour;a szószt liszttel besűrítjük
sekoittaa ainekset;to mix the ingredients;keverjük össze a hozzávalókat
suurustaa kastike perunajauhoilla;to thicked the sauce with potato starch;sűrítsük be a szószt burgonyaliszttel
tarjota keitto kuumana;to serve the soup hot;forrón tálaljuk a levest
viimeistellä kastike kermalla;to finish the sauce with cream;fejezzük be a szószt tejszínnel
