Finnish;English;Hungarian
Pidän uimisesta / uinnista.;I like swimming.;Szeretem az úszást.
Tykkään pyöräillä.;I like to ride a bike.;Szeretek biciklizni.
Pidän pyöräilemisestä / pyöräilystä.;I like riding a bike.;Szeretem a biciklizést.
Tykkään hiihtää.;I like to ski.;Szeretek síelni.
Pidän hiihtämisestä / hiihdosta.;I like skiing.;Szeretem a síelést.
Tykkään lukea.;I like to read.;Szeretek olvasni.
Pidän lukemisesta.;I like reading.;Szeretem az olvasást.
Tykkään katsoa elokuvia.;I like to watch movies.;Szeretek filmet nézni.
Pidän elokuvien katsomisesta.;I like movie watching.;Szeretem a filmnézést.
Tykkään poimia marjoja.;I like to pick berries.;Szeretek bogyókat szedni.
Pidän marjojen poimimisestä.;I like picking berries.;Szeretem a bogyószedést.
