Finnish;English;Hungarian
suurustettu liemi;thickened stock;sűrített alaplé
kalaliemi;fish stock;halalaplé
kanaliemi;chicken stock / broth;csirkealaplé
lihaliemi;meat broth;húsalaplé
etikkaliemi;pickle juice;savas lé (savanyúságlé)
mausteliemi;spice brine, marinade;fűszeres páclé
paistinliemi, paistoliemi, paistinkastike;meat gravy;szaft
liemikuutio;bouillon cube, stock cube;húsleveskocka
fondi, liemipohja;fond, broth base;fond
katkarapufondi;shrimp broth base;rákalaplé
vasikanlihafondi;veal broth base;borjúalaplé
liemitiiviste, lihaliemitiiviste;broth concentrate;alaplé koncentrátum
häränluuliemi;ox bone based broth;marhalábszárcsontleves
luuliemi;bone broth;csontleves
hedelmäsose;fruit puree;gyümölcspüré
jälkiruokakastike;dessert sauce;desszertmártás
karamellikastike;caramel sauce;karamellöntet
kinuskikastike;caramel sauce, fudge sauce;tejkaramell szósz
kiisseli;kissel;gyümölcskocsonya
mustikkakeitto;blueberry soup;áfonyaleves
omenasose;apple sauce;almapüré
suklaakastike;chocolate sauce, chocolate syrup;csokoládéöntet
vaahterasiirappi;maple syrup;juharszirup
vaniljakastike;vanilla sauce, custard;vaníliaöntet
kattila;saucepan;lábas
kastikekulho;gravy boat;mártásos csésze
kastikekauha;gravy ladle;mártásmerőkanál
kastikelusikka;gravy spoon;mártásoskanál
krutonki;crouton;kruton
kylmä kastike;cold sauce;hideg szósz
lämmin kastike;warm sauce;meleg szósz
sakea kastike;thick sauce;sűrű szósz
samettimainen kastike;velvety soup;selymes szósz
majoneesipohjainen kastike;mayonnaise-based sauce;majonézalapú szósz
lihaliemipohjainen keitto;broth-based soup;alapléből főzött leves
lämmitetty keitto;re-warmed;melegített leves
paakkuinen kastike;lumpy sauce;csomós szósz
kokkareinen kastike;lumpy sauce (with pieces);darabos szósz
kokkare, klimppi;glob, lump;csomó
kermalla suurustettu kastike;sauce thickened with cream;tejszínnel sűrített szósz
karrilla maustettu kastike;sauce seasoned with curry;currys szósz
pähkinöistä valmistettu kastike;sauce made with nuts;diós szósz
sinapilla maustettu kastike;sauce flavored with mustard;mustáros szósz
sianlihasta tehty kastike;sauce made with pork;sertésből készült szósz
tomaattia sisältävä kastike;sauce containing tomato;paradicsomos szósz
hauduttaa;to simmer, to stew;párolni
hauduttaa lihaa;to braise meat;húst párolni
kaataa kastike päälle;to pour the sauce on top;mártást ráönteni
kauhoa keittoa lautaselle;to scoop soup into a plate;leveset tányérba merteni
keittää kastiketta;to cook the sauce;szószt főzni
kirkastaa liemi;to brighten the broth;levest tisztázni
maistaa keittoa;to taste the soup;levest kóstolni
maustaa kastike piparjuurella;to season the sauce with horseradish;szószt tormával ízesíteni
ohentaa kastiketta;to thin the sauce;szószt hígítani
sakeuttaa kastike jauhoilla;to thicken the sauce with flour;szószt liszttel sűríteni
sekoittaa ainekset;to mix the ingredients;hozzávalókat összekeverni
suurustaa kastike perunajauhoilla;to thicken the sauce with potato starch;szószt burgonyakeményítővel sűríteni
tarjota keitto kuumana;to serve the soup hot;levest forrón tálalni
viimeistellä kastike kermalla;to finish the sauce with cream;szószt tejszínnel befejezni
