Finnish;English;Hungarian
Kiitos lahjoista!;Thanks for the presents!;Köszönöm az ajándékokat!
Kiitos kukista!;Thanks for the flowers!;Köszönöm a virágokat!
Kiitos avusta!;Thanks for the help!;Köszönöm a segítséget!
Kiitos tuesta!;Thanks for the support!;Köszönöm a támogatást!
Kiitos vinkistä!;Thanks for the tip!;Köszönöm a tippet!
Kiitos neuvosta!;Thanks for the advice!;Köszönöm a tanácsot!
Kiitos kaikista neuvoista.;Thanks for all the advice.;Köszönöm minden tanácsot!
Kiitos kutsusta!;Thanks for the invitation!;Köszönöm a meghívást!
Kiitos viestistä!;Thanks for the message!;Köszönöm az üzenetet!
Kiitos kirjeestäsi!;Thanks for your letter!;Köszönöm a leveledet!
Kiitos kyydistä!;Thanks for the ride!;Köszönöm az utazást!
Kiitos rehellisyydestä.;Thanks for the honesty.;Köszönöm az őszinteséget!
Kiitos kaikesta!;Thanks for everything!;Köszönök mindent!
Kiitos tästä!;Thanks for this!;Köszönöm ezért!
Kiitos seurasta!;Thanks for the company!;Köszönöm a társaságot!
Kiitos ihanasta viikonlopusta!;Thanks for the great weekend!;Köszönöm a csodás hétvégét!
Kiitos ihanasta illasta.;Thanks for the wonderful evening.;Köszönöm a csodás estét!
Suurkiitokset hauskasta illasta.;Big thanks for the fun evening.;Nagy köszönet a vidám estért!
Kiitos tästä päivästä!;Thanks for this day!;Köszönöm ezt a napot!
Kiitos viimeisestä!;Thanks for last time!;Köszönöm az utóbbit!
Kiitos viimekertaisesta!;Thanks for the last time!;Köszönet az előző alkalomért!
Kiitos kuluneesta vuodesta!;Thanks for the past year!;Köszönet az elmúlt évért!
Lämmin kiitos osanotosta.;A warm thanks for your sympathy.;Meleg köszönet együttérzésedért!
Kiitos yhteydenotostasi!;Thank you for contacting us!;Köszönöm szépen, hogy felvetted velünk a kapcsolatot!
Kiitos soitosta.;Thanks for calling.;Köszönöm a hívást!
Kiitos kysymyksistänne.;Thanks for your (plural) questions.;Köszönöm a kérdéseiteket!
Kiitos ilmoittautumisesta!;Thanks for the registration!;Köszönöm a regisztrációt!
Kiitos palautteestasi!;Thanks for your feedback.;Köszönöm a visszajelzésedet!
Kiitos ajastasi.;Thanks for your (singular) time.;Köszönöm az idődet!
Kiitos ajastanne.;Thanks for your (plural) time.;Köszönöm az időtöket!
Kiitos käynnistä!;Thank you for stopping by!;Köszönöm a látogatást!
Kiitos syntymäpäiväonnitteluista!;Thanks for the birthday wishes!;Köszönöm a születésnapi jókívánságokat!
Kiitos nopeasta palvelusta!;Thanks for the fast service!;Köszönöm a gyors kiszolgálást!
Kiitos nopeasta vastauksesta.;Thanks for the fast reply.;Köszönöm a gyors választ!
Kiitos nopeasta toimituksesta.;Thanks for the fast delivery.;Köszönöm a gyors szállítást!
Kiitos tilauksesta.;Thank you for your order.;Köszönöm a megrendelést!
Kiitos hyvästä palvelusta!;Thanks for the good service!;Köszönöm a jó szolgáltatást!
Kiitos hyvästä yhteistyöstä!;Thanks for the great teamwork!;Köszönöm a nagyszerű együttműködést!
Kiitos, että tiskasit!;Thanks for washing the dishes.;Köszönöm, hogy elmostad az edényeket!
Kiitos, että olet siinä.;Thanks for being there.;Köszönöm, hogy ott vagy!
Kiitos, että tulit takaisin.;Thanks for coming back.;Köszönöm, hogy visszajöttél!
Kiitos, kun kävit!;Thanks for visiting!;Köszönöm, hogy benéztél!
Kiitos teille kaikille, että tulitte.;Thanks to all of you for coming.;Köszönöm mindannyiótoknak, hogy eljöttetek!
Kiitos, kun käytät kasvomaskia.;Thanks for using a face mask.;Köszönöm, hogy maszkot viselsz!
Kiitos, kun olet olemassa.;Thanks for existing.;Köszönöm, hogy létezel!
Kiitos, että kerroit!;Thanks for telling me!;Köszönöm, hogy elmondtad!
Kiitos, että kuuntelit.;Thanks for listening.;Köszönöm, hogy meghallgattál!
Kiitos, että otit meihin yhteyttä.;Thanks for contacting us.;Köszönöm, hogy felvetted velünk a kapcsolatot!
Kiitos, kun asioit meillä.;Thanks for doing business with us.;Köszönöm, hogy nálunk intézted az ügyet!
Kiitos, että ilmoitit asiasta hyvissä ajoin.;Thanks for notifying us in good time.;Köszönöm, hogy időben jelezted az ügyet!
Kiitos, että vastasit kyselyyn.;Thanks for answering to the survey.;Köszönöm, hogy kitöltötted a kérdőívet!
Kiitos jo etukäteen!;Thanks in advance!;Előre is köszönöm!
Kiitos ja tervetuloa uudelleen!;Thanks and come again!;Köszönöm, és gyere vissza!
Vielä kerran kiitos teille kaikille.;Thanks once again to all of you.;Még egyszer köszönet mindannyiótoknak!
Kiitos ja kuulemiin.;Thank you and goodbye.;Köszönöm, viszont hallásra!
Kiitos samoin!;Thank, you too!;Köszönöm, viszont neked is!
Taivaan kiitos.;Thank heaven.;Mennynek hála!
Luojan / Jumalan kiitos.;Thank God.;Istennek hála!
Kiitos sulle, Jeesuksemme;Thank you, our Jesus.;Köszönöm neked, Jézusunk!
Ei kestä kiittää.;No need to thank (me).;Nem kell megköszönni.
Ei kiittämistä.;No need to thank.;Semmi köszönet.
Minä kiitän äitiäni.;I thank my mother.;Én köszönöm anyámnak.
Sinä kiität minua turhaan.;You thank me in vain.;Hiába köszöneksz nekem.
Hän kiittää meitä kaikkia.;She thanks all of us.;Ő mindannyiunknak köszöni.
Herra, me kiitämme nimeäsi.;Lord, we thank your name.;Uram, hálát adunk nevednek.
Näinkö te kiitätte minua?;Is this how you (plural) thank me?;Így köszöntök nekem ti?
He kiittävät metsän henkeä.;They thank the spirit of the forest.;Ők a erdő szellemének hálát adnak.
Haluan kiittää vanhempiani.;I want to thank my parents.;Szeretném megköszönni a szüleimnek.
Haluan kiittää sinua avusta.;I want to thank you for the help.;Szeretném megköszönni neked a segítséget.
Kiitin häntä kutsusta.;I thanked him for the invitation.;Megköszöntem neki a meghívást.
Kiitämme teitä osallistumisesta.;We thank you for participating.;Köszönjük a részvételeteket.
En tiedä, miten kiittää sinua.;I don't know how to thank you.;Nem tudom, hogyan köszönjem meg neked.
