Finnish;English;hungarian
Myydään tietokone!;Let's sell the computer!;Számítógép eladó!
Baarissa otetaan lasi.;A glass is taken in the bar.;Igyál egy pohárral a bárban.
Opettaja muistetaan.;The teacher is remembered.;A tanárra emlékeznek.
Sinut muistetaan.;You will be remembered.;Emlékezni fognak rád.
Syön omenat.;I eat (all) the apples.;almát eszek (mindet).
Syön omenoita.;I eat (several) apples.;almát eszek (többet).
Siirrän tietokoneet varastoon.;I move (all) the computers to the storehouse.;A számítógépeket tárolóba helyezem.
Siirrän tietokoneita varastoon.;I move (several) computers to the storehouse.;Számítógépeket raktárba rakok.
Tässä kaupassa myydään puhelimia.;In this store they sell phones.;Ez az üzlet telefonokat árul.
Tässä kaupassa myydään puhelimet.;In this store they sell the phones (we talked about before).;Ez az üzlet telefonokat árul. (amiről korábban beszéltünk)
Ostan kaupasta T-paitoja.;I buy T-shirts from the store.;A boltból veszek pólókat.
Ostan kaupasta T-paidat.;I buy the T-shirts from the store.;A boltból veszek pólókat (amiről korábban beszéltünk).
