Finnish;English;Hungarian
Mitä ystävyys tarkoittaa sinulle?;What does friendship mean to you?;Mit jelent számodra a barátság?
Onko ystävyys sinulle tärkeää? Miksi?;Is friendship important to you? Why?;Fontos számodra a barátság? Miért?
Kerro, miten tapasit parhaan ystäväsi!;Tell how you met your best friend!;Meséld el, hogyan találkoztál a legjobb barátoddal!
Miten ja missä tapasit ystäväsi?;How and when did you meet your friend(s)?;Hogyan és hol találkoztál a barátaiddal?
Mikä on hyvä paikka löytää ystäviä?;What's a good place to find friends?;Mi jó hely barátokat találni?
Millä tavalla voi helposti saada ystäviä?;In what way can you easily get friends?;Hogyan lehet könnyen barátokat szerezni?
Missä paikoissa on helppoa tutustua ihmisiin?;In what places is it easy to get to know people?;Milyen helyeken könnyű emberekkel megismerkedni?
Onko suomalaisiin helppoa tutustua?;Is it easy to get to know Finns?;Könnyű megismerkedni a finnekkel?
Onko helppoa ystävystyä suomalaisten kanssa?;Is it easy to become friends with Finns?;Könnyű barátkozni a finnekkel?
Oletko saanut suomalaisia ystäviä?;Have you made Finnish friends?;Szerzettél finn barátokat?
Miten olet saanut suomalaisia ystäviä?;How have you made Finnish friends?;Hogyan szereztél finn barátokat?
Miten voisit löytää suomalaisia ystäviä?;How could you find Finnish friends?;Hogyan találhatnál finn barátokat?
Onko sinulla paljon ystäviä kotimaassasi?;Do you have a lot of friends in your country?;Van sok barátod az országodban?
Miten ujo ihminen voi saada ystäviä?;How can a shy person get friends?;Hogyan szerezhet barátokat egy félénk ember?
Onko sinun helppoa löytää ystäviä? Miksi?;Is it easy for you to find friends? Why?;Könnyű barátokat találni neked? Miért?
Millainen ihminen löytää helposti ystäviä?;What kind of a person easily finds friends?;Milyen ember könnyen talál barátokat?
Millaisia ystäviä haluaisit saada?;What kind of friends would you like to make?;Milyen barátokat szeretnél szerezni?
Kuinka vanhana on helpointa saada ystäviä?;At what age is it the easiest to get friends?;Milyen életkorban a legegyszerűbb barátokat szerezni?
Miten työkaverista voi tulla tosiystävä?;How can a colleague become a real friend?;Hogyan válhat egy kolléga igaz baráttá?
Voiko netistä löytää oikeita ystäviä?;Can you find real friends on the internet?;Lehet az interneten igazi barátokat találni?
Miten voi saada nettiystäviä?;How can one get online friends?;Hogyan lehet online barátokat szerezni?
Oliko sinulla lapsena paras ystävä?;Did you have a best friend as a child?;Volt legjobb barátod gyerekkorodban?
Oletko yhä ystäviä lapsuutesi ystävien kanssa?;Are you still friends with your childhood friends?;Még mindig barátok vagy a gyerekkori barátaiddal?
Onko sinulla yhä ystäviä peruskouluajoiltasi?;Do you still have friends from primary school?;Még mindig vannak barátaid az általános iskolából?
Tapaatko yhä vanhoja luokkakavereitasi?;Do you still meet your old classroom friends?;Még találkozol régi osztálytársaiddal?
Tiedätkö, mitä vanhat koulukaverisi tekevät nyt?;Do you know what your old school friends are doing now?;Tudod, mit csinálnak most a régi iskolatársaid?
Pidätkö yhteyttä vanhoihin koulukavereihin?;Do you stay in contact with old school friends?;Kapcsolatban maradsz a régi iskolatársaiddal?
Kuinka kauan olet tuntenut vanhimman ystäväsi?;How long have you known your oldest friend?;Mióta ismered a legrégebbi barátodat?
Onko ystävyys erilaista lapsena kuin aikuisena?;Is friendship different as a child than as an adult?;Más a barátság gyerekkorban, mint felnőttként?
Miksi ihmiset lakkaavat olemasta ystäviä?;Why do people stop being friends?;Miért hagyják abba az emberek a barátságot?
Onko sinulla kavereita, joista et oikein tykkää?;Do you have friends that you don't really like?;Vannak barátaid, akiket nem igazán szeretsz?
Oletko menettänyt ystäviä? Miten?;Have you lost friends? how?;Vesztettél barátokat? Hogyan?
Ajatteletko koskaan entisiä ystäviäsi?;Do you ever think about your ex-friends?;Gondolsz néha az ex-barátaidra?
Pitääkö ystävyyttä ylläpitää?;Do friendships require maintenance?;Fenntartani kell a barátságot?
Vaatiiko ystävyyden ylläpitäminen työtä?;Does maintaining friendships require work?;Karbantartása a barátságnak munkát igényel?
Miten pidät yhteyttä ystäviisi?;How do you stay in contact with your friends?;Hogyan tartod a kapcsolatot a barátaiddal?
Millä tavoilla ystävät auttavat toisiaan?;In what ways do friends help each other?;Milyen módon segítik egymást a barátok?
Miten haluat ystäväsi auttavan sinua?;How do you want your friends to help you?;Hogyan szeretnéd, hogy a barátaid segítsenek neked?
Missä tilanteissa et halua ystävien apua?;In what situations don't you want help from friends?;Milyen helyzetekben nem akarod a barátaid segítségét?
Mitä teet, jos et tykkää ystävän neuvoista?;What do you do when you don't like a friend's advice?;Mit teszel, ha nem tetszik egy barát tanácsa?
Mitä ystävä ei saa tehdä?;What is something a friend can't do?;Mit nem tehet egy barát?
Mitä ystävät eivät saa mielestäsi tehdä?;What can't friends do in your opinion?;Mit nem szabad a barátoknak tenni a véleményed szerint?
Lainaatko ystävillesi rahaa, jos he pyytävät?;Do you lend money to your friends if they ask for it?;Kölcsönadsz pénzt a barátaidnak, ha kérik?
Auttavatko ystäväsi sinua, kun olet pulassa?;Do your friends help you when you're in trouble?;Segítenek a barátaid, amikor bajban vagy?
Onko sinun helppo pyytää apua ystäviltä?;Is it easy for you to ask for help from friends?;Könnyű segítséget kérned a barátaidtól?
Annatko helposti anteeksi ystävällesi?;Do you easily forgive your friend?;Könnyen megbocsátasz a barátodnak?
Mitä teet, kun ystävä rikkoo luottamuksesi?;What do you do when a friend breaks your trust?;Mit teszel, amikor a barátod megszegi a bizalmadat?
Suututko koskaan ystävällesi?;Do you ever get angry at your friend?;Valaha is mérges vagy a barátodra?
Mitä teet, kun olet vihainen ystävällesi?;What do you do when you're angry at your friend?;Mit teszel, amikor mérges vagy a barátodra?
Suuttuuko ystäväsi koskaan sinulle?;Does your friend ever get angry at you?;A barátod valaha mérges rád?
Mitä teet, kun ystäväsi on vihainen?;What do you do when your friend is angry?;Mit teszel, amikor a barátod mérges?
Voiko ystävän kanssa riidellä?;Can one argue with a friend?;Lehet vitatkozni egy baráttal?
Voiko olla eri mieltä asioista ystävän kanssa?;Can one disagree about things with a friend?;Lehet nem érteni egyet dolgokban a baráttal?
Mitä tekisit, jos puolisosi ei pitäisi ystävästäsi?;What would you do if your partner didn't like your friend?;Mit tennél, ha a partnered nem kedvelné a barátodat?
Voiko puoliso kieltää sinua näkemästä ystäviäsi?;Can a partner forbid you from seeing your friends?;Megtilthatja-e a partnered, hogy lásd a barátaidat?
Mitä tekisit, jos ystäväsi alkoholisoituisi?;What would you do if your friend became an alcoholic?;Mit tennél, ha a barátod alkoholista lenne?
