Finnish;English;Hungarian
viherkaista;green lane;zöld sáv (út közepén)
viherkasvi;greenery (houseplant);szobanövény
viherkatto;green roof;zöldtető
viherlevä;green algae;zöld alga
viherpeippo;European greenfinch;zöldike
viherpeukalo;green thumb (gardener);zöld kéz (kertész)
viherpiipertäjä;treehugger, greeny;zöldaktivista
viherpippuri;green pepper (spice);zöld bors
viherseinä;green wall;zöldfal
vihersipuli;green onion;zöldhagyma
vihervarpunen;Eurasian siskin;csíz
vihervyöhyke;greenbelt;zöldövezet
vihreä ajattelu;green thinking;zöld gondolkodás
vihreä liike;green movement;zöld mozgalom
vihreä liiketoiminta;green business models;zöld üzlet
vihreä liitto;Green League;Zöld Szövetség
vihreät;the greens (informal);a zöldek
Vihreä puolue;Green Party;Zöld Párt
vihreä sähkö;clean energy;zöld energia
vihreä talous;ecological economics;zöld gazdaság
vihreä vallankumous;Green Revolution;Zöld Forradalom
vihreä innovaatio;green innovation;zöld innováció
vihreä teknologia;green technology;zöld technológia
vihreä peukalo;green thumb;zöld ujj (kertészeti tehetség)
vihreä aalto;green wave;zöldhullám
viheriöidä;to grow green;zöldellni
viheriöivä;verdant;zöldellő
viheriöittää;to make green;zöldíteni
vihertää;to be green;zöldelni
vihertyä;to become green;zöldülni
vihertyvä;greening;zöldülő
viherpestä;to greenwash;zöldre mosni
ikivihreä;evergreen;örökzöld
vihreys;greenness;zöldség (szó szerinti: zöld mivolt)
apila;clover;lóhere
avokado;avocado;avokádó
basilika;basil;bazsalikom
brysselinkaali;brussels sprout;kelbimbó
dinosaurus;dinosaur;dinoszaurusz
golfkenttä;golf course;golfpálya
havupuu;coniferous tree;tűlevelű fa
heinäsirkka;grasshopper;szöcske
herne;pea;borsó
jade;jade;jáde
kaktus;cactus;kaktusz
kasvi;plant;növény
keidas;oasis;oázis
kiivi;kiwi;kiwi
kilpikonna;turtle;teknős
krokotiili;crocodile;krokodil
kuparikatto;copper roof;réztető
kurkku;cucumber;uborka
kuusi;spruce tree;lucfenyő
kypsymätön banaani;unripe banana;éretlen banán
käärme;snake;kígyó
lasipullo;glass bottle;üvegpalack
lehti;leaf;levél
liikennevalo;traffic light;közlekedési lámpa
lime;lime;lime
luonto;nature;természet
maastopuku;camouflage suit;álcaruha
matto;carpet;szőnyeg
meloni;melon;dinnye
merilevä;seaweed;hínár
minttu;mint;menta
neliapila;four-leaf clover;négy levelű lóhere
niitty;meadow;rét
nuijapää;tadpole;ebihal
nurmikko;lawn;gyep
oliivi;olive;olíva
omena;apple;alma
papu;bean;bab
papukaija;parrot;papagáj
paprika;bell pepper;paprika
parsakaali;broccoli;brokkoli
pelto;field;mező
pensas;bush;bokor
persilja;parsley;petrezselyem
pinaatti;spinach;spenót
pistaasijäätelö;pistachio ice cream;pisztáciafagylalt
purjo;leek;póréhagyma
puu;tree;fa
puutarha;garden;kert
päärynä;pear;körte
revontulet;northern lights;sarki fény
ruoho;grass;fű
(lehti)salaatti;lettuce;saláta
sammakko;frog;béka
sammal;moss;moha
smaragdi;emerald;smaragd
saniainen;fern;páfrány
selleri;celery;zeller
silmä;eye;szem
tee;tea;tea
tenniskenttä;tennis court;teniszpálya
tilli;dill;kapor
toukka;caterpillar;hernyó
valo;light;fény
Vapaudenpatsas;Statue of Liberty;Szabadság-szobor
viinirypäleet;grape;szőlő
wasabitahna;wasabi paste;wasabikrém
yhden dollarin seteli;one dollar bill;egydolláros
Vihreä Lyhty;Green Lantern;Zöld Lámpás
vihersmoothie;green smoothie;zöld turmix
Pidän vihreästä teestä.;I like green tea.;Szeretem a zöld teát.
Minulla on vihreä vyö.;I have a green belt.;Van egy zöld övem.
Smaragdi on vihreä jalokivi.;An emerald is a green gemstone.;A smaragd zöld drágakő.
Ostin vihreitä viinirypäleitä.;I bought green grapes.;Vettem zöld szőlőt.
Ruusut ovat vihreässä maljakossa.;The roses are in the green vase.;A rózsák a zöld vázában vannak.
Ari on puna-vihersokea.;Ari is red-green color blind.;Ari piros-zöld színtévesztő.
Autot ajavat, kun valo on vihreä.;The cars drive when the light is green.;Az autók mennek, amikor a lámpa zöld.
Liikennevalot näyttävät vihreää.;The traffic lights show green.;A közlekedési lámpák zöldet mutatnak.
Rakastan vihreitä kuulia.;I love vihreät kuulat.;Imádom a „zöld golyókat” (cukorkát).
Seuraan tietä vihreään laaksoon.;I follow the road to the green valley.;Követem az utat a zöld völgybe.
Luonto näyttää vihreältä ja kauniilta.;Nature looks green and beautiful.;A természet zöldnek és szépnek tűnik.
Puron vesi värjäytyi vihreäksi.;The water of the creek turned green.;A patak vize bezöldült.
Vihreiden oliivien maku on hieman katkera.;The taste of the green olives is a bit bitter.;A zöld olívák íze kissé kesernyés.
Nyt on kysyntää vihreämmille tuotteille.;Now there is a demand for greener products.;Most nagy a kereslet a zöldebb termékekre.
Ydinvoima hyväksytään vihreäksi energiaksi.;Nuclear power is accepted as green energy.;Az atomenergiát elfogadják zöld energiának.
Vaihda kotitaloutesi vihreään sähköön!;Switch your household to green electricity!;Válts otthonodban zöld áramra!
Tuulivoimalat tuottavat vihreää energiaa.;Wind farms produce green energy.;A szélerőművek zöld energiát termelnek.
Vihreät haluaa pelastaa ympäristön.;The Greens want to save the environment.;A Zöldek meg akarják menteni a környezetet.
Vaalitulos oli Vihreille pettymys.;The election result was disappointing for the Greens.;A választási eredmény csalódás volt a Zöldeknek.
Vihreässä teessä on luonnostaan kofeiinia.;Green tea naturally contains caffeine.;A zöld tea természetesen tartalmaz koffeint.
Moni on ollut pettynyt Vihreisiin.;Many have been disappointed with the Greens.;Sokan csalódtak a Zöldekben.
Hallitus näytti vihreää valoa matkustamiselle.;The government gave the green light to travel.;A kormány zöld utat adott az utazásnak.
Ari on vihreänä kateudesta.;Ari is green with envy.;Ari sárgul az irigységtől.
Tein sen joskus vihreässä nuoruudessani.;I did it some time in my green youth.;Megtettem azt zöld ifjúságomban.
Ari on ammattialalla aivan vihreä.;Ari is inexperienced in the professional field.;Ari teljesen kezdő a szakmában.
Ari on viherpeukalo.;Ari is very good at gardening and his plants grow well.;Ari igazi kertész (minden növénye szépen nő).
