Finnish;English;Hungarian
Tunnetko huonoja autonkuljettajia?;Do you know any bad drivers?;Ismersz rossz sofőröket?
Kuka tuttavapiirissäsi on hyvä ajamaan autoa?;Who in your friend circle is good at driving?;Ki a baráti körödben, aki jól vezet?
Onko autovakuutus kotimaassasi pakollista?;Is car insurance compulsory in your country?;Kötelező az autóbiztosítás az országodban?
Paljonko bensiini maksaa kotimaassasi?;How much does gasoline cost in your country?;Mennyibe kerül a benzin az országodban?
Onko sinulla dieselauto vai bensa-auto?;Do you have a diesel car or a petrol car?;Diesel- vagy benzinmotoros autód van?
Mitä mieltä olet hybridiautoista?;What do you think about hybrid cars?;Mit gondolsz a hibrid autókról?
Mitä mieltä olet sähköautoista?;What do you think about electric cars?;Mit gondolsz az elektromos autókról?
Osaatko itse korjata autoja?;Can you repair cars yourself?;Tudsz autót szerelni magadtól?
Osaatko itse vaihtaa auton renkaat?;Can you change car tires yourself?;Tudod cserélni az autógumikat magad?
Mitä teet, kun auto ei käynnisty?;What do you do when the car won't start?;Mit csinálsz, ha az autó nem indul?
Mitä "auton vuosittainen katsastus" tarkoittaa?;What does "annual car inspection" mean?;Mit jelent az „éves autóellenőrzés”?
Oletko kärsivällinen, kun tiellä on ruuhkaa?;Are you patient when there's a traffic jam?;Türelmes vagy dugóban?
Miten voi välttää ruuhkia?;How can one avoid traffic jams?;Hogyan lehet elkerülni a dugókat?
Miten valtio voi ratkaista ruuhkaongelmia?;How can the state solve congestion problems?;Hogyan oldhatja meg az állam a torlódásokat?
Onko kotimaassasi usein ruuhkaa?;Are there often traffic jams in your country?;Gyakran van dugó az országodban?
Missä on eniten liikenneruuhkia?;Where are there the most traffic jams?;Hol van a legtöbb dugó?
Mihin aikaan on eniten ruuhkaa?;At what time are there the most traffic jams?;Mikor van a legtöbb dugó?
Mihin aikaan aamuruuhka yleensä alkaa?;At what time does morning rush usually start?;Mikor szokott kezdődni a reggeli csúcsforgalom?
Onko viikonloppuna koskaan liikenneruuhkaa?;Is there ever a traffic jam on the weekend?;Előfordul dugó hétvégén?
Oletko koskaan ajanut kolarin?;Have you ever caused a traffic accident?;Okoztál már balesetet?
Oletko koskaan ollut kolarissa?;Have you ever been in a traffic accident?;Voltál már balesetben?
Ovatko kimppakyytit suosittuja siellä missä asut?;Are carpools popular where you live?;Népszerűek-e a telekocsik ott, ahol laksz?
Mitä tarkoittaa "julkinen liikenne"?;What does "public transport" mean?;Mit jelent a „tömegközlekedés”?
Kuinka usein matkustat bussilla?;How often do you travel by bus?;Milyen gyakran utazol busszal?
Kuinka usein matkustat junalla?;How often do you travel by train?;Milyen gyakran utazol vonattal?
Milloin viimeksi matkustit bussilla / junalla?;When did you last travel by bus / train?;Mikor utaztál utoljára busszal/vonattal?
Käytätkö usein julkista liikennettä?;Do you often use public transport?;Gyakran használod a tömegközlekedést?
Menetkö kouluun / töihin bussilla?;Do you go to work / school by bus?;Busszal mész iskolába/munkába?
Mikä bussi kulkee sinun kodin lähellä?;What bus passes near your home?;Melyik busz megy a közeledben?
Miltä bussit näyttävät sinun kotimaassasi?;What do the buses look like in your country?;Milyenek a buszok az országodban?
Minkävärisiä bussit ovat siellä missä asut?;What color are the buses where you live?;Milyen színűek a buszok ott, ahol laksz?
Paljonko bussilippu maksaa kotimaassasi?;How much does a bus ticket cost in your country?;Mennyibe kerül egy buszjegy az országodban?
Paljonko bussilippu maksaa Suomessa?;How much does a bus ticket cost in Finland?;Mennyibe kerül egy buszjegy Finnországban?
Mitä teet bussissa / junassa?;What do you do on the bus / train?;Mit csinálsz a buszon/vonaton?
Pystytkö nukkumaan bussissa / junassa?;Are you able to sleep on the bus / train?;Tudsz aludni a buszon/vonaton?
Pystytkö lukemaan bussissa / junassa?;Are you able to read on the bus / train?;Tudsz olvasni a buszon/vonaton?
Miten bussilipun voi maksaa?;How can one pay for a bus ticket?;Hogyan lehet fizetni a buszjegyért?
Matkustatko mielelläsi bussilla tai junalla?;Do you like to travel by bus or train?;Szeretsz busszal vagy vonattal utazni?
Matkustatko mieluummin bussilla vai junalla?;Do you rather travel by bus or by train?;Inkább busszal vagy vonattal utazol?
Kumpi sopii sinulle paremmin: bussi vai juna?;Which one suits you better: bus or train?;Melyik illik jobban hozzád: busz vagy vonat?
Onko kotimaassasi raitiovaunuja?;Are there trams in your home country?;Van villamos az országodban?
Onko kotikaupungissasi metro?;Is there a subway in your hometown?;Van metró a szülővárosodban?
Onko bussilla matkustaminen turvallista?;Is traveling by bus safe?;Biztonságos busszal utazni?
Miksi kannattaa käyttää julkista liikennettä?;Why is it a good idea to use public transport?;Miért érdemes tömegközlekedést használni?
Miksi ihmiset käyttävät julkista liikennettä?;Why do people use public transport?;Miért használják az emberek a tömegközlekedést?
Missä tilanteessa ei kannata käyttää bussia?;In what situation is it a bad idea to use the bus?;Milyen helyzetben nem érdemes busszal utazni?
Millaista julkinen liikenne on kotimaassasi?;What's public transport like in your country?;Milyen a tömegközlekedés az országodban?
Millaista julkinen liikenne on Suomessa?;What's public transport like in Finland?;Milyen a tömegközlekedés Finnországban?
Millaista on matkustaa bussilla ruuhka-aikana?;What is it like to travel by bus during rush hour?;Milyen busszal utazni csúcsforgalom idején?
Oletko koskaan matkustanut jäniksenä?;Have you ever traveled without paying?;Utaztál már ingyen (jegy nélkül)?
Miten hallitus voi parantaa julkista liikennettä?;How can the government improve public transport?;Hogyan javíthatja a kormány a tömegközlekedést?
Miten valtio voisi parantaa julkista liikennettä?;How could the state improve public transport?;Hogyan javíthatná az állam a tömegközlekedést?
Mitä tapahtuisi, jos bussit olisivat ilmaisia?;What would happen if buses were free?;Mi történne, ha a buszok ingyenesek lennének?
Onko sinulla polkupyörä?;Do you have a bicycle?;Van biciklided?
Kuvaile polkupyörääsi!;Describe your bike!;Írd le a biciklidet!
Missä säilytät polkupyöräsi?;Where do you keep your bike?;Hol tárolod a biciklidet?
Haluaisitko ostaa polkupyörän?;Would you like to buy a bike?;Szeretnél biciklit venni?
Mistä voi ostaa polkupyörän?;Where can one buy a bike?;Hol lehet biciklit venni?
Ostaisitko käytetyn polkupyörän?;Would you buy a used bike?;Vennél használt biciklit?
Minkähintaisia pyörät ovat siellä missä asut?;What price are bikes where you live?;Mennyibe kerülnek a biciklik ott, ahol laksz?
Mitä tekisit, jos polkupyöräsi rengas puhkeaisi?;What would you do if your bike's tire went flat?;Mit tennél, ha a biciklid gumija leeresztene?
Osaatko korjata puhjenneen renkaan?;Are you able to fix a flat tire?;Tudsz megjavítani egy leeresztett gumit?
Kuinka vanhana opit pyöräilemään?;At what age did you learn to ride a bike?;Hány évesen tanultál biciklizni?
Kuinka paljon pyöräilit lapsena?;How much did you ride a bike as a child?;Mennyit bicikliztél gyerekként?
Kuinka usein pyöräilet nykyään?;How often do you ride a bike these days?;Milyen gyakran biciklizel mostanában?
Oletko koskaan kaatunut pyörällä?;Have you ever fallen off your bike?;Estél már le bicikliről?
Millaisia pyörätyyppejä on olemassa?;What types of bikes are there?;Milyen típusú biciklik léteznek?
Oletko koskaan ajanut sähköpyörällä?;Have you ever ridden an electric bike?;Bicikliztél már elektromos biciklivel?
Oletko koskaan ajanut maastopyörällä?;Have you ever ridden a mountain bike?;Bicikliztél már hegyi biciklivel?
Kuinka monta kilometriä olet pyöräillyt?;How many kilometers have you cycled?;Hány kilométert bicikliztél?
Olisiko sinun mahdollista pyöräillä töihin?;Would it be possible for you to cycle to work?;Lehetséges lenne biciklivel járnod munkába?
Kuinka nopeasti pyörällä voi ajaa?;How fast can one ride on a bike?;Milyen gyorsan lehet biciklizni?
Tarvitaan siellä missä asut pyörälukko?;Do people need a bike lock where you live?;Szükség van biciklizárra ott, ahol laksz?
Varastetaanko polkupyöriä usein?;Are bikes often stolen?;Gyakran lopnak bicikliket?
Onko polkupyöräsi koskaan varastettu?;Has your bike ever been stolen?;Ellopták már a biciklidet?
Osaatko tehdä mitään pyörätemppuja?;Are you able to do any bike tricks?;Tudsz biciklitrükköket csinálni?
Pyöräilläänkö sinun kotimaassasi paljon?;Do many ride a bike in your country?;Sokat bicikliznek az országodban?
Onko pyöräily suosittu urheilulaji kotimaassasi?;Is biking a popular sport in your country?;Népszerű sport a biciklizés az országodban?
Katsotaanko kotimaassasi pyöräkilpailuja?;Do people watch bicycle races in your country?;Nézik az emberek a bicikliversenyeket az országodban?
Pitääkö kotimaassasi käyttää kypärää?;Do you have to use a helmet in your country?;Kötelező sisilát használni az országodban?
Käytätkö itse kypärää, kun pyöräilet?;Do you use a helmet yourself when cycling?;Használsz sisilát biciklizés közben?
Miksi pitää käyttää kypärää pyöräillessä?;Why do you have to use a helmet when biking?;Miért kell sisilát használni biciklizés közben?
Onko pyöräileminen turvallista siellä missä asut?;Is it safe to ride a bike where you live?;Biztonságos biciklizni ott, ahol laksz?
Miten voitaisiin tehdä pyöräilystä turvallisempaa?;How could biking be made safer?;Hogyan lehetne biztonságosabbá tenni a biciklizést?
Onko kaupungissasi erillisiä pyöräteitä?;Are there separate bike lanes in your city?;Vannak külön biciklisávok a városodban?
Millaisia liikennesääntöjä pyöräilijöille on?;What kind of traffic rules are there for cyclists?;Milyen közlekedési szabályok vonatkoznak a biciklisekre?
Kunnioittavatko pyöräilijät liikennesääntöjä?;Do bikers respect the traffic rules?;Betartják a biciklisek a közlekedési szabályokat?
Mitä hyviä puolia pyöräilyssä on?;What are some good sides of cycling?;Mik az előnyei a biciklizésnek?
Mitä huonoja puolia pyöräilyssä on?;What are some disadvantages of cycling?;Mik a hátrányai a biciklizésnek?
Miten voisi kannustaa ihmisiä pyöräilemään?;How could people be encouraged to cycle?;Hogyan lehetne ösztönözni az embereket biciklizésre?
Missä tilanteissa polkupyörä on hyödyllinen?;In what situations is a bike useful?;Milyen helyzetekben hasznos a bicikli?
Milloin pyörästä on enemmän hyötyä kuin autosta?;When is a bike more useful than a car?;Mikor hasznosabb a bicikli, mint az autó?
Onko sinulla moottoripyörä?;Do you have a motorbike?;Van motorod?
Osaatko ajaa moottoripyörällä?;Do you know how to ride a motorcycle?;Tudsz motorozni?
Minkävärisiä taksit ovat siellä missä asut?;What color are the taxis where you live?;Milyen színűek a taxik ott, ahol laksz?
Onko siellä missä asut paljon takseja?;Are there many taxis where you live?;Sok taxi van ott, ahol laksz?
Oletko koskaan käyttänyt taksia?;Have you ever used a taxi?;Használtál már taxit?
Milloin käytät taksia?;When do you use a taxi?;Mikor szoktál taxit használni?
Matkustatko säännöllisesti taksilla?;Do you regularly travel by taxi?;Rendszeresen utazol taxival?
Tiedätkö, kuinka paljon taksi maksaa kotimaassasi?;Do you know how much a taxi costs in your country?;Tudod, mennyibe kerül a taxi az országodban?
Tiedätkö, kuinka paljon taksi maksaa Suomessa?;Do you know how much a taxi costs in Finland?;Tudod, mennyibe kerül a taxi Finnországban?
Ovatko taksit kalliita? Miksi?;Are taxis expensive? Why?;Drágák a taxik? Miért?
Miten voit tilata taksin?;How can you call a cab?;Hogyan rendelhetsz taxit?
Istutko taksissa etu- vai takapenkillä?;Do you sit in the front or the rear seat in a taxi?;Elöl vagy hátul ülsz a taxiban?
Onko taksilla matkustaminen turvallista?;Is it safe to travel by taxi?;Biztonságos taxival utazni?
