Finnish;English;Hungarian
(Oletko koskaan) lintsannut?;(Have you ever) skipped school?;(Lógni szoktál már valaha) az iskolából?
(Oletko koskaan) lomaillut Thaimaassa?;(Have you ever) vacationed in Thailand?;(Nyaraltál már valaha) Thaiföldön?
(Oletko koskaan) luistellut järven jäällä?;(Have you ever) skated on a lake's ice?;(Korcsolyáztál már valaha) egy tó jegén?
(Oletko koskaan) lukenut suomenkielistä kirjaa?;Have you read a book in Finnish?;(Olvastál már valaha) finn nyelvű könyvet?
(Oletko koskaan) luntannut kokeissa?;(Have you ever) cheated in exams?;(Csaltál már valaha) vizsgán?
(Oletko koskaan) luovuttanut verta?;(Have you ever) donated blood?;(Adtál már valaha) vért?
(Oletko koskaan) lypsänyt lehmää?;(Have you ever) milked a cow?;(Fejtél már valaha) tehenet?
(Oletko koskaan) lyönyt ketään?;(Have you ever) hit anyone?;(Megütöttél már valaha) valakit?
(Oletko koskaan) matkustanut jäniksenä?;(Have you ever) used transportation without paying?;(Utaztál már valaha) fizetés nélkül?
(Oletko koskaan) matkustanut Rovaniemelle?;(Have you ever) traveled to Rovaniemi?;(Utaztál már valaha) Rovaniemi-be?
(Oletko koskaan) matkustanut yöjunalla?;(Have you ever) traveled by night train?;(Utaztál már valaha) éjszakai vonaton?
(Oletko koskaan) murtanut luutasi?;(Have you ever) broken a bone?;(Törted már valaha) a csontodat?
(Oletko koskaan) myynyt jotain itsetehtyä?;(Have you ever) sold something homemade?;(Eladtál már valaha) valami házi készítésűt?
(Oletko koskaan) myynyt tavaroita kirpputorilla?;(Have you ever) sold things in a second-hand store?;(Eladtál már valaha) dolgokat bolhapiacon?
(Oletko koskaan) myöhästynyt lennolta?;(Have you ever) missed a flight?;(Késésben voltál már valaha) a járatról?
(Oletko koskaan) naarmuttanut autoa?;(Have you ever) scratched a car?;(Megkarcoltál már valaha) egy autót?
(Oletko koskaan) nielaissut purukumia?;(Have you ever) swallowed chewing gum?;(Lenyeltél már valaha) rágógumit?
(Oletko koskaan) nukahtanut bussissa?;(Have you ever) fallen asleep on a bus?;(Elaludtál már valaha) a buszon?
(Oletko koskaan) nukahtanut koulussa?;(Have you ever) fallen asleep in school?;(Elaludtál már valaha) az iskolában?
(Oletko koskaan) nukkunut metsässä?;(Have you ever) slept in a forest?;(Aludtál már valaha) az erdőben?
(Oletko koskaan) nukkunut pommiin?;(Have you ever) slept through your alarm?;(Átaludtad már valaha) az ébresztőt?
(Oletko koskaan) nähnyt kirahvia luonnossa?;(Have you ever) seen a giraffe in the wild?;(Láttál már valaha) zsiráfot a természetben?
(Oletko koskaan) ollut gondoliajelulla?;(Have you ever) been on a gondola ride?;(Jártál már valaha) gondolázni?
(Oletko koskaan) ollut hautajaisissa?;(Have you ever) been to a funeral?;(Jártál már valaha) temetésen?
(Oletko koskaan) ollut kolarissa?;(Have you ever) been in a car accident?;(Részt vettél már valaha) autóbalesetben?
(Oletko koskaan) ollut krapulassa?;(Have you ever) had a hangover?;(Volt már valaha) másnapos érzésed?
(Oletko koskaan) ollut leikkauksessa?;(Have you ever) been in surgery?;(Műtéten voltál már valaha)?
(Oletko koskaan) ollut lapsenvahtina?;(Have you ever) been a babysitter?;(Bébiszitterként dolgoztál már valaha)?
(Oletko koskaan) ollut lomalla Suomessa?;(Have you ever) been on vacation in Finland?;(Nyaraltál már valaha) Finnországban?
(Oletko koskaan) ollut lähellä kuolemaa?;(Have you ever) been close to death?;(Voltal már valaha) közel a halálhoz?
(Oletko koskaan) ollut poliisiauton kyydissä?;(Have you ever) been in a police car?;(Ültél már valaha) rendőrautóban?
(Oletko koskaan) ollut televisiossa?;(Have you ever) been on TV?;(Megjelentél már valaha) a tévében?
(Oletko koskaan) ollut töissä ruokakaupassa?;(Have you ever) worked in a grocery store?;(Dolgoztál már valaha) élelmiszerboltban?
(Oletko koskaan) ollut yötöissä?;(Have you ever) worked at night?;(Dolgoztál már valaha) éjszakai műszakban?
(Oletko koskaan) omistanut koiraa?;(Have you ever) owned a dog?;(Volt már valaha) kutyád?
(Oletko koskaan) opiskellut ammattikoulussa?;(Have you ever) studied in a vocational school?;(Tanultál már valaha) szakiskolában?
(Oletko koskaan) opiskellut kiinan kieltä?;(Have you ever) studied Chinese?;(Tanultál már valaha) kínai nyelvet?
(Oletko koskaan) oppinut ohjelmointikieltä?;(Have you ever) learned a programming language?;(Tanultál már valaha) programozási nyelvet?
(Oletko koskaan) osallistunut laulukilpailuun?;(Have you ever) participated in a singing competition?;(Részt vettél már valaha) énekversenyen?
(Oletko koskaan) ostanut sähköpöytää?;(Have you ever) bought an electric table?;(Vettél már valaha) elektromos asztalt?
(Oletko koskaan) pelannut tietokonepeliä?;(Have you ever) played a computer game?;(Játszottál már valaha) számítógépes játékot?
(Oletko koskaan) perustanut omaa yritystä?;(Have you ever) started your own business?;(Alapítottál már valaha) saját vállalkozást?
(Oletko koskaan) piileskellyt pöydän alla?;(Have you ever) hidden underneath a table?;(Elbújtál már valaha) egy asztal alatt?
(Oletko koskaan) pudottanut puhelintasi vessaan?;(Have you ever) dropped your phone into the toilet?;(Leesett már valaha) a telefonod a WC-be?
(Oletko koskaan) purrut kieleesi?;(Have you ever) bit your tongue?;(Megcsípted már valaha) a nyelved?
(Oletko koskaan) pyytänyt naapuriltasi apua?;(Have you ever) asked your neighbor for help?;(Kértél már valaha) segítséget a szomszédodtól?
(Oletko koskaan) pyörtynyt?;(Have you ever) fainted?;(Elájultál már valaha)?
(Oletko koskaan) pyöräillyt ilman kypärää?;(Have you ever) driven a bike without a helmet?;(Bicikliztél már valaha) sisak nélkül?
(Oletko koskaan) pyöräillyt yli 20:tä kilometriä?;(Have you ever) biked for more than 20 kilometers?;(Tekeredtél már valaha) több mint 20 kilométert?
(Oletko koskaan) rakentanut lumiukkoa?;(Have you ever) built a snowman?;(Építettél már valaha) hóembert?
(Oletko koskaan) ratsastanut?;(Have you ever) done horse riding?;(Lovagoltál már valaha)?
(Oletko koskaan) saanut nopeussakkoa?;(Have you ever) received a speeding ticket?;(Kapott már valaha) sebességbüntetést?
(Oletko koskaan) saanut paniikkikohtausta?;(Have you ever) had a panic attack?;(Volt már valaha) pánikrohamod?
(Oletko koskaan) soittanut pianoa?;(Have you ever) played the piano?;(Zongoráztál már valaha)?
(Oletko koskaan) suudellut vesisateessa?;(Have you ever) kissed in the rain?;(Csókoltál már valaha) esőben?
(Oletko koskaan) synnyttänyt lasta?;(Have you ever) given birth?;(Szültél már valaha) gyermeket?
(Oletko koskaan) syönyt hyönteistä?;(Have you ever) eaten an insect?;(Ettél már valaha) rovarokat?
(Oletko koskaan) syönyt lunta?;(Have you ever) eaten snow?;(Ettél már valaha) havat?
(Oletko koskaan) syönyt mämmiä?;(Have you ever) eaten mämmi?;(Ettél már valaha) mämmit?
(Oletko koskaan) tahallasi rikkonut jotain?;(Have you ever) broken anything on purpose?;(Törted már valaha) szándékosan valamit?
(Oletko koskaan) tanssinut sateessa?;(Have you ever) danced in the rain?;(Táncoltál már valaha) esőben?
(Oletko koskaan) tarvinnut hammasrautoja?;(Have you ever) needed braces?;(Szükséged volt már valaha) fogszabályzóra?
(Oletko koskaan) tavannut presidenttiä?;(Have you ever) met a president?;(Találkoztál már valaha) elnökkel?
(Oletko koskaan) teeskennellyt nukkuvaa?;(Have you ever) pretended to be asleep?;(Tettetett már valaha) alvást?
(Oletko koskaan) tehnyt omia nettisivuja?;(Have you ever) made your own website?;(Készítettél már valaha) saját weboldalt?
(Oletko koskaan) tehnyt raskaustestiä?;(Have you ever) done a pregnancy test?;(Csináltál már valaha) terhességi tesztet?
(Oletko koskaan) toiminut tulkkina?;(Have you ever) worked as an interpreter?;(Dolgoztál már valaha) tolmácsként?
(Oletko koskaan) törmännyt lasioveen?;(Have you ever) walked into a glass door?;(Ütköztél már valaha) üvegajtónak?
(Oletko koskaan) uinut avannossa?;(Have you ever) done ice swimming?;(Úsztál már valaha) jéglyukban?
(Oletko koskaan) uinut vaatteet päällä?;(Have you ever) swum with your clothes on?;(Úsztál már valaha) ruhában?
(Oletko koskaan) uinut valtameressä?;(Have you ever) swum in an ocean?;(Úsztál már valaha) óceánban?
(Oletko koskaan) unohtanut syntymäpäivääsi?;(Have you ever) forgotten your birthday?;(Elfelejtetted már valaha) a születésnapodat?
(Oletko koskaan) valehdellut iästäsi?;(Have you ever) lied about your age?;(Hazudtál már valaha) a korodról?
(Oletko koskaan) valvonut kokonaista yötä?;(Have you ever) stayed up the whole night?;(Ébren voltál már valaha) egész éjszaka?
(Oletko koskaan) voittanut yli 100 euroa?;(Have you ever) won more than 100 euros?;(Nyertél már valaha) több mint 100 eurót?
(Oletko koskaan) värjännyt hiuksiasi punaisiksi?;(Have you ever) dyed your hair red?;(Festetted már valaha) vörösre a hajad?
(Oletko koskaan) yöpynyt teltassa?;(Have you ever) spent the night in a tent?;(Töltöttél már valaha) éjszakát sátorban?
