Finnish;English;Hungarian
Mitä harrastetaan sisätiloissa?;What do people do for a hobby inside?;Mit csinálnak az emberek hobbi gyanánt beltéren?
Mitä harrastetaan ulkona?;What do people do for a hobby outside?;Mit csinálnak az emberek hobbi gyanánt kint?
Mitä Suomessa voi harrastaa talvella?;What hobbies can you do in Finland during winter?;Milyen hobbikat lehet csinálni Finnországban télen?
Mitä kesällä voi harrastaa?;What hobbies can you do during summer?;Milyen hobbikat lehet csinálni nyáron?
Harrastatko eri asioita eri vuodenaikoina?;Do you have different hobbies in different seasons?;Vannak különböző hobbijaid évszaktól függően?
Onko opiskeleminen harrastus?;Is studying a hobby?;A tanulás hobbi?
Voiko työ olla harrastus?;Can work be a hobby?;Lehet a munka hobbi?
Voiko nukkuminen olla harrastus?;Can sleeping be a hobby?;Lehet az alvás hobbi?
Mitä ihmiset harrastivat 100 vuotta sitten?;What did people do as a hobby 100 years ago?;Mit csináltak az emberek hobbiként 100 évvel ezelőtt?
Ovatko kaikki harrastukset maksullisia?;Do all hobbies cost money?;Minden hobbi pénzbe kerül?
Mitkä harrastukset ovat kalliita?;Which hobbies are expensive?;Mely hobbik drágák?
Mitä voi harrastaa ilmaiseksi?;What can you do for free?;Mit lehet ingyen csinálni hobbi gyanánt?
Keksitkö vaarallisia harrastuksia?;Can you think of any dangerous hobbies?;Tudsz gondolni veszélyes hobbikra?
Missä harrastuksissa hikoillaan paljon?;During what hobbies do people sweat a lot?;Mely hobbik során izzadnak sokat az emberek?
Missä harrastuksissa istutaan paljon?;During what hobbies do people sit a lot?;Mely hobbik során ülnek sokat az emberek?
Mitä internetissä voi harrastaa?;What can you do as a hobby on the internet?;Mit lehet csinálni hobbi gyanánt az interneten?
Mikä harrastus on tällä hetkellä suosittu?;What hobby is currently popular?;Mely hobbi a legnépszerűbb most?
Mitä ei harrasteta enää paljon?;What don't people do a lot anymore for a hobby?;Mit nem csinálnak már sokan hobbi gyanánt?
Tiedätkö, missä voit harrastaa liikuntaa?;Do you know where you can do sports?;Tudod, hol lehet sportolni?
Missä voit harrastaa käsitöitä kaupungissasi?;Where can you do crafts in your city?;Hol lehet kézműveskedni a városodban?
Tiedätkö, mitä työväenopistossa voi harrastaa?;What can one do for a hobby in community college?;Mit lehet hobbi gyanánt csinálni a közösségi főiskolán?
Mikä on hyvä ikä aloittaa harrastus?;What's a good age to start a hobby?;Mi a jó életkor egy hobbi elkezdésére?
Mitä jos lapsi haluaa lopettaa harrastuksensa?;What if a child wants to quit their hobby?;Mi történik, ha a gyerek abba akarja hagyni a hobbiját?
Voiko äiti pakottaa lapsiaan harrastamaan?;Can a mother force her children to have a hobby?;Képes az anya rákényszeríteni a gyerekeit hobbi gyakorlására?
Mikä on hyvä harrastus 6-vuotiaalle lapselle?;What is a good hobby for a 6-year-old child?;Mi a jó hobbi egy 6 éves gyereknek?
Mikä on hyvä harrastus 8-vuotiaalle lapselle?;What is a good hobby for an 8-year-old child?;Mi a jó hobbi egy 8 éves gyereknek?
Mikä on hyvä harrastus teini-ikäiselle?;What's a good hobby for a teenager?;Mi a jó hobbi egy tinédzsernek?
Mikä ei ole sopiva harrastus lapselle / teinille?;What's not a suitable hobby for a child / teenager?;Mi nem megfelelő hobbi egy gyereknek / tinédzsernek?
Kuinka vanhana musiikkia voi alkaa harrastaa?;At what age can you start playing music?;Milyen korban lehet elkezdeni zenélni hobbi gyanánt?
Mitä ylivilkas lapsi voisi harrastaa?;What could an overactive child do for a hobby?;Mit csinálhat egy túlpörgött gyerek hobbi gyanánt?
Mitä todella ujo lapsi voisi harrastaa?;What could a really shy child do for a hobby?;Mit csinálhat egy nagyon félénk gyerek hobbi gyanánt?
Mikä harrastus sopii hyvin keski-ikäisille?;What hobby is well suited for middle-aged people?;Mely hobbi illik jól a középkorúakhoz?
Voivatko vanhukset yhä harrastaa jotain?;Can the elderly still have hobbies?;Lehetnek-e még a időseknek hobbijaik?
Mitä itse haluat harrastaa, kun olet vanha?;What hobby do you want to do when you're old?;Mit szeretnél hobbi gyanánt csinálni, amikor öreg leszel?
Mitä haluat harrastaa, kun olet eläkkeellä?;What do you want to do when you retire?;Mit szeretnél csinálni nyugdíjas korodban?
Voiko harrastus pitää jonkun pois pahoilta teiltä?;Can a hobby keep someone away from bad habits?;Egy hobbi távol tarthat valakit a rossz szokásoktól?
Mitä sinun kotimaassasi harrastetaan paljon?;What do people often do for a hobby in your country?;Mit csinálnak sokan hobbi gyanánt az országodban?
Mitä kotimaassasi ei harrasteta?;What hobbies do people not do in your country?;Mit nem csinálnak hobbi gyanánt az országodban?
Mitä naiset harrastavat kotimaassasi?;What hobbies do women have in your country?;Milyen hobbik vannak a nőknek az országodban?
Mitä miehet harrastavat kotimaassasi?;What hobbies do men have in your country?;Milyen hobbik vannak a férfiaknak az országodban?
Mitä lapset harrastavat kotimaassasi?;What hobbies do children have in your country?;Milyen hobbik vannak a gyerekeknek az országodban?
Pitääkö vapaa-ajan vietto olla produktiivista?;Does leisure have to be productive?;A szabadidőnek produktívnak kell lennie?
Osaatko "vain olla"?;Are you able to "just be"? Are you able to just do nothing?;Képes vagy "csak lenni"? Képes vagy semmit sem csinálni?
Tarvitsetko aina tekemistä? Miksi?;Do you always have to have something to do? Why?;Mindig kell valamit csinálnod? Miért?
Tarvitsetko vapaa-aikaa? Miksi?;Do you need spare time? Why?;Szükséged van szabadidőre? Miért?
Miten voisit saada enemmän vapaa-aikaa?;How could you get more free time?;Hogyan szerezhetnél több szabadidőt?
Miksi ihmisillä on harrastuksia?;Why do people have hobbies?;Miért van az embereknek hobbija?
Ovatko kotiaskareet vapaa-ajan viettoa?;Are household chores a pastime?;A házimunka szabadidős tevékenység?
Mihin tarvitaan vapaa-aikaa?;What does one need free time for?;Miért van szükség szabadidőre?
Onko vapaa-aika tärkeää hyvinvoinnille?;Is free time important for our well-being?;Fontos a szabadidő a jólétünk szempontjából?
Voiko olla liikaa vapaa-aikaa?;Can one have too much free time?;Lehet túl sok szabadidő?
Voiko harrastaa liian montaa asiaa?;Is it possible to have too many hobbies?;Lehet túl sok hobbid egyszerre?
Mitä tarkoittaa hyötyliikunta?;What does hyötyliikunta mean?;Mit jelent a "hasznos mozgás"?
Onko ihmisillä nykyään paljon vapaa-aikaa?;Do people have a lot of free time these days?;Az embereknek sok szabadidejük van manapság?
Millaisilla ihmisillä on vähiten vapaa-aikaa?;What type of people have the least free time?;Milyen embereknek van a legkevesebb szabadidejük?
Millaisilla ihmisillä on eniten vapaa-aikaa?;What type of people have the most free time?;Milyen embereknek van a legtöbb szabadidejük?
Missä nuoret viettävät vapaa-aikaansa?;Where do youngsters spend their free time?;Hol töltik a fiatalok a szabadidejüket?
Täytyykö kaikkien lasten harrastaa jotakin?;Do all children have to have a hobby?;Minden gyereknek kell hobbija legyen?
Mitkä näistä harrastuksista kiinnostavat sinua? Miksi?;Which of these hobbies interest you? Why?;Mely hobbik érdekelnek téged ezek közül? Miért?
Mitkä näistä harrastuksista eivät kiinnosta sinua? Miksi ei?;Which of these hobbies don't interest you? Why not?;Mely hobbik nem érdekelnek téged ezek közül? Miért nem?
postimerkkien keräily, postimerkkeily;collecting stamps, philately;bélyeggyűjtés, filatélia
tanssiminen (baletti, samba, intialainen tanssi);dancing (ballet, samba, Indian dancing);tánc (balett, szamba, indiai tánc)
neulonta;needlework;hímzés, kötés
keramiikka;pottery;kerámia
syvänmerensukellus;deep sea diving;mélytengeri búvárkodás
lukeminen;reading;olvasás
pianon / kitaran / viulun soittaminen;playing the piano / guitar / violin;zongora / gitár / hegedű játék
puutarhanhoito;gardening;kertészkedés
lintubongaus;bird watching;madármegfigyelés
ruoanlaitto;cooking;főzés
laulaminen (karaoke, kuorolaulu);singing (karaoke, choir singing);éneklés (karaoke, kórus)
avantouinti;winter swimming;téli úszás
kalastus;fishing;horgászat
maalaaminen;painting;festés
juokseminen;running;futás
vuorikiipeily;mountain climbing;hegymászás
