Finnish;English;Hungarian
rikastua;to become rich(er);gazdagodni
laihduttaa;to diet;fogyókúrázni
lihottaa;to fatten up;elhízni
laihtua;to lose weight;fogyni
lihoa;to gain weight (without dieting);hízni
palauttaa;to return;visszaadni
lainata jollekin;to lend;kölcsönadni
lainata joltakin;to borrow;kölcsönkérni valakitől
leikkiä;to play;játszani
työskennellä;to work;dolgozni
lievittää;to alleviate;enyhíteni
pahentaa;to aggravate;rosszabbá tenni
liikkua;to move;mozogni
pysyä liikkumattomana;to remain motionless;mozdulatlannak maradni
lisätä;to add;hozzáadni
vähentää;to subtract;csökkenteni
lomailla;to vacation;nyaralni
lukita;to lock;bezárni
luoda;to create;alkotni
tuhota;to destroy;megsemmisíteni
luottaa;to trust;bízni
epäillä;to doubt;kétségbe vonni
lähteä;to leave;elindulni
jäädä;to stay;maradni
lämmetä;to become warm(er);melegedni
kylmetä;to become cold(er);hidegedni
löytyä;to be found;megtalálható
hävitä / kadota;to disappear / vanish (e.g. my keys disappear);eltűnni
löytää;to find;megtalálni
hukata / kadottaa;to lose / misplace (e.g. I lose my keys);elveszíteni
mennä naimisiin;to marry;házasodni
erota;to divorce;elválni
muistaa;to remember;emlékezni
unohtaa;to forget;elfelejteni
muuttua;to change;megváltozni
pysyä samana;to stay the same;ugyanolyannak maradni
myöhästyä;to be late;késni
olla ajoissa;to be on time;időben érkezni
myöntää;to admit;beismerni
kiistää;to deny;tagadni
niittää;to reap;aratni
kylvää;to sow;vetni
nostaa;to lift up;felemelni
laskea;to put down (e.g. I lift up a chair);letenni
nousta ylös;to get up;felkelni
istua alas;to sit down;leülni
nukahtaa;to fall asleep;elaludni
herätä;to wake up;felébredni
nukkua;to sleep;aludni
olla hereillä;to be awake;ébren lenni
näyttää;to show;mutatni
piilottaa;to hide (e.g. I hide my money);elrejteni
olla samaa mieltä;to agree;egyetérteni
olla eri mieltä;to disagree;nemszerint lenni
onnistua;to succeed;sikerülni
epäonnistua;to fail;megbukni
opettaa;to teach;tanítani
oppia;to learn;tanulni
ostaa;to buy;venni
myydä;to sell;eladni
osua;to hit;eltalálni
ampua ohi;to miss (targets);nem találni
ottaa huomioon;to take into account;figyelembe venni
jättää huomiotta;to ignore;figyelmen kívül hagyni
paheta;to get worse;rosszabbodni
parantua;to get better;javulni
pitää kiinni;to hold on;ragaszkodni
päästää irti;to let go;elengedni
puhdistaa;to clean;tisztítani
liata;to make dirty;bemocskolni
puhua;to speak;beszélni
olla hiljaa;to be quiet;csendben lenni
pukea;to dress;felöltözni
riisua;to undress;levetkőzni
puoltaa;to advocate for;mellett szólni
vastustaa;to oppose;ellenkezni
pyytää;to request;kérni
vaatia;to demand;követelni
rakastaa;to love;szeretni
vihata;to hate;utálni
rankaista;to punish;megbüntetni
palkita;to reward;jutalmazni
rauhoittua;to calm down;megnyugodni
hermostua;to get nervous;ideges lenni
riidellä;to argue;veszekedni
sopia riita;to make up;megbékélni
rikkoa;to break;eltörni / tönkretenni
korjata;to fix;megjavítani
saapua;to arrive;megérkezni
sairastua;to get sick;megbetegedni
toipua;to recover;felépülni
sallia;to allow;engedni
kieltää;to forbid;tiltani
sammuttaa;to turn off, to extinguish;kikapcsolni, eloltani
käynnistää;to turn on;bekapcsolni
sytyttää;to ignite (e.g. candle);meggyújtani
sataa;to rain;esni
paistaa;to shine; sütni / ragyogni
siistiä;to tidy up;rendbe tenni
sotkea;to mess up;összezavarni / összekoszolni
suurentaa;to enlarge;nagyítani
pienentää;to make smaller;kicsinyíteni
syödä;to eat;enni
paastota;to fast;böjtölni
säilyttää;to keep;megőrizni
heittää pois;to throw away;eldobni
tuhlata;to splurge / waste;pazarlani
säästää;to save;megtakarítani
työntää;to push;tolni
vetää;to pull;húzni
täyttää;to fill;megtölteni
tyhjentää;to empty;kiüríteni
upota;to sink;elsüllyedni
kellua;to float;lebegni
valehdella;to lie;hazudni
puhua totta;to tell the truth;igazat mondani
valvoa;to stay up;ébren maradni
vangita;to imprison;bebörtönözni
vapauttaa;to release;felszabadítani
vanheta;to get old(er);öregedni
nuoreta;to get young(er);megfiatalodni
vähätellä;to understate;alábecsül
liioitella;to overstate / exaggerate;eltúlozni
yhdistää;to combine;összekapcsolni
erottaa;to separate;elválasztani
yksinkertaistaa;to simplify;egyszerűsíteni
monimutkaistaa;to complicate;bonyolítani
yliarvioida;to overestimate;túlbecsülni
aliarvioida;to underestimate;alábecsülni
