Finnish;English;Hungarian
Olen opiskellut suomea viikon.;I have been studying Finnish for a week.;Egy hete tanulok finnül
Olen opiskellut suomea kaksi viikkoa.;I have been studying Finnish for two weeks.;Két hete tanulok finnül
Olen opiskellut suomea koko viikon.;I have been studying Finnish the whole week.;Egész héten tanultam finnül
Opiskelen suomea tällä viikolla.;I (will) study Finnish this week.;Ezen a héten tanulok finnül
Opiskelen suomea ensi viikolla.;I will study Finnish next week.;Jövő héten tanulok finnül
Opiskelin suomea viime viikolla.;I studied Finnish last week.;Múlt héten tanultam finnül
Opiskelin suomea viikko sitten.;I studied Finnish a week ago.;Egy hete tanultam finnül
Opiskelin suomea kolme viikkoa sitten.;I studied Finnish three weeks ago.;Három hete tanultam finnül
Opiskelen suomea viikon päästä.;I will study Finnish a week from now.;Egy hét múlva tanulok finnül
Opiskelen suomea kahden viikon päästä.;I will study Finnish two weeks from now.;Két hét múlva tanulok finnül
Opiskelen suomea viikon kuluttua.;I will study Finnish a week from now.;Egy hét múlva tanulok finnül
Opiskelen suomea kolmen viikon kuluttua.;I will study Finnish three weeks from now.;Három hét múlva tanulok finnül
Opiskelen suomea kerran viikossa.;I study Finnish once a week.;Hetente egyszer tanulok finnül
Opiskelen suomea kolme kertaa viikossa.;I study Finnish three times a week.;Hetente háromszor tanulok finnül
Opiskelen suomea ensi viikosta alkaen.;I will study Finnish starting next week.;Jövő héttől kezdve tanulok finnül
Opiskelen suomea ensi viikosta lähtien.;I will study Finnish starting next week.;Jövő héttől kezdve tanulok finnül
Opiskelen suomea joka viikko.;I study Finnish every week.;Minden héten tanulok finnül
Opiskelen suomea joka toinen viikko.;I study Finnish every other week.;Minden második héten tanulok finnül
Opin suomea viikossa.;I learned Finnish in a week.;Egy hét alatt tanultam finnül
Opin suomea kahdessa viikossa.;I learned Finnish in two weeks.;Két hét alatt tanultam finnül
Olen lomalla maanantaina.;I'm on vacation on Monday.;Hétfőn szabadságon vagyok
Olen lomalla ensi maanantaina.;I'm on vacation next Monday.;Jövő hétfőn szabadságon vagyok
Olen lomalla tulevana maanantaina.;I'm on vacation coming Monday.;A következő hétfőn szabadságon vagyok
Olen lomalla maanantaisin.;I'm on vacation on Mondays.;Hétfőnként szabadságon vagyok
Olin lomalla viime maanantaina.;I was on vacation last Monday.;Múlt hétfőn szabadságon voltam
Olen lomalla ensi maanantaista.;I'm on vacation starting next Monday.;Jövő hétfőtől szabadságon vagyok
Olen lomalla maanantaista lähtien.;I'm on vacation starting from Monday.;Hétfőtől kezdve szabadságon vagyok
Olen lomalla maanantaista alkaen.;I'm on vacation starting from Monday.;Hétfőtől kezdve szabadságon vagyok
Olen lomalla joka toinen maanantai.;I'm on vacation every other Monday.;Minden második hétfőn szabadságon vagyok
Olen lomalla maanantaiaamuna.;I'm on vacation during Monday morning.;Hétfő reggel szabadságon vagyok
Olen lomalla koko maanantain.;I'm on vacation Monday the whole day.;Egész hétfőn szabadságon vagyok
Olen lomalla maanantaista perjantaihin.;I'm on vacation from Monday till Friday.;Hétfőtől péntekig szabadságon vagyok
Olen lomalla maanantaihin asti.;I'm on vacation until Monday.;Hétfőig szabadságon vagyok
