Finnish;English;Hungarian
ryppy;wrinkle;ránc
kaulus;collar;gallér
rekisterikilpi;license plate;rendszámtábla
hameenhelma;hemline (skirt);szoknyaszegély
erakko;hermit;remete
suihkumyssy;shower cap;zuhanysapka
rupi;scab;korpásodás
kiipeilyteline;monkey bars;mászóká
nuohooja;chimney sweeper;kéményseprő
salaluukku;trap door;csapóajtó
luolamaalaus;cave painting;barlangrajz
rukki;spinning wheel;orsó
suorakulmio;rectangle;téglalap
riippumatto;hammock;kókuszfotel (hinta)
liikenne;traffic;forgalom
napa;belly button;köldök
nappi;button;gomb
noppa;dice;dobókocka
kaide;railing;korlát
sauma;seam;varrás
luoti;bullet;golyó
sormustin;thimble;gyűszű
jousi;bow (weapon);íj
kansi;lid, cover;fedél
räätäli;tailor;szabó
kirjain;letter (e.g. A);betű
tavu;syllable;szótag
palju;hot tub;jakuzzi
saniainen;fern;páfrány
puro;brook, stream;patak
lähde;source, spring;forrás
pohja;bottom, base;alap
vilkku;blinker (of car);index
varsa;foal (of horse);csikó
kranssi;wreath;koszorú
tiili;brick;tégla
ruuti;gun powder;lőpor
aukio;square (in city);tér
ympyrä;circle;kör
selain;browser;böngésző
sulake;fuse (electrical);biztosíték
jättiläinen;giant;óriás
tarra;sticker;matrica
yleisö;audience;közönség
taapero;toddler;kisgyermek
leija;kite;papírsárkány
haima;pancreas;hasnyálmirigy
pelto;field;mező
niitty;meadow;rét
sylki;saliva;nyál
avanne;stoma; sztóma
raita;stripe;csík
solmu;knot;csomó
kuvake;icon (on computer);ikon
aalto;wave;hullám
lihas;muscle;izom
kimalle;glitter;csillám
kangas;fabric;anyag
rehtori;principal, headmaster;igazgató
kytkin;switch;kapcsoló
meklari;broker;bróker
pilkku;comma;vessző
peruukki;wig;paróka
vaippa;diaper;pelenka
arpi;scar;hegesedés
hiha;sleeve;ujj
tontti;land lot;telek
kaivo;well (water);kút
joukkue;team (in sports);csapat
neste;liquid;folyadék
heijastin;safety reflector;reflektor
pinta;surface;felszín
viuhka;hand fan;legyező
siittiö;sperm;spermium
varjo;shadow;árnyék
sokkelo;maze;labirintus
tuote;product;termék
tynnyri;barrel;hordó
aita;fence;kerítés
tärpätti;turpentine;terpentin
kolikko;coin;érme
lätäkkö;puddle;kátyú
lyhty;lantern;lámpás
mustelma;bruise;zúzódás
sarana;hinge (e.g. door);pánt
yksilö;individual;egyén
uhri;victim;áldozat
orpo;orphan;árva
tappio;loss (not a win);veszteség
pylväs;pillar;oszlop
paavi;pope;pápa
tupsu;tassel (of threads);bojtos
myrkky;poison;mérgező
luuta;broom;söprű
paasto;fasting;böjt
taikina;dough;tészta
heimo;tribe;törzs
typpi;nitrogen;nitrogén
savuke;cigarette;cigaretta
krapula;hangover;kóma (more literally: részeg utáni állapot)
ennustaja;fortune teller;jós
teltta;tent;sátor
tatuointi;tattoo;tetoválás
piiska;whip;ostor
nero;genius;zseni
sänki;stubble (beard);borosta
oksa;branch;ág
konna;villain;gazember
oja;ditch;árok
rätti;rag;rongy
kylä;village;falu
ansa;trap;csapda
vanki;prisoner;börtönlakó
veistos;sculpture;szobor
