Finnish;English;Hungarian
Paljonko palkkaa sait ensimmäisessä työpaikassasi?;How much salary did you get in your first workplace?;Mennyi fizetést kaptál az első munkahelyeden?
Kuinka iso rooli palkalla on työpaikan valinnassa?;How big a role does salary play when choosing a job?;Mekkora szerepe van a fizetésnek a munkahely választásban?
Miksi palkoista puhutaan vain harvoin?;Why are salaries / wages rarely talked about?;Miért beszélnek ritkán a fizetésekről?
Mihin säästät tällä hetkellä rahaa?;What are you saving money for right now?;Mire spórolsz most?
Mitä varten säästät rahaa?;For what are you saving money?;Mi célból teszel félre pénzt?
Onko sinulla säästötili?;Do you have a savings account?;Van takarékszámlád?
Kuinka paljon säästät joka kuukausi?;How much do you save each month?;Mennyit takarítasz meg havonta?
Miten säästät rahaa?;How do you save money?;Hogyan spórolsz pénzt?
Onko rahan säästäminen hankalaa?;Is saving money difficult?;Nehéz pénzt megtakarítani?
Pistätkö rahaa säästöön?;Do you put money away for saving?;Teszel félre pénzt?
Katsotko kaupassa aina tarkasti hintoja?;Do you always look closely at prices in the store?;Mindig figyeled az árakat a boltban?
Vertailetko hintoja ennen kuin ostat jotain?;Do you compare prices before you buy something?;Összehasonlítod az árakat vásárlás előtt?
Ostatko koskaan käytettyjä tavaroita?;Do you ever buy used items?;Veszel néha használt dolgokat?
Tykkäätkö käydä kirpputoreilla?;Do you like to go to flea markets?;Szeretsz bolhapiacra járni?
Mikä on kallein asia, jonka olet ostanut?;What is the most expensive thing you have bought?;Mi a legdrágább dolog, amit vettél?
Mitä ostit viimeksi alennusmyynneistä?;What did you last buy on discount?;Mit vettél legutóbb akciósan?
Maksatko mielestäsi paljon veroa?;Do you think you pay a lot of taxes?;Szerinted sok adót fizetsz?
Miten ruokamenoissa voi säästää?;How can you save on food costs?;Hogyan lehet spórolni az ételköltségeken?
Kuinka iso palkka riittäisi sinulle elämiseen?;How big a salary would be enough for you to live on?;Mekkora fizetés lenne elég a megélhetésre?
Onko sinulla luottokortti?;Do you have a credit card?;Van hitelkártyád?
Mihin käytät luottokorttiasi?;What do you use your credit card for?;Mire használod a hitelkártyádat?
Oletko sinä velkaa pankille?;Do you owe the bank?;Tartozol a banknak?
Oletko ottanut lainan pankista?;Have you taken a loan from a bank?;Vettél már fel hitelt bankból?
Onko sinulla asuntolaina?;Do you have a mortgage?;Van lakáshiteled?
Onko sinulla opintolaina?;Do you have a student loan?;Van diákhiteled?
Kuinka suuri korko lainoissa on?;What is the interest rate on loans?;Mekkora a hitelek kamata?
Mihin sinulla ei ole varaa tällä hetkellä?;What can't you afford at the moment?;Mit nem engedhetsz meg magadnak most?
Voiko köyhä ihminen olla onnellinen?;Can a poor person be happy?;Lehet boldog egy szegény ember?
Oletko kateellinen rikkaille ihmisille?;Are you jealous of rich people?;Irigy vagy a gazdagokra?
Annatko koskaan rahaa köyhille?;Do you ever give money to the poor?;Adsz néha pénzt szegényeknek?
Annatko koskaan rahaa kodittomille?;Do you ever give money to the homeless?;Adsz néha pénzt hajléktalanoknak?
Annatko koskaan rahaa kerjääjille?;Do you ever give money to beggars?;Adsz néha pénzt koldusoknak?
Lainaatko koskaan rahaa ystävältä?;Do you ever borrow money from a friend?;Kölcsönkérsz néha pénzt baráttól?
Lainaatko koskaan rahaa ystävälle?;Do you ever lend money to a friend?;Kölcsönadsz néha pénzt barátnak?
Miksi jotkut eivät halua lainata rahaa ystävilleen?;Why don't some want to lend money to their friends?;Miért nem akarnak egyesek pénzt kölcsönadni a barátaiknak?
Millä tavoilla köyhyys vaikuttaa jokapäiväiseen elämään?;In what ways does poverty affect everyday life?;Milyen módokon hat a szegénység a mindennapi életre?
Onko kaikki kallista Suomessa?;Is everything expensive in Finland?;Minden drága Finnországban?
Paljon litra maitoa maksaa kotimaassasi?;How much does a liter of milk cost in your home country?;Mennyibe kerül egy liter tej a hazádban?
Maksaako ruoka enemmän Suomessa kuin kotimaassasi?;Does food cost more in Finland than in your country?;Drágább az étel Finnországban, mint a hazádban?
Ovatko vaatteet halvempia sinun kotimaassasi?;Are clothes cheaper in your home country?;Olcsóbbak a ruhák a hazádban?
Paljonko bussit maksavat kotimaassasi?;How much do buses cost in your country?;Mennyibe kerül a busz a hazádban?
Onko asuminen halvempaa kotimaassasi kuin Suomessa?;Is living cheaper in your home country than in Finland?;Olcsóbb a lakhatás a hazádban, mint Finnországban?
Onko palkkataso Suomessa erilainen kuin kotimaassasi?;Is the salary level different in Finland than in your country?;Más a fizetési szint Finnországban, mint a hazádban?
Paljon lentomatka kotimaastasi Suomeen maksaa?;How much does a flight from your country to Finland cost?;Mennyibe kerül egy repülőút a hazádból Finnországba?
Lottoatko? Miksi? Miksi ei?;Do you participate in the lottery? Why? Why not?;Lottózol? Miért? Miért nem?
Tunnetko ketään, joka on voittanut lotossa?;Do you know anyone who has won in the lottery?;Ismersz valakit, aki nyert a lottón?
Mitä tekisit, jos voittaisit lotossa?;What would you do if you won the lottery?;Mit tennél, ha nyernél a lottón?
Mitä tekisit, jos saisit ison perinnön?;What would you do if you got a big inheritance?;Mit tennél, ha nagy örökséget kapnál?
Kertoisitko kaikille, jos voittaisit lotossa?;Would you tell everyone if you won in the lottery?;Elmondanád mindenkinek, ha nyernél a lottón?
Lopettaisitko työnteon, jos voittaisit lotossa?;Would you stop working if you won the lottery?;Abbahagynád a munkát, ha nyernél a lottón?
Oletko koskaan löytänyt rahaa kadulta?;Have you ever found money in the street?;Találtál már pénzt az utcán?
Oletko koskaan vieraillut kasinolla?;Have you ever visited a casino?;Voltál már kaszinóban?
Pelaatko rahapelejä? Miksi? Miksi ei?;Do you gamble? Why? Why not?;Szerencsejátékozol? Miért? Miért nem?
Mitä mieltä olet uhkapeleistä?;What's your opinion on gambling?;Mi a véleményed a szerencsejátékról?
Kannattaako lottoaminen?;Is the lottery worth it?;Megéri lottózni?
Mitä mieltä olet veikkaamisesta?;What do you think of betting?;Mit gondolsz a fogadásról?
Miksi uhkapelit voivat olla vaarallisia?;Why can gambling be dangerous?;Miért lehet a szerencsejáték veszélyes?
Oletko sinä koskaan varastanut rahaa?;Have you ever stolen money?;Loptál már pénzt valaha?
Onko joku koskaan varastanut sinulta rahaa?;Has anyone ever stolen money from you?;Lopott-e valaha tőled valaki pénzt?
Mitä tekisit, jos näkisit näpistelijän kaupassa?;What would you do if you saw a shoplifter in the store?;Mit tennél, ha látnál egy tolvajt a boltban?
Mitä "harmaa raha" tarkoittaa?;What does "grey money" mean?;Mit jelent a „szürke pénz”?
Listaa erilaisia laittomia tapoja hankkia rahaa!;List various illegal ways to raise money!;Sorolj fel különféle illegális módokat pénzszerzésre!
Mistä syistä jotkut varastavat pikkutavaroita kaupoista?;Why do some people steal small items from stores?;Miért lopnak egyesek apróságokat az üzletekből?
Mitä tekisit, jos laukkusi varastettaisiin kadulla?;What would you do if your bag was stolen on the street?;Mit tennél, ha ellopnák a táskádat az utcán?
Miksi jotkut yritykset kavaltavat rahaa?;Why do some companies embezzle money?;Miért sikkasztanak egyes cégek pénzt?
Miten yritys voi yrittää kavaltaa rahaa?;How can a company try to embezzle money?;Hogyan próbálhat egy cég pénzt elsikkasztani?
Miksi talousrikoksia tehdään suhteellisen usein?;Why are financial crimes committed relatively often?;Miért követnek el viszonylag gyakran gazdasági bűncselekményeket?
Onko kotimaassasi paljon korruptiota?;Is there a lot of corruption in your country?;Sok a korrupció a hazádban?
Miten yritetään estää rahan väärentämisen?;How do people try to prevent the counterfeiting of money?;Hogyan próbálják megakadályozni a pénzhamisítást?
Voiko pankkiryöstö nykyään onnistua?;Can a bank robbery succeed these days?;Sikerülhet ma egy bankrablás?
Muistatko mitään elokuvia, joissa on pankkiryöstö?;Do you remember any movies with a bank robbery?;Emlékszel bármilyen filmre, amiben bankrablás van?
Miksi veroja täytyy maksaa?;Why do we have to pay taxes?;Miért kell adót fizetni?
Mihin veroja käytetään?;What are taxes used for?;Mire használják az adókat?
Kuinka suuri veroprosentti sinulla on?;What's your income tax percentage?;Mekkora a jövedelemadókulcsod?
Paljonko maksetaan veroja ruoasta ja vaatteista?;How much taxes are paid on food and clothing?;Mennyi adót fizetnek az élelmiszerre és a ruhára?
Maksetaanko sinun kotimaassasi paljon veroa?;Do people pay a lot of tax in your country?;Sok adót fizetnek a hazádban?
Mihin verorahoja pitäisi mielestäsi käyttää?;What do you think taxes should be used for?;Szerinted mire kellene használni az adóbevételeket?
Mikä on ALV eli arvonlisävero?;What is VAT, or value-added tax?;Mi az ÁFA, azaz az általános forgalmi adó?
Maksatko mielestäsi liikaa veroa?;Do you think you are paying too much tax?;Szerinted túl sok adót fizetsz?
Paljonko veroa maksat kuukausituloistasi?;How much tax do you pay on your monthly income?;Mennyi adót fizetsz a havi jövedelmedből?
Millainen perheesi taloudellinen tilanne oli kasvatessasi?;What was your family's financial situation like growing up?;Milyen volt a családod anyagi helyzete, amikor felnőttél?
Millainen perheesi taloudellinen tilanne nyt on?;What is your family's financial situation like now?;Milyen most a családod anyagi helyzete?
Mitä mieltä olet perheesi taloudellisesta tilanteesta?;What do you think of your family's financial situation?;Mit gondolsz a családod anyagi helyzetéről?
Onko raha tuskallinen aihe?;Is money a painful topic?;A pénz fájdalmas téma?
Miksi raha aiheuttaa riitoja perhepiireissä?;Why does money cause disputes in family circles?;Miért okoz a pénz vitákat a családban?
Riitelettekö perheessäsi rahasta?;Do you argue about money in your family?;Vitatkoztok a családodban a pénzről?
Onko sinun helppoa puhua rahaongelmista?;Is it easy for you to talk about money problems?;Könnyű neked beszélni pénzügyi gondokról?
Onko sinulle tärkeää, kuinka paljon puolisosi ansaitsee?;Is it important to you how much your spouse earns?;Fontos neked, mennyit keres a párod?
Mitä mieltä olet yhteisestä pankkitilistä?;What's your opinion on sharing a bank account?;Mi a véleményed a közös bankszámláról?
Tiedätkö tarkasti, kuinka paljon rahaa sinulla on?;Do you know exactly how much money you have?;Pontosan tudod, mennyi pénzed van?
Voiko rahalla ostaa onnea?;Can money buy happiness?;Vásárolhat-e a pénz boldogságot?
Voiko rahalla ostaa rakkautta?;Can money buy love?;Lehet-e pénzért szerelmet venni?
Kumpi on sinulle tärkeämpää: raha vai terveys?;Which is more important to you: money or health?;Mi fontosabb számodra: a pénz vagy az egészség?
Millä hyvillä keinoilla voidaan säästää enemmän rahaa?;What are some good ways to save more money?;Milyen jó módszerekkel lehet több pénzt megtakarítani?
Miksi säästäminen vaatii itsekuria?;Why does saving require self-discipline?;Miért igényel a spórolás önfegyelmet?
Mistä syystä ihmiset haluavat aina vain enemmän rahaa?;Why do people continuously want more money?;Miért akarnak az emberek mindig több pénzt?
Miksi lottovoittajat ovat välillä hyvin onnettomia?;Why are lottery winners sometimes very unhappy?;Miért boldogtalanok néha a lottónyertesek?
Miksi lottovoittajat tuhlaavat rahansa lyhyessä ajassa?;Why do lottery winners waste their money in a short time?;Miért herdálják el a lottónyertesek a pénzüket rövid idő alatt?
Minkä takia kaikki eivät kerro lottovoitosta läheisilleen?;Why doesn't everyone tell loved ones they won the lottery?;Miért nem mondja el mindenki a hozzátartozóinak, hogy nyert a lottón?
Onko lainan saaminen mielestäsi helppoa vai hankalaa?;Do you think it's easy or difficult to get a loan?;Szerinted könnyű vagy nehéz hitelt kapni?
Millä ehdoilla pankit myöntävät lainaa?;On what terms do banks grant loans?;Milyen feltételekkel adnak a bankok kölcsönt?
Jos pankki ei suostu lainaamaan, mitä muita keinoja on?;If the bank won't lend money, what else can you do?;Ha a bank nem ad kölcsönt, milyen más lehetőségek vannak?
Luotatko pankkeihin?;Do you trust in banks?;Bízol a bankokban?
Annetaanko kotimaassasi tippiä tarjoilijoille?;Are tips given to waiters in your country?;Szokás borravalót adni a pincéreknek a hazádban?
Miksi Suomessa yleensä ei anneta tippiä tarjoilijoille?;Why don't people usually give tips to waiters in Finland?;Miért nem adnak Finnországban általában borravalót a pincéreknek?
Kuinka paljon tippiä tulisi antaa eri maissa?;How large of a tip should be given in different countries?;Mennyi borravalót kell adni különböző országokban?
Onko kotimaassasi tavallista tinkiä hinnasta?;Is it common to bargain for prices in your country?;Gyakori a hazádban az alkudozás?
Onko asioita, joissa hinnalla ei ole mitään merkitystä?;Are there things where price doesn't matter?;Vannak dolgok, ahol az ár nem számít?
Mitkä asiat kannattaa mieluummin ostaa uusina?;What things would be better bought new?;Miket érdemes inkább újan megvenni?
Mitkä asiat kannattaa mieluummin ostaa käytettyinä?;What things would be better bought used?;Miket érdemes inkább használtan megvenni?
Mitä mieltä olet siitä, että jotkut kerjäävät rahaa?;What's your opinion on people begging for money?;Mi a véleményed a koldulásról?
Onko sinun kotimaassasi paljon kerjääjiä kaduilla?;Are there a lot of beggars on the streets in your country?;Sok koldus van az utcákon a hazádban?
Miksi jotkut ihmiset kerjäävät rahaa?;Why do some people beg for money?;Miért koldulnak egyes emberek pénzt?
Millaisessa tilanteessa harkitsisit itse kerjäämistä?;In what situation would you consider begging yourself?;Milyen helyzetben gondolnád meg, hogy koldulj?
Miksi voi olla useita työpaikkoja samaan aikaan?;Why can one have multiple jobs at the same time?;Miért lehet valakinek több munkahelye egyszerre?
Voidaanko köyhyys poistaa kokonaan?;Can poverty be completely eradicated?;Teljesen megszüntethető-e a szegénység?
Millaisilla keinoilla köyhyyttä voidaan vähentää?;Through what means can poverty be reduced?;Milyen eszközökkel lehet csökkenteni a szegénységet?
Mitä mieltä olet lapsille annetuista taskurahoista?;What's your opinion on pocket money for children?;Mi a véleményed a gyerekeknek adott zsebpénzről?
Miten voimme opettaa lapsille rahan arvoa?;How can we teach children the value of money?;Hogyan taníthatjuk meg a gyerekeknek a pénz értékét?
Miksi kaikki eivät lahjoita rahaa hyväntekeväisyyteen?;Why doesn't everyone donate money to charity?;Miért nem adományoz mindenki jótékony célra?
Oletko koskaan joutunut rahavaikeuksiin?;Have you ever run into financial difficulties?;Kerültél már pénzügyi nehézségekbe?
Miten rahavaikeuksiin voi joutua?;How can one end up in financial difficulties?;Hogyan lehet pénzügyi gondokba kerülni?
Mistä syistä yritys voi mennä konkurssiin?;For what reasons can a company go bankrupt?;Milyen okokból mehet csődbe egy vállalat?
Tiedätkö paljon rahan sijoittamisesta?;Do you know much about investing money?;Sokat tudsz a pénzbefektetésről?
Miksi sanotaan, että kannattaa sijoittaa?;Why do they say it's a good idea to invest?;Miért mondják, hogy érdemes befektetni?
Mihin kannattaa sijoittaa juuri nyt?;What should you invest in right now?;Mibe érdemes most befektetni?
Kannattaako sijoittaa rahastoon vai osakkeisiin?;Should you invest in a fund or in stocks?;Érdemesebb alapba vagy részvényekbe fektetni?
Tiedätkö miten pankkien sijoitustilit toimivat?;Do you know how bank investment accounts work?;Tudod, hogyan működnek a banki befektetési számlák?
Kiinnitätkö huomiota alennusmyynteihin?;Do you pay attention to discount sales?;Figyelsz az akciókra?
Pidätkö lakisääteistä minimipalkkaa tärkeänä?;Do you consider the statutory minimum wage important?;Fontosnak tartod a törvényes minimálbért?
Mistä asuntojen vuokrataso riippuu?;What does the rental level of apartments depend on?;Mitől függ a lakbérek szintje?
Miksi Suomessa sovitaan palkoista työehtosopimuksissa?;Why are wages in Finland agreed in collective agreements?;Miért állapodnak meg Finnországban a bérekről kollektív szerződésekben?
Pitäisikö minimipalkkoja nostaa / laskea?;Should minimum wages be raised / lowered?;Fel kellene emelni / csökkenteni a minimálbért?
Kuulostaako perustulokokeilu sinusta hyvältä?;Does the basic income experiment sound good to you?;Jónak hangzik szerinted az alapjövedelem-kísérlet?
Mitä sanonta "Aika on rahaa" tarkoittaa?;What does the saying "Time is money" mean?;Mit jelent a mondás: „Az idő pénz”?
Mitä sanonta "Raha tulee rahan luo" tarkoittaa?;What does the saying "Money comes to money" mean?;Mit jelent a mondás: „Pénz pénzt vonz”?
Mitä sanonta "Raha poltti hänen taskussaan" tarkoittaa?;What does the saying "Money burned in his pocket" mean?;Mit jelent a mondás: „Égette a pénz a zsebét”?
Mitä sanonta "Raha ei kasva puussa" tarkoittaa?;What does the saying "Money doesn't grow on trees" mean?;Mit jelent a mondás: „A pénz nem fán terem”?
