Finnish;English;Hungarian
Mitä Lego-palikoilla tehdään?;What do people do with Lego blocks?;Mit csinálnak a Lego kockákkal?
Mitä leluilla tehdään?;What do people do with toys?;Mit csinálnak a játékokkal?
Mitä liikennemerkeillä tehdään?;What do people do with road signs?;Mit csinálnak a közlekedési táblákkal?
Mitä luistimilla tehdään?;What do people do with skates?;Mit csinálnak a korcsolyákkal?
Mitä lusikalla tehdään?;What do people do with a spoon?;Mit csinálnak a kanállal?
Mitä lypsykoneella tehdään?;What do people do with a milking machine?;Mit csinálnak a fejőgéppel?
Mitä punaisella maalilla tehdään?;What do people do with red paint?;Mit csinálnak a piros festékkel?
Mitä maskaralla tehdään?;What do people do with mascara?;Mit csinálnak a szempillaspirállal?
Mitä mattoveitsellä tehdään?;What do people do with a Stanley knife?;Mit csinálnak a sniccerrel?
Mitä meikkivoiteella tehdään?;What do people do with foundation?;Mit csinálnak az alapozóval?
Mitä muistilapuilla tehdään?;What do people do with sticky notes?;Mit csinálnak a post-it cetlikkel?
Mitä muovipurkeilla tehdään?;What do people do with plastic jars?;Mit csinálnak a műanyag dobozokkal?
Mitä napeilla tehdään?;What do people do with buttons?;Mit csinálnak a gombokkal?
Mitä nauloilla tehdään?;What do people do with nails?;Mit csinálnak a szegekkel?
Mitä nenäliinalla tehdään?;What do people do with a handkerchief?;Mit csinálnak a zsebkendővel?
Mitä neulalla tehdään?;What do people do with a needle?;Mit csinálnak a tűvel?
Mitä nitojalla tehdään?;What do people do with a stapler?;Mit csinálnak a tűzőgéppel?
Mitä näppäimistöllä tehdään?;What do people do with a keyboard?;Mit csinálnak a billentyűzettel?
Mitä ohjelmointikielellä tehdään?;What do people do with a programming language?;Mit csinálnak a programozási nyelvvel?
Mitä ompelukoneella tehdään?;What do people do with a sewing machine?;Mit csinálnak a varrógéppel?
Mitä ongella tehdään?;What do people do with a fishing rod?;Mit csinálnak a horgászbottal?
Mitä oppikirjalla tehdään?;What do people do with a textbook?;Mit csinálnak a tankönyvvel?
Mitä ostoskärryillä tehdään?;What do people do with a shopping cart?;Mit csinálnak a bevásárlókocsival?
Mitä paareilla tehdään?;What do people do with a stretcher?;Mit csinálnak a hordággyal?
Mitä paistinpannulla tehdään?;What do people do with a frying pan?;Mit csinálnak a serpenyővel?
Mitä pakkausmateriaaleilla tehdään?;What do people do with packaging materials?;Mit csinálnak a csomagolóanyagokkal?
Mitä pankkikortilla tehdään?;What do people do with a bank card?;Mit csinálnak a bankkártyával?
Mitä parsinneulalla tehdään?;What do people do with a darning needle?;Mit csinálnak a gombostűvel?
Mitä patterilla tehdään?;What do people do with a heater?;Mit csinálnak a fűtőtesttel?
Mitä pesusienellä tehdään?;What do people do with a sponge?;Mit csinálnak a szivaccsal?
Mitä pikaliimalla tehdään?;What do people do with instant glue?;Mit csinálnak a pillanatragasztóval?
Mitä pinseteillä tehdään?;What do people do with tweezers?;Mit csinálnak a csipesszel?
Mitä pommilla tehdään?;What do people do with a bomb?;Mit csinálnak a bombával?
Mitä porakoneella tehdään?;What do people do with a drill?;Mit csinálnak a fúróval?
Mitä postimerkillä tehdään?;What do people do with a stamp?;Mit csinálnak a bélyeggel?
Mitä puhelimella tehdään?;What do people do with a phone?;Mit csinálnak a telefonnal?
Mitä neulepuikoilla tehdään?;What do people do with knitting needles?;Mit csinálnak a kötőtűkkel?
Mitä purjeveneellä tehdään?;What do people do with a sailboat?;Mit csinálnak a vitorlással?
Mitä puukolla tehdään?;What do people do with a knife?;Mit csinálnak a késsel?
Mitä pyyhkeellä tehdään?;What do people do with a towel?;Mit csinálnak a törölközővel?
Mitä pyykinpesukoneella tehdään?;What do people do with a washing machine?;Mit csinálnak a mosógéppel?
Mitä päähuivilla tehdään?;What do people do with a head scarf?;Mit csinálnak a fejkendővel?
Mitä pölynimurilla tehdään?;What do people do with a vacuum cleaner?;Mit csinálnak a porszívóval?
Mitä pöytäliinalla tehdään?;What do people do with a tablecloth?;Mit csinálnak az asztalterítővel?
Mitä retkikeittimellä tehdään?;What do people do with a camping stove?;Mit csinálnak a túrafőzővel?
Mitä ruiskulla tehdään?;What do people do with a syringe?;Mit csinálnak a fecskendővel?
Mitä ruohonleikkurilla tehdään?;What do people do with a lawnmower?;Mit csinálnak a fűnyíróval?
Mitä ruokalistalla tehdään?;What do people do with a menu?;Mit csinálnak az étlappal?
Mitä ruuvimeisselillä tehdään?;What do people do with a screwdriver?;Mit csinálnak a csavarhúzóval?
Mitä saippualla tehdään?;What do people do with soap?;Mit csinálnak a szappannal?
Mitä aavikolla tehdään?;What do people do in the desert?;Mit csinálnak a sivatagban?
Mitä ambulanssissa tehdään?;What do people do in an ambulance?;Mit csinálnak a mentőautóban?
Mitä apteekissa tehdään?;What do people do in the pharmacy?;Mit csinálnak a gyógyszertárban?
Mitä autiolla saarella tehdään?;What do people do on an uninhabited island?;Mit csinálnak a lakatlan szigeten?
Mitä baarissa tehdään?;What do people do in a bar?;Mit csinálnak a bárban?
Mitä balettikoulussa tehdään?;What do people do in ballet school?;Mit csinálnak a balettiskolában?
Mitä bussipysäkillä tehdään?;What do people do at the bus stop?;Mit csinálnak a buszmegállóban?
Mitä elokuvateatterissa tehdään?;What do people do at the movies?;Mit csinálnak a moziban?
Mitä eläintarhassa tehdään?;What do people do in the zoo?;Mit csinálnak az állatkertben?
Mitä eteisessä tehdään?;What do people do in the hallway?;Mit csinálnak a folyosón?
Mitä keskustelupalstalla tehdään?;What do people do on a forum?;Mit csinálnak a fórumon?
Mitä hautajaisissa tehdään?;What do people do at a funeral?;Mit csinálnak a temetésen?
Mitä hautausmaalla tehdään?;What do people do in the cemetery?;Mit csinálnak a temetőben?
Mitä hississä tehdään?;What do people do in an elevator?;Mit csinálnak a liftben?
Mitä hotellissa tehdään?;What do people do in a hotel?;Mit csinálnak a hotelben?
Mitä huonekaluliikkeessä tehdään?;What do people do in a furniture store?;Mit csinálnak a bútorüzletben?
Mitä huvipuistossa tehdään?;What do people do in an amusement park?;Mit csinálnak a vidámparkban?
Mitä häissä tehdään?;What do people do at a wedding?;Mit csinálnak az esküvőn?
Mitä isoissa kaupungeissa tehdään?;What do people do in large cities?;Mit csinálnak a nagyvárosokban?
Mitä juna-asemalla tehdään?;What do people do in the train station?;Mit csinálnak a vasútállomáson?
Mitä jäähallissa tehdään?;What do people do in an ice rink?;Mit csinálnak a jégcsarnokban?
Mitä kahvilassa tehdään?;What do people do in a coffee shop?;Mit csinálnak a kávézóban?
Mitä kalliissa kaupassa tehdään?;What do people do in an expensive store?;Mit csinálnak a drága boltban?
Mitä kassalla tehdään?;What do people do at the cashier?;Mit csinálnak a pénztárnál?
Mitä keittiössä tehdään?;What do people do in the kitchen?;Mit csinálnak a konyhában?
Mitä kesämökillä tehdään?;What do people do at the summer cottage?;Mit csinálnak a nyaralóban?
Mitä kirjakaupassa tehdään?;What do people do in a bookstore?;Mit csinálnak a könyvesboltban?
Mitä kirjastossa tehdään?;What do people do in a library?;Mit csinálnak a könyvtárban?
Mitä kirkossa / temppelissä tehdään?;What do people do in a church?;Mit csinálnak a templomban?
Mitä kirpputorilla tehdään?;What do people do in a secondhand store?;Mit csinálnak a használtcikk boltban?
Mitä konsertissa tehdään?;What do people do at a concert?;Mit csinálnak a koncerten?
Mitä koulussa tehdään?;What do people do in school?;Mit csinálnak az iskolában?
Mitä kylpyhuoneessa tehdään?;What do people do in the bathroom?;Mit csinálnak a fürdőszobában?
Mitä leikkikentällä tehdään?;What do people do on a playground?;Mit csinálnak a játszótéren?
Mitä leipomossa tehdään?;What do people do in a bakery?;Mit csinálnak a pékségben?
Mitä lemmikkikaupassa tehdään?;What do people do in a pet store?;Mit csinálnak a kisállat boltban?
Mitä lentoasemalla tehdään?;What do people do in the airport?;Mit csinálnak a repülőtéren?
Mitä lentokoneessa tehdään?;What do people do in an airplane?;Mit csinálnak a repülőgépen?
Mitä liikenneruuhkassa tehdään?;What do people do in a traffic jam?;Mit csinálnak a dugóban?
Mitä liikennevaloilla tehdään?;What do people do at traffic lights?;Mit csinálnak a lámpánál?
Mitä luokassa tehdään?;What do people do in the classroom?;Mit csinálnak az osztályteremben?
Mitä makuuhuoneessa tehdään?;What do people do in the bedroom?;Mit csinálnak a hálószobában?
Mitä McDonald'sissa tehdään?;What do people do at McDonald's?;Mit csinálnak a McDonald'sban?
Mitä meressä tehdään?;What do people do in the sea?;Mit csinálnak a tengerben?
Mitä metsässä tehdään?;What do people do in the forest?;Mit csinálnak az erdőben?
Mitä moottoritiellä tehdään?;What do people do on the highway?;Mit csinálnak az autópályán?
Mitä moskeijassa tehdään?;What do people do in a mosque?;Mit csinálnak a mecsetben?
Mitä musiikkivideoissa tehdään?;What do people do in music videos?;Mit csinálnak a zenés videókban?
Mitä odotushuoneessa tehdään?;What do people do in a waiting room?;Mit csinálnak a váróteremben?
Mitä olympialaisissa tehdään?;What do people do at the Olympics?;Mit csinálnak az olimpián?
Mitä ostoskeskuksessa tehdään?;What do people do in a shopping center?;Mit csinálnak a bevásárlóközpontban?
Mitä paloasemalla tehdään?;What do people do at the fire station?;Mit csinálnak a tűzoltóságon?
Mitä pankissa tehdään?;What do people do in a bank?;Mit csinálnak a bankban?
Mitä parvekkeella tehdään?;What do people do on the balcony?;Mit csinálnak az erkélyen?
Mitä pellolla tehdään?;What do people do in a field?;Mit csinálnak a mezőn?
Mitä peruskoulussa tehdään?;What do people do in primary school?;Mit csinálnak az általános iskolában?
Mitä pienissä kylissä tehdään?;What do people do in small villages?;Mit csinálnak a kis falvakban?
Mitä poliisiasemalla tehdään?;What do people do at the police station?;Mit csinálnak a rendőrőrsön?
Mitä postissa tehdään?;What do people do at the post office?;Mit csinálnak a postán?
Mitä puistossa tehdään?;What do people do in a park?;Mit csinálnak a parkban?
Mitä pukuhuoneessa tehdään?;What do people do in a dressing room?;Mit csinálnak az öltözőben?
Mitä päiväkodissa tehdään?;What do people do in a daycare center?;Mit csinálnak az óvodában?
Mitä rakennustyömaalla tehdään?;What do people do at a construction site?;Mit csinálnak az építkezésen?
Mitä rannalla tehdään?;What do people do on the beach?;Mit csinálnak a strandon?
Mitä risteilyllä tehdään?;What do people do on a cruise?;Mit csinálnak a hajóúton?
Mitä ruokalassa tehdään?;What do people do in a canteen?;Mit csinálnak az étkezdében?
Mitä sairaalassa tehdään?;What do people do in the hospital?;Mit csinálnak a kórházban?
Mitä satamassa tehdään?;What do people do in a harbor?;Mit csinálnak a kikötőben?
Mitä saunassa tehdään?;What do people do in a sauna?;Mit csinálnak a szaunában?
Mitä sirkuksessa tehdään?;What do people do in the circus?;Mit csinálnak a cirkuszban?
Mitä sohvalla tehdään?;What do people do on the couch?;Mit csinálnak a kanapén?
Mitä sovituskopissa tehdään?;What do people do in the fitting room?;Mit csinálnak a próbafülkében?
Mitä suihkussa tehdään?;What do people do in the shower?;Mit csinálnak a zuhanyzóban?
Mitä suojatiellä tehdään?;What do people do on the crosswalk?;Mit csinálnak a gyalogátkelőhelyen?
Mitä synnytysosastolla tehdään?;What do people do in the maternity wing?;Mit csinálnak a szülészeten?
Mitä sängyssä tehdään?;What do people do in bed?;Mit csinálnak az ágyban?
Mitä taukohuoneessa tehdään?;What do people do in a break room?;Mit csinálnak a pihenőszobában?
Mitä teatterissa tehdään?;What do people do in the theater?;Mit csinálnak a színházban?
Mitä tehtaassa tehdään?;What do people do in a factory?;Mit csinálnak a gyárban?
Mitä teltassa tehdään?;What do people do in a tent?;Mit csinálnak a sátorban?
Mitä tenniskentällä tehdään?;What do people do on a tennis field?;Mit csinálnak a teniszpályán?
Mitä terveyskeskuksessa tehdään?;What do people do in a health center?;Mit csinálnak az egészségügyi központban?
Mitä toimistossa tehdään?;What do people do in an office?;Mit csinálnak az irodában?
Mitä tunnelissa tehdään?;What do people do in a tunnel?;Mit csinálnak az alagútban?
Mitä turvatarkastuksessa tehdään?;What do people do at a security check?;Mit csinálnak a biztonsági ellenőrzésnél?
Mitä uimahallissa tehdään?;What do people do in a swimming hall?;Mit csinálnak az uszodában?
Mitä ulkomailla tehdään?;What do people do abroad?;Mit csinálnak külföldön?
Mitä uudessa asunnossa tehdään?;What do people do in a new apartment?;Mit csinálnak az új lakásban?
Mitä vaatekaupassa tehdään?;What do people do in a clothing store?;Mit csinálnak a ruhaboltban?
Mitä vanhainkodissa tehdään?;What do people do in a home for the elderly?;Mit csinálnak az idősek otthonában?
Mitä vankilassa tehdään?;What do people do in prison?;Mit csinálnak a börtönben?
Mitä vieraissa paikoissa tehdään?;What do people do in unknown places?;Mit csinálnak ismeretlen helyeken?
Mitä viidakossa tehdään?;What do people do in the jungle?;Mit csinálnak a dzsungelben?
Mitä vuorilla tehdään?;What do people do in the mountains?;Mit csinálnak a hegyekben?
Mitä vuoristoradalla tehdään?;What do people do on a rollercoaster?;Mit csinálnak a hullámvasúton?
Mitä äitiysneuvolassa tehdään?;What do people do in a maternity clinic?;Mit csinálnak a terhesgondozóban?
